candidate_set,decision_points,mean_valid_actions,max_valid_actions,spread_mean,spread_median,spread_max,spread_pct_of_mean_utility,mean_best_utility,mean_worst_utility,oracle_vs_worst_gap_pct
top8,1400,4.460714285714285,6,0.037171827620409735,0.03798274567398974,0.0797073645455586,5.408287236819151,0.7073010722310731,0.6701292446106634,5.5469639505146615
top32,1400,4.460714285714285,6,0.037171827620409735,0.03798274567398974,0.0797073645455586,5.408287236819151,0.7073010722310731,0.6701292446106634,5.5469639505146615
feasible,1400,4.4592857142857145,6,0.037091872757125326,0.0379750764725873,0.07165213228270473,5.395447941872742,0.7073010722310731,0.6702091994739477,5.534372370035957
