ablation_variant,load_level,run_id,seed,generated_tasks,completed_tasks,attempted_interactions,successful_cooperations,failed_interactions,blocked_privacy_interactions,cooperation_rate,task_completion_ratio,reliability_score,resource_efficiency,fairness_index,trust_stability_index,privacy_exposure_risk,candidate_privacy_risk,accepted_privacy_exposure,avg_trust,trust_variance,avg_preference,avg_reciprocity,avg_privacy_risk,avg_total_utility,avg_system_utility,avg_social_utility,avg_resource_utility,avg_privacy_utility,avg_incentive_utility,energy_consumed,bandwidth_consumed,compute_consumed,throughput_mbps,packet_delivery_ratio,e2e_delay_ms,active_nodes
without_preference,extreme,23,1023,10.516000,6.062000,9.338000,6.062000,3.276000,1.120000,0.647473,0.577026,0.579867,0.557193,0.926539,0.683620,0.513285,0.577884,0.513285,0.453549,0.079095,0.573841,0.580869,0.449956,0.671138,0.694091,0.490555,0.977964,0.486715,0.751258,0.094016,0.456107,0.598476,48.496000,0.647473,96.501117,49.432000
without_preference,extreme,24,1024,10.510000,6.154000,9.474000,6.154000,3.320000,0.922000,0.649183,0.585343,0.591433,0.564774,0.918235,0.677518,0.510624,0.568486,0.510624,0.462345,0.080620,0.576673,0.565195,0.454828,0.671921,0.694007,0.491844,0.977686,0.489376,0.751991,0.095522,0.465064,0.618692,49.232000,0.649183,95.433813,49.162000
without_preference,extreme,25,1025,10.438000,6.268000,9.564000,6.268000,3.296000,0.786000,0.654908,0.601223,0.605914,0.580018,0.922871,0.675172,0.506288,0.567849,0.506288,0.467497,0.081207,0.580997,0.583478,0.460156,0.673538,0.693472,0.494698,0.977931,0.493712,0.754203,0.096018,0.463187,0.618917,50.144000,0.654908,96.137050,49.146000
without_preference,extreme,26,1026,10.516000,5.992000,9.360000,5.992000,3.368000,1.086000,0.639461,0.569309,0.572946,0.549594,0.924470,0.696973,0.518213,0.582930,0.518213,0.442161,0.075757,0.557923,0.535262,0.455759,0.666826,0.692950,0.482347,0.977658,0.481787,0.743465,0.094473,0.460223,0.611516,47.936000,0.639461,96.228435,49.308000
without_preference,extreme,27,1027,10.420000,6.182000,9.764000,6.182000,3.582000,0.558000,0.632805,0.592730,0.598345,0.571279,0.924856,0.685271,0.510366,0.564803,0.510366,0.449030,0.078682,0.559415,0.521665,0.474904,0.669519,0.688837,0.489705,0.977695,0.489634,0.748785,0.099013,0.476292,0.640746,49.456000,0.632805,97.014131,49.040000
without_preference,extreme,28,1028,10.496000,5.996000,9.328000,5.996000,3.332000,1.094000,0.642142,0.569969,0.573616,0.550254,0.926375,0.681681,0.519915,0.581780,0.519915,0.452925,0.079580,0.566659,0.551045,0.455967,0.668570,0.694381,0.486301,0.977759,0.480085,0.747872,0.094187,0.455128,0.608144,47.968000,0.642142,96.126541,49.432000
without_preference,extreme,29,1029,10.592000,6.232000,9.614000,6.232000,3.382000,0.902000,0.647724,0.588369,0.592388,0.567880,0.936933,0.701734,0.521175,0.581039,0.521175,0.438197,0.074566,0.557575,0.538382,0.468015,0.669806,0.694639,0.489671,0.977986,0.478825,0.751397,0.097007,0.463142,0.621429,49.856000,0.647724,97.053414,49.342000
without_preference,extreme,30,1030,10.464000,5.840000,9.058000,5.840000,3.218000,1.344000,0.645703,0.558389,0.561494,0.539555,0.922128,0.703365,0.526343,0.589908,0.526343,0.439152,0.074159,0.560308,0.550188,0.449045,0.668717,0.695247,0.487788,0.977938,0.473657,0.751577,0.090940,0.439662,0.587231,46.720000,0.645703,96.883896,49.352000
without_preference,extreme,31,1031,10.486000,5.952000,9.404000,5.952000,3.452000,1.024000,0.632251,0.567916,0.570843,0.548195,0.933571,0.692146,0.531437,0.586690,0.531437,0.446896,0.076963,0.561936,0.538708,0.471389,0.666757,0.695964,0.484331,0.977843,0.468563,0.748418,0.094938,0.459017,0.609005,47.616000,0.632251,95.239595,49.344000
without_preference,extreme,32,1032,10.518000,6.122000,9.558000,6.122000,3.436000,0.900000,0.639817,0.582012,0.585002,0.561552,0.929742,0.698688,0.525945,0.583478,0.525945,0.438307,0.075328,0.559212,0.549300,0.472593,0.668055,0.693788,0.487926,0.977881,0.474055,0.749513,0.096248,0.467023,0.616510,48.976000,0.639817,95.857715,49.476000
without_preference,extreme,33,1033,10.422000,5.868000,9.100000,5.868000,3.232000,1.292000,0.646547,0.563870,0.565368,0.544769,0.924998,0.699602,0.508680,0.580422,0.508680,0.436605,0.075099,0.553978,0.543501,0.437883,0.671232,0.695771,0.487666,0.977890,0.491320,0.748344,0.092175,0.442594,0.587060,46.944000,0.646547,95.779084,49.688000
without_preference,extreme,34,1034,10.570000,5.884000,9.336000,5.884000,3.452000,1.154000,0.627247,0.555182,0.559498,0.535828,0.929626,0.695279,0.522108,0.582479,0.522108,0.443468,0.076180,0.559887,0.543360,0.454342,0.664084,0.690866,0.478727,0.977564,0.477892,0.739301,0.094943,0.461378,0.614286,47.072000,0.627247,96.619210,49.346000
without_preference,extreme,35,1035,10.558000,5.834000,9.210000,5.834000,3.376000,1.268000,0.632381,0.552472,0.556192,0.533518,0.916025,0.694335,0.517665,0.579352,0.517665,0.450601,0.076416,0.563547,0.547284,0.444092,0.667677,0.691717,0.484805,0.977673,0.482335,0.746786,0.093155,0.453134,0.600573,46.672000,0.632381,96.679828,49.308000
without_preference,extreme,36,1036,10.470000,5.904000,9.168000,5.904000,3.264000,1.216000,0.643243,0.563894,0.568720,0.544635,0.919661,0.687040,0.509895,0.580042,0.509895,0.456355,0.078240,0.567725,0.556934,0.440634,0.668270,0.691097,0.484688,0.977727,0.490105,0.743708,0.092684,0.446756,0.598842,47.232000,0.643243,97.336508,49.112000
without_preference,extreme,37,1037,10.496000,6.106000,9.472000,6.106000,3.366000,0.956000,0.646789,0.582925,0.586506,0.562659,0.919484,0.698406,0.526206,0.586502,0.526206,0.437614,0.075398,0.555592,0.521856,0.469643,0.666719,0.694668,0.484055,0.977951,0.473794,0.745385,0.094947,0.458856,0.611850,48.848000,0.646789,95.199249,49.262000
without_preference,extreme,38,1038,10.474000,6.386000,9.698000,6.386000,3.312000,0.718000,0.658187,0.609925,0.613155,0.588141,0.931803,0.678580,0.516993,0.573831,0.516993,0.455783,0.080355,0.569785,0.550921,0.474467,0.671330,0.691425,0.494584,0.977768,0.483007,0.755385,0.097803,0.472256,0.633061,51.088000,0.658187,96.558872,49.324000
without_preference,extreme,39,1039,10.482000,5.948000,9.424000,5.948000,3.476000,0.970000,0.628870,0.567455,0.571664,0.547458,0.930533,0.690515,0.535341,0.586662,0.535341,0.447739,0.077371,0.567858,0.563779,0.475795,0.662326,0.689681,0.480126,0.977647,0.464659,0.742013,0.095397,0.461713,0.618943,47.584000,0.628870,96.034260,49.286000
without_preference,extreme,40,1040,10.436000,5.962000,9.182000,5.962000,3.220000,1.192000,0.650869,0.570345,0.573692,0.550851,0.928041,0.696780,0.523366,0.586580,0.523366,0.439498,0.075805,0.557887,0.537422,0.454138,0.667722,0.696536,0.484017,0.977705,0.476634,0.745746,0.092699,0.451978,0.594210,47.696000,0.650869,96.390021,49.412000
without_preference,extreme,41,1041,10.550000,5.828000,9.244000,5.828000,3.416000,1.234000,0.629686,0.552304,0.555568,0.533209,0.924470,0.702019,0.527483,0.587654,0.527483,0.427016,0.074495,0.547250,0.522415,0.455325,0.664127,0.691908,0.479915,0.977513,0.472517,0.741664,0.093888,0.455530,0.610714,46.624000,0.629686,96.050046,49.332000
without_preference,extreme,42,1042,10.536000,6.126000,9.552000,6.126000,3.426000,0.926000,0.641451,0.581792,0.584647,0.561308,0.937550,0.706710,0.527357,0.583357,0.527357,0.426973,0.073322,0.552210,0.536981,0.473138,0.668511,0.693738,0.489566,0.977751,0.472643,0.751690,0.095963,0.470513,0.620836,49.008000,0.641451,95.660320,49.480000
without_preference,extreme,43,1043,10.510000,5.900000,9.218000,5.900000,3.318000,1.218000,0.642721,0.561165,0.564953,0.542052,0.915468,0.688471,0.519053,0.582813,0.519053,0.443763,0.077882,0.559473,0.537386,0.448584,0.666430,0.692340,0.482096,0.977795,0.480947,0.743142,0.092717,0.448276,0.603374,47.200000,0.642721,97.116838,49.318000
without_preference,extreme,44,1044,10.654000,6.262000,9.708000,6.262000,3.446000,0.854000,0.645763,0.588623,0.593127,0.567921,0.934531,0.687092,0.519587,0.579841,0.519587,0.448532,0.078227,0.566267,0.548975,0.468866,0.667646,0.691378,0.486267,0.977859,0.480413,0.746950,0.097566,0.471326,0.630442,50.096000,0.645763,96.152849,49.192000
without_preference,extreme,45,1045,10.512000,6.044000,9.498000,6.044000,3.454000,0.932000,0.634930,0.573959,0.578471,0.553883,0.927270,0.695906,0.529833,0.583816,0.529833,0.444318,0.076024,0.561292,0.546211,0.473069,0.665042,0.692964,0.482241,0.977837,0.470167,0.744320,0.095077,0.459825,0.619476,48.352000,0.634930,96.488894,49.370000
without_preference,extreme,46,1046,10.532000,6.080000,9.436000,6.080000,3.356000,1.018000,0.644855,0.576355,0.580513,0.556249,0.934828,0.693742,0.524368,0.580409,0.524368,0.448627,0.076564,0.564518,0.546745,0.464348,0.666736,0.691322,0.485635,0.977733,0.475632,0.747335,0.095355,0.463105,0.613674,48.640000,0.644855,96.608393,49.356000
without_preference,extreme,47,1047,10.490000,6.114000,9.446000,6.114000,3.332000,0.952000,0.646969,0.582176,0.587532,0.561780,0.936189,0.685949,0.512789,0.574738,0.512789,0.453354,0.078513,0.569603,0.555786,0.457033,0.671117,0.692704,0.491582,0.977705,0.487211,0.751837,0.095329,0.461973,0.618098,48.912000,0.646969,96.509334,49.348000
without_preference,extreme,48,1048,10.540000,6.064000,9.524000,6.064000,3.460000,0.922000,0.637176,0.575811,0.580697,0.555468,0.926728,0.694826,0.515052,0.575388,0.515052,0.450787,0.076294,0.565605,0.548229,0.459871,0.667232,0.689715,0.484982,0.977621,0.484948,0.744656,0.096973,0.466974,0.627595,48.512000,0.637176,95.987400,49.124000
without_preference,extreme,49,1049,10.508000,5.846000,9.312000,5.846000,3.466000,1.162000,0.627631,0.557431,0.558789,0.538253,0.929263,0.697393,0.528817,0.587730,0.528817,0.435082,0.075652,0.556673,0.542728,0.462837,0.663740,0.693379,0.477758,0.977828,0.471183,0.740787,0.094157,0.454781,0.601761,46.768000,0.627631,95.529471,49.562000
without_preference,high,0,1000,7.022000,4.984000,6.802000,4.984000,1.818000,0.220000,0.731814,0.709810,0.709810,0.688264,0.872814,0.687301,0.466829,0.533138,0.466829,0.493476,0.078175,0.592776,0.600139,0.449835,0.710682,0.747751,0.529835,0.981836,0.533171,0.796388,0.063025,0.266437,0.356540,39.872000,0.731814,96.737061,50.000000
without_preference,high,1,1001,7.028000,4.840000,6.704000,4.840000,1.864000,0.324000,0.722605,0.688893,0.688893,0.668393,0.870244,0.700367,0.458137,0.530079,0.458137,0.485371,0.074908,0.579355,0.575450,0.433631,0.710027,0.747119,0.524893,0.981926,0.541863,0.791317,0.061958,0.261704,0.348418,38.720000,0.722605,96.820495,50.000000
without_preference,high,2,1002,6.992000,4.800000,6.652000,4.800000,1.852000,0.340000,0.722395,0.685976,0.685976,0.665387,0.872695,0.699264,0.468668,0.535785,0.468668,0.484978,0.075184,0.582697,0.588024,0.441864,0.706918,0.746535,0.521734,0.981739,0.531332,0.788570,0.061655,0.263694,0.348905,38.400000,0.722395,96.973916,50.000000
without_preference,high,3,1003,6.988000,4.848000,6.656000,4.848000,1.808000,0.332000,0.729038,0.694702,0.694702,0.673740,0.834761,0.709445,0.463081,0.537861,0.463081,0.487029,0.072639,0.583804,0.606996,0.438304,0.707958,0.746850,0.522467,0.981717,0.536919,0.787739,0.061430,0.265328,0.348244,38.784000,0.729038,96.115969,50.000000
without_preference,high,4,1004,7.028000,4.860000,6.662000,4.860000,1.802000,0.366000,0.728374,0.689869,0.689869,0.669406,0.870852,0.704549,0.477078,0.546562,0.477078,0.476069,0.073863,0.577027,0.580581,0.449294,0.705650,0.748505,0.520485,0.981921,0.522922,0.787568,0.060996,0.260429,0.347262,38.880000,0.728374,95.427126,50.000000
without_preference,high,5,1005,7.050000,5.032000,6.840000,5.032000,1.808000,0.210000,0.736448,0.714333,0.714333,0.692583,0.853924,0.696051,0.467763,0.532585,0.467763,0.495672,0.075987,0.591655,0.605700,0.452089,0.708998,0.747487,0.526214,0.981810,0.532237,0.792510,0.063026,0.268379,0.359588,40.256000,0.736448,96.051814,49.996000
without_preference,high,6,1006,7.038000,4.814000,6.706000,4.814000,1.892000,0.332000,0.719760,0.686060,0.686060,0.665486,0.885291,0.692487,0.472862,0.538845,0.472862,0.482630,0.076878,0.585577,0.598925,0.447584,0.705433,0.747285,0.518898,0.981815,0.527138,0.786306,0.061950,0.263323,0.351931,38.512000,0.719760,96.068788,50.000000
without_preference,high,7,1007,6.986000,4.892000,6.746000,4.892000,1.854000,0.240000,0.726586,0.701036,0.701036,0.679761,0.864527,0.703384,0.468444,0.534621,0.468444,0.473774,0.074154,0.576049,0.573508,0.450460,0.707199,0.747412,0.522096,0.981821,0.531556,0.788001,0.062011,0.263698,0.356122,39.136000,0.726586,95.541251,50.000000
without_preference,high,8,1008,6.970000,4.824000,6.604000,4.824000,1.780000,0.366000,0.731260,0.692798,0.692798,0.672237,0.870764,0.700950,0.465091,0.536053,0.465091,0.472259,0.074762,0.576896,0.584346,0.438082,0.709647,0.749308,0.525383,0.981848,0.534909,0.791771,0.060883,0.261835,0.341527,38.592000,0.731260,95.339125,50.000000
without_preference,high,9,1009,7.028000,4.716000,6.654000,4.716000,1.938000,0.374000,0.707833,0.670690,0.670690,0.650839,0.850628,0.708723,0.471146,0.544006,0.471146,0.478718,0.072819,0.582089,0.610662,0.442458,0.705445,0.746351,0.518783,0.982031,0.528854,0.786153,0.061004,0.259199,0.343267,37.728000,0.707833,95.534260,50.000000
without_preference,high,10,1010,6.936000,4.826000,6.664000,4.826000,1.838000,0.272000,0.725017,0.696274,0.696274,0.675404,0.874694,0.703719,0.482481,0.545580,0.482481,0.477720,0.074070,0.580789,0.596747,0.460979,0.704381,0.746436,0.520639,0.981883,0.517519,0.788638,0.061636,0.260836,0.348202,38.608000,0.725017,97.123503,50.000000
without_preference,high,11,1011,6.982000,4.880000,6.836000,4.880000,1.956000,0.146000,0.713207,0.697869,0.697869,0.676513,0.862602,0.701036,0.472940,0.535367,0.472940,0.478241,0.074741,0.578980,0.585808,0.461851,0.706104,0.746794,0.521098,0.981812,0.527060,0.788300,0.063416,0.269432,0.356670,39.040000,0.713207,96.360313,49.996000
without_preference,high,12,1012,6.988000,4.866000,6.702000,4.866000,1.836000,0.284000,0.725540,0.695810,0.696060,0.674723,0.875049,0.704516,0.458027,0.533092,0.458027,0.476855,0.073871,0.579226,0.588268,0.436371,0.709347,0.748839,0.522158,0.981738,0.541973,0.788092,0.062167,0.262687,0.353998,38.928000,0.725540,96.680496,49.994000
without_preference,high,13,1013,7.006000,4.818000,6.642000,4.818000,1.824000,0.364000,0.723812,0.686833,0.686833,0.666561,0.863531,0.698824,0.463824,0.534365,0.463824,0.479292,0.075294,0.581909,0.583127,0.435829,0.708769,0.750022,0.521719,0.981999,0.536176,0.788776,0.061047,0.261271,0.339952,38.544000,0.723812,96.719240,50.000000
without_preference,high,14,1014,6.924000,4.800000,6.588000,4.800000,1.788000,0.336000,0.727317,0.691595,0.691595,0.671211,0.867234,0.699137,0.464141,0.538085,0.464141,0.483356,0.075216,0.580406,0.579175,0.438739,0.706669,0.747362,0.519190,0.982038,0.535859,0.784259,0.060529,0.255178,0.340567,38.400000,0.727317,96.237025,50.000000
without_preference,high,15,1015,7.054000,4.822000,6.736000,4.822000,1.914000,0.318000,0.717186,0.684464,0.684464,0.663967,0.874323,0.700411,0.473888,0.538092,0.473888,0.465255,0.074897,0.568442,0.555602,0.449874,0.704472,0.746869,0.517292,0.981854,0.526112,0.784362,0.062178,0.263183,0.352003,38.576000,0.717186,96.537343,50.000000
without_preference,high,16,1016,6.938000,4.904000,6.640000,4.904000,1.736000,0.298000,0.736607,0.705702,0.705702,0.684483,0.867511,0.692407,0.465941,0.531671,0.465941,0.497497,0.076898,0.592289,0.609315,0.442989,0.709632,0.749858,0.525215,0.981859,0.534059,0.791825,0.061002,0.260065,0.348352,39.232000,0.736607,97.451267,50.000000
without_preference,high,17,1017,7.034000,4.732000,6.728000,4.732000,1.996000,0.306000,0.702374,0.671571,0.671571,0.651331,0.860230,0.700208,0.472961,0.541859,0.472961,0.476746,0.074948,0.579295,0.591962,0.449030,0.703096,0.745712,0.514443,0.981775,0.527039,0.780988,0.062104,0.266048,0.352602,37.856000,0.702374,96.692142,50.000000
without_preference,high,18,1018,7.102000,4.966000,6.812000,4.966000,1.846000,0.290000,0.730360,0.701000,0.701000,0.680086,0.872644,0.709558,0.469823,0.539170,0.469823,0.486763,0.072611,0.583416,0.604069,0.447580,0.708426,0.747913,0.524760,0.982063,0.530177,0.792114,0.062269,0.259463,0.357285,39.728000,0.730360,97.448407,49.990000
without_preference,high,19,1019,6.960000,4.770000,6.636000,4.770000,1.866000,0.324000,0.715812,0.683655,0.683655,0.663050,0.886334,0.706860,0.470670,0.540679,0.470670,0.478725,0.073285,0.577329,0.588148,0.445401,0.705793,0.746012,0.520292,0.981745,0.529330,0.786606,0.061824,0.261451,0.349477,38.160000,0.715812,97.542543,50.000000
without_preference,high,20,1020,6.994000,4.766000,6.582000,4.766000,1.816000,0.412000,0.724186,0.680060,0.680060,0.659899,0.869615,0.710238,0.470213,0.538723,0.470213,0.471880,0.072441,0.571185,0.569839,0.438694,0.706570,0.746767,0.521375,0.981838,0.529787,0.788015,0.060785,0.257540,0.343471,38.128000,0.724186,95.768013,49.988000
without_preference,high,21,1021,6.992000,4.922000,6.758000,4.922000,1.836000,0.234000,0.727590,0.704321,0.704321,0.682987,0.844982,0.701799,0.460742,0.533348,0.460742,0.479275,0.074550,0.582552,0.607064,0.443398,0.709596,0.747408,0.525253,0.981844,0.539258,0.790456,0.062653,0.267062,0.350876,39.376000,0.727590,97.133905,50.000000
without_preference,high,22,1022,6.998000,4.884000,6.670000,4.884000,1.786000,0.328000,0.732031,0.698024,0.698024,0.677384,0.863920,0.696096,0.468005,0.536549,0.468005,0.484916,0.075976,0.585270,0.595256,0.441882,0.707848,0.748297,0.522714,0.982051,0.531995,0.788931,0.061748,0.258064,0.344326,39.072000,0.732031,97.244953,50.000000
without_preference,high,23,1023,7.050000,4.874000,6.624000,4.874000,1.750000,0.426000,0.736705,0.691690,0.691690,0.671037,0.885474,0.696452,0.458179,0.530445,0.458179,0.489393,0.075887,0.587677,0.594878,0.426454,0.712322,0.749771,0.528662,0.981746,0.541821,0.795867,0.061079,0.261373,0.349459,38.992000,0.736705,96.098405,50.000000
without_preference,high,24,1024,7.056000,4.660000,6.654000,4.660000,1.994000,0.402000,0.701298,0.660655,0.660655,0.641093,0.881942,0.699433,0.467601,0.539443,0.467601,0.470721,0.075142,0.575743,0.572418,0.437080,0.702064,0.744971,0.510090,0.981888,0.532399,0.776358,0.061674,0.258778,0.348693,37.280000,0.701298,96.611232,50.000000
without_preference,high,25,1025,7.040000,4.888000,6.684000,4.888000,1.796000,0.356000,0.731040,0.694964,0.694964,0.674370,0.863599,0.707359,0.457006,0.533089,0.457006,0.492704,0.073160,0.585192,0.601473,0.430994,0.710469,0.748905,0.524814,0.981944,0.542994,0.789948,0.061334,0.262618,0.345450,39.104000,0.731040,96.234198,50.000000
without_preference,high,26,1026,7.060000,4.874000,6.756000,4.874000,1.882000,0.304000,0.719898,0.688167,0.688167,0.667443,0.864468,0.699537,0.464467,0.536879,0.464467,0.484339,0.075116,0.584635,0.597486,0.441528,0.707414,0.748496,0.520342,0.981820,0.535533,0.785848,0.062310,0.264130,0.355590,38.992000,0.719898,96.588389,49.994000
without_preference,high,27,1027,6.986000,4.944000,6.774000,4.944000,1.830000,0.212000,0.730533,0.708571,0.708571,0.686967,0.865113,0.697287,0.474250,0.535851,0.474250,0.490278,0.075678,0.590466,0.618558,0.457852,0.706183,0.746847,0.521791,0.981761,0.525750,0.789118,0.062677,0.266043,0.357023,39.552000,0.730533,95.877726,50.000000
without_preference,high,28,1028,7.056000,4.828000,6.698000,4.828000,1.870000,0.358000,0.721281,0.684345,0.684345,0.663940,0.874647,0.705836,0.459755,0.536840,0.459755,0.471576,0.073541,0.575632,0.591121,0.433501,0.710463,0.750215,0.524111,0.981843,0.540245,0.791517,0.061841,0.263535,0.348671,38.624000,0.721281,95.592973,50.000000
without_preference,high,29,1029,7.004000,4.896000,6.766000,4.896000,1.870000,0.238000,0.722819,0.697250,0.697250,0.676085,0.858478,0.700620,0.465548,0.534125,0.465548,0.472132,0.074845,0.575477,0.573338,0.446739,0.708762,0.746206,0.525369,0.981791,0.534452,0.792159,0.062844,0.263916,0.357107,39.168000,0.722819,95.845775,49.994000
without_preference,high,30,1030,7.016000,4.894000,6.620000,4.894000,1.726000,0.396000,0.740788,0.698726,0.698726,0.677936,0.863695,0.697543,0.450392,0.528393,0.450392,0.498168,0.075614,0.592302,0.611446,0.421540,0.713277,0.749003,0.528969,0.981820,0.549608,0.794604,0.061227,0.259515,0.347374,39.152000,0.740788,96.045999,50.000000
without_preference,high,31,1031,7.006000,4.782000,6.728000,4.782000,1.946000,0.278000,0.710240,0.681250,0.681250,0.660650,0.878887,0.708140,0.478434,0.537594,0.478434,0.466339,0.072965,0.570426,0.563222,0.456238,0.702801,0.744927,0.516174,0.981711,0.521566,0.783751,0.062485,0.265314,0.355453,38.256000,0.710240,96.375697,50.000000
without_preference,high,32,1032,7.032000,4.926000,6.794000,4.926000,1.868000,0.238000,0.723531,0.699202,0.699202,0.678134,0.880497,0.698025,0.468270,0.534472,0.468270,0.480538,0.075494,0.576792,0.564720,0.449627,0.707721,0.747338,0.523479,0.981911,0.531730,0.789152,0.062735,0.267940,0.351938,39.408000,0.723531,97.192711,50.000000
without_preference,high,33,1033,6.934000,4.600000,6.504000,4.600000,1.904000,0.430000,0.705669,0.662369,0.662369,0.642582,0.859257,0.707461,0.464527,0.535582,0.464527,0.469632,0.073135,0.572307,0.569440,0.432663,0.703704,0.745119,0.513293,0.981612,0.535473,0.778886,0.060157,0.258023,0.345395,36.800000,0.705669,95.362440,49.990000
without_preference,high,34,1034,7.014000,4.716000,6.610000,4.716000,1.894000,0.404000,0.718131,0.674512,0.674512,0.654464,0.847273,0.708441,0.469110,0.539379,0.469110,0.477709,0.072890,0.576829,0.580975,0.438202,0.705001,0.743913,0.519033,0.981762,0.530890,0.785457,0.061059,0.256771,0.353233,37.728000,0.718131,96.621670,49.996000
without_preference,high,35,1035,6.962000,4.696000,6.506000,4.696000,1.810000,0.454000,0.722007,0.674310,0.674452,0.654410,0.858712,0.700302,0.469654,0.541083,0.469654,0.480227,0.074925,0.581477,0.593409,0.435251,0.703667,0.745613,0.514827,0.981788,0.530346,0.780746,0.060561,0.257529,0.338820,37.568000,0.722007,95.811015,49.980000
without_preference,high,36,1036,6.998000,4.696000,6.580000,4.696000,1.884000,0.418000,0.714888,0.671429,0.671429,0.651582,0.867839,0.698886,0.458847,0.534738,0.458847,0.469934,0.075278,0.574278,0.577548,0.427925,0.705867,0.747442,0.514831,0.981938,0.541153,0.779932,0.060247,0.257176,0.343494,37.568000,0.714888,96.288464,50.000000
without_preference,high,37,1037,6.998000,4.866000,6.662000,4.866000,1.796000,0.336000,0.731098,0.695690,0.695690,0.674835,0.880526,0.710455,0.475020,0.542243,0.475020,0.479172,0.072386,0.580165,0.603336,0.449617,0.707246,0.747752,0.524112,0.981760,0.524980,0.791664,0.061924,0.262816,0.348805,38.928000,0.731098,96.695368,50.000000
without_preference,high,38,1038,7.018000,4.844000,6.738000,4.844000,1.894000,0.280000,0.720367,0.691024,0.691024,0.670141,0.872369,0.690417,0.466680,0.538380,0.466680,0.487734,0.077396,0.585497,0.589663,0.445396,0.705893,0.746688,0.518504,0.981759,0.533320,0.784462,0.062240,0.264424,0.356262,38.752000,0.720367,96.219136,50.000000
without_preference,high,39,1039,6.944000,4.854000,6.654000,4.854000,1.800000,0.290000,0.729264,0.698917,0.698917,0.677845,0.884441,0.703212,0.474724,0.537375,0.474724,0.479990,0.074197,0.585752,0.613004,0.452019,0.706358,0.745952,0.522850,0.981790,0.525276,0.790694,0.061829,0.262254,0.348694,38.832000,0.729264,96.539560,50.000000
without_preference,high,40,1040,6.958000,4.724000,6.582000,4.724000,1.858000,0.376000,0.718083,0.678274,0.678274,0.658183,0.877910,0.706979,0.467729,0.539195,0.467729,0.475429,0.073255,0.575593,0.580475,0.438536,0.705773,0.748096,0.517313,0.981932,0.532271,0.783857,0.060747,0.254752,0.345476,37.792000,0.718083,96.517598,50.000000
without_preference,high,41,1041,6.994000,4.746000,6.640000,4.746000,1.894000,0.354000,0.715117,0.677881,0.677881,0.657691,0.886436,0.699593,0.476178,0.544623,0.476178,0.480459,0.075102,0.581633,0.593761,0.448643,0.702635,0.744373,0.515361,0.981840,0.523822,0.782380,0.060950,0.259822,0.348805,37.968000,0.715117,97.485572,49.990000
without_preference,high,42,1042,6.988000,4.818000,6.618000,4.818000,1.800000,0.370000,0.730717,0.690298,0.690298,0.669733,0.877654,0.706105,0.471350,0.537298,0.471350,0.481446,0.073474,0.582133,0.594734,0.443048,0.705938,0.746915,0.519948,0.981815,0.528650,0.787042,0.061120,0.259703,0.348276,38.544000,0.730717,97.008565,50.000000
without_preference,high,43,1043,6.980000,4.776000,6.692000,4.776000,1.916000,0.288000,0.712702,0.684488,0.684488,0.663785,0.847959,0.690016,0.461845,0.531820,0.461845,0.482380,0.077496,0.579877,0.562428,0.440094,0.706543,0.745015,0.519454,0.981795,0.538155,0.785010,0.062313,0.264815,0.348812,38.208000,0.712702,96.418183,49.996000
without_preference,high,44,1044,6.986000,4.742000,6.692000,4.742000,1.950000,0.294000,0.707929,0.679512,0.679512,0.659012,0.865720,0.712033,0.471680,0.540722,0.471680,0.468719,0.071992,0.571249,0.581273,0.449354,0.702969,0.743780,0.515103,0.981835,0.528320,0.781221,0.062031,0.260417,0.353264,37.936000,0.707929,96.729099,50.000000
without_preference,high,45,1045,6.970000,4.784000,6.712000,4.784000,1.928000,0.258000,0.712826,0.687048,0.687048,0.666184,0.850845,0.700377,0.465148,0.536638,0.465148,0.482490,0.074906,0.580015,0.576331,0.445968,0.707343,0.747941,0.520438,0.981761,0.534852,0.786959,0.062236,0.265298,0.352609,38.272000,0.712826,97.143563,50.000000
without_preference,high,46,1046,7.008000,4.822000,6.614000,4.822000,1.792000,0.392000,0.731014,0.688702,0.688845,0.668345,0.884513,0.705217,0.465981,0.538959,0.465981,0.475440,0.073696,0.578616,0.588340,0.434925,0.708844,0.750660,0.522464,0.981924,0.534019,0.789400,0.060475,0.259061,0.343470,38.576000,0.731014,95.569196,49.994000
without_preference,high,47,1047,7.004000,4.832000,6.700000,4.832000,1.868000,0.302000,0.721271,0.689679,0.690012,0.669017,0.884187,0.702030,0.454918,0.525858,0.454918,0.479404,0.074493,0.580783,0.589654,0.432429,0.709495,0.746561,0.523017,0.981822,0.545082,0.788443,0.061839,0.264558,0.348149,38.656000,0.721271,97.075637,49.996000
without_preference,high,48,1048,7.004000,4.962000,6.738000,4.962000,1.776000,0.266000,0.737469,0.709524,0.709524,0.688042,0.882814,0.697475,0.454054,0.530485,0.454054,0.487825,0.075631,0.583467,0.582125,0.434814,0.712270,0.747307,0.529172,0.981761,0.545946,0.794836,0.062379,0.267107,0.353529,39.696000,0.737469,96.950801,50.000000
without_preference,high,49,1049,7.020000,4.972000,6.658000,4.972000,1.686000,0.362000,0.746998,0.708655,0.708655,0.687592,0.869087,0.699838,0.455986,0.531533,0.455986,0.493402,0.075040,0.590671,0.614285,0.429320,0.713465,0.749613,0.531311,0.981850,0.544014,0.797156,0.061654,0.261573,0.346997,39.776000,0.746998,96.870925,50.000000
