ablation_variant,load_level,run_id,seed,generated_tasks,completed_tasks,attempted_interactions,successful_cooperations,failed_interactions,blocked_privacy_interactions,cooperation_rate,task_completion_ratio,reliability_score,resource_efficiency,fairness_index,trust_stability_index,privacy_exposure_risk,candidate_privacy_risk,accepted_privacy_exposure,avg_trust,trust_variance,avg_preference,avg_reciprocity,avg_privacy_risk,avg_total_utility,avg_system_utility,avg_social_utility,avg_resource_utility,avg_privacy_utility,avg_incentive_utility,energy_consumed,bandwidth_consumed,compute_consumed,throughput_mbps,packet_delivery_ratio,e2e_delay_ms,active_nodes
without_reciprocity,high,38,1038,6.964000,4.500000,6.354000,4.500000,1.854000,0.610000,0.708121,0.646988,0.646988,0.628106,0.888549,0.719329,0.505059,0.562919,0.505059,0.448826,0.070168,0.567052,0.675240,0.454763,0.661607,0.742185,0.461143,0.981667,0.494941,0.641205,0.059032,0.253954,0.331916,36.000000,0.708121,97.135004,49.986000
without_reciprocity,high,39,1039,6.942000,4.642000,6.464000,4.642000,1.822000,0.478000,0.716979,0.668452,0.668452,0.648676,0.884430,0.714237,0.494149,0.556287,0.494149,0.456448,0.071441,0.574765,0.694052,0.454784,0.665203,0.741952,0.466414,0.981780,0.505851,0.645115,0.059789,0.253949,0.341076,37.136000,0.716979,95.478950,49.996000
without_reciprocity,high,40,1040,6.936000,4.426000,6.250000,4.426000,1.824000,0.684000,0.711421,0.639238,0.639452,0.620701,0.872272,0.718842,0.486865,0.555087,0.486865,0.449356,0.070290,0.571413,0.689034,0.431976,0.664663,0.739204,0.464000,0.981629,0.513135,0.642543,0.058466,0.247131,0.331261,35.408000,0.711421,96.731828,49.984000
without_reciprocity,high,41,1041,7.022000,4.612000,6.476000,4.612000,1.864000,0.546000,0.711005,0.655667,0.655667,0.636500,0.865744,0.708240,0.483883,0.559263,0.483883,0.461914,0.072940,0.577211,0.687135,0.440464,0.667897,0.742170,0.470048,0.981849,0.516117,0.645733,0.059960,0.252882,0.340897,36.896000,0.711005,97.313198,50.000000
without_reciprocity,high,42,1042,7.028000,4.592000,6.428000,4.592000,1.836000,0.600000,0.715395,0.654452,0.654452,0.635263,0.897092,0.718734,0.505056,0.564566,0.505056,0.450394,0.070316,0.571835,0.698763,0.456280,0.662478,0.742991,0.462895,0.981647,0.494944,0.642766,0.059499,0.256733,0.339140,36.736000,0.715395,96.725883,50.000000
without_reciprocity,high,43,1043,6.984000,4.410000,6.284000,4.410000,1.874000,0.700000,0.699821,0.631000,0.631000,0.612772,0.880354,0.711336,0.494775,0.560390,0.494775,0.450590,0.072166,0.570485,0.680678,0.438027,0.663618,0.743332,0.460555,0.981808,0.505225,0.641715,0.058120,0.245851,0.332732,35.280000,0.699821,96.867516,50.000000
without_reciprocity,high,44,1044,6.990000,4.594000,6.442000,4.594000,1.848000,0.548000,0.713357,0.656917,0.656917,0.637800,0.872683,0.700103,0.494192,0.557807,0.494192,0.464154,0.074974,0.579904,0.685545,0.450047,0.665534,0.743242,0.466536,0.981938,0.505808,0.644670,0.059310,0.250491,0.337040,36.752000,0.713357,96.674471,49.986000
without_reciprocity,high,45,1045,7.020000,4.706000,6.532000,4.706000,1.826000,0.488000,0.719960,0.670952,0.670952,0.651236,0.854711,0.710771,0.499558,0.565571,0.499558,0.451187,0.072307,0.572381,0.685754,0.461057,0.665310,0.743108,0.469049,0.981794,0.500442,0.645709,0.060787,0.257206,0.341965,37.648000,0.719960,96.587460,49.990000
without_reciprocity,high,46,1046,6.952000,4.566000,6.420000,4.566000,1.854000,0.522000,0.711940,0.657440,0.658369,0.638133,0.840583,0.715692,0.483246,0.558829,0.483246,0.458500,0.071077,0.574592,0.683996,0.440817,0.668220,0.741518,0.471261,0.981831,0.516754,0.646526,0.059138,0.249806,0.338449,36.528000,0.711940,95.654729,49.862000
without_reciprocity,high,47,1047,7.028000,4.632000,6.428000,4.632000,1.796000,0.600000,0.721200,0.658393,0.658393,0.639433,0.849109,0.711137,0.488016,0.557986,0.488016,0.459933,0.072216,0.576330,0.686039,0.440027,0.668307,0.744150,0.470917,0.982069,0.511984,0.647650,0.059034,0.248914,0.333707,37.056000,0.721200,95.714916,49.986000
without_reciprocity,high,48,1048,6.990000,4.488000,6.312000,4.488000,1.824000,0.678000,0.707931,0.641595,0.641595,0.623005,0.893038,0.710688,0.503981,0.563611,0.503981,0.461554,0.072328,0.577481,0.697250,0.447694,0.662838,0.743645,0.462718,0.981806,0.496019,0.642837,0.058645,0.248712,0.330749,35.904000,0.707931,95.811954,50.000000
without_reciprocity,high,49,1049,7.012000,4.620000,6.372000,4.620000,1.752000,0.636000,0.720300,0.658690,0.659024,0.639510,0.875230,0.712889,0.483045,0.557046,0.483045,0.468231,0.071778,0.580652,0.706708,0.432783,0.669178,0.742233,0.473486,0.981844,0.516955,0.647900,0.058995,0.248014,0.336051,36.960000,0.720300,96.114160,49.972000
without_reciprocity,low,0,1000,1.480000,1.216000,1.480000,1.216000,0.264000,0.000000,0.831000,0.831000,0.831000,0.815169,0.749192,0.803833,0.324524,0.393994,0.324524,0.576532,0.049042,0.609817,0.687292,0.324524,0.728769,0.812987,0.507544,0.988824,0.675476,0.676607,0.010636,0.034214,0.046355,9.728000,0.831000,88.033622,50.000000
without_reciprocity,low,1,1001,1.494000,1.236000,1.494000,1.236000,0.258000,0.000000,0.836000,0.836000,0.836000,0.819921,0.738422,0.795478,0.315012,0.387965,0.315012,0.582780,0.051130,0.616837,0.694991,0.315012,0.729152,0.810371,0.505860,0.988762,0.684988,0.676063,0.010831,0.034762,0.046209,9.888000,0.836000,89.650943,50.000000
without_reciprocity,low,2,1002,1.514000,1.200000,1.512000,1.200000,0.312000,0.002000,0.798000,0.797000,0.797000,0.782053,0.726255,0.795381,0.328110,0.403957,0.328110,0.567016,0.051155,0.604223,0.673181,0.327670,0.724787,0.809292,0.499339,0.988982,0.671890,0.673246,0.010704,0.035443,0.045096,9.600000,0.798000,85.203552,50.000000
without_reciprocity,low,3,1003,1.510000,1.204000,1.506000,1.204000,0.302000,0.004000,0.799000,0.798000,0.798000,0.782837,0.669546,0.784788,0.325885,0.395549,0.325885,0.573065,0.053803,0.606758,0.648114,0.325110,0.725094,0.808564,0.500414,0.988862,0.674115,0.672761,0.010899,0.034638,0.046480,9.632000,0.799000,86.799973,50.000000
without_reciprocity,low,4,1004,1.522000,1.222000,1.522000,1.222000,0.300000,0.000000,0.802000,0.802000,0.802000,0.786745,0.744710,0.785928,0.323952,0.387070,0.323952,0.572872,0.053518,0.606689,0.661970,0.323952,0.727541,0.813505,0.502459,0.988846,0.676048,0.674568,0.010781,0.035336,0.047315,9.776000,0.802000,84.710045,50.000000
without_reciprocity,low,5,1005,1.528000,1.242000,1.524000,1.242000,0.282000,0.004000,0.820000,0.818000,0.818000,0.802363,0.674851,0.795814,0.309245,0.383605,0.309245,0.571975,0.051047,0.606470,0.684115,0.308816,0.730546,0.810719,0.506728,0.988787,0.690755,0.676895,0.010878,0.035370,0.047176,9.936000,0.820000,86.870716,50.000000
without_reciprocity,low,6,1006,1.502000,1.204000,1.502000,1.204000,0.298000,0.000000,0.798000,0.798000,0.798000,0.783134,0.704477,0.799942,0.324584,0.392821,0.324584,0.576496,0.050014,0.610531,0.682867,0.324584,0.726726,0.810954,0.502300,0.988995,0.675416,0.674624,0.010673,0.034836,0.045090,9.632000,0.798000,83.203339,50.000000
without_reciprocity,low,7,1007,1.502000,1.200000,1.502000,1.200000,0.302000,0.000000,0.803000,0.803000,0.803000,0.787681,0.739238,0.790141,0.332202,0.404645,0.332202,0.563575,0.052465,0.602671,0.660789,0.332202,0.724521,0.809555,0.500492,0.988890,0.667798,0.673854,0.010795,0.034393,0.046297,9.600000,0.803000,85.173125,50.000000
without_reciprocity,low,8,1008,1.482000,1.218000,1.480000,1.218000,0.262000,0.002000,0.819000,0.818000,0.818000,0.802483,0.718058,0.801541,0.312453,0.381130,0.312453,0.579037,0.049615,0.610936,0.674770,0.311920,0.729712,0.811449,0.505382,0.988883,0.687547,0.675584,0.010635,0.033814,0.045562,9.744000,0.819000,87.032736,50.000000
without_reciprocity,low,9,1009,1.518000,1.242000,1.518000,1.242000,0.276000,0.000000,0.823000,0.823000,0.823000,0.807307,0.744964,0.800507,0.314581,0.381004,0.314581,0.575715,0.049873,0.609047,0.684160,0.314581,0.730891,0.810906,0.510524,0.988766,0.685419,0.678953,0.011004,0.035496,0.046936,9.936000,0.823000,88.292709,50.000000
without_reciprocity,low,10,1010,1.512000,1.248000,1.510000,1.248000,0.262000,0.002000,0.834000,0.834000,0.834000,0.817999,0.728840,0.804419,0.318642,0.393674,0.318642,0.583664,0.048895,0.615956,0.693030,0.318642,0.728054,0.810161,0.506777,0.986784,0.679358,0.676208,0.010787,0.034792,0.047173,9.984000,0.834000,88.816821,50.000000
without_reciprocity,low,11,1011,1.486000,1.202000,1.486000,1.202000,0.284000,0.000000,0.815000,0.815000,0.815000,0.799314,0.689804,0.788282,0.317651,0.385476,0.317651,0.578755,0.052930,0.613574,0.678570,0.317651,0.729601,0.811295,0.507957,0.988711,0.682349,0.677114,0.010590,0.034214,0.046776,9.616000,0.815000,86.208265,50.000000
without_reciprocity,low,12,1012,1.462000,1.204000,1.462000,1.204000,0.258000,0.000000,0.824000,0.824000,0.824000,0.808003,0.722823,0.807653,0.315876,0.383830,0.315876,0.576846,0.048087,0.609653,0.685611,0.315876,0.729766,0.812398,0.506249,0.988713,0.684124,0.676766,0.010462,0.034289,0.045360,9.632000,0.824000,86.455098,50.000000
without_reciprocity,low,13,1013,1.496000,1.222000,1.496000,1.222000,0.274000,0.000000,0.810000,0.810000,0.810000,0.794638,0.702675,0.796124,0.312499,0.380534,0.312499,0.574714,0.050969,0.609641,0.679679,0.312499,0.729615,0.811765,0.503997,0.988871,0.687501,0.676379,0.010688,0.034559,0.046268,9.776000,0.810000,83.922820,50.000000
without_reciprocity,low,14,1014,1.480000,1.196000,1.478000,1.196000,0.282000,0.002000,0.805000,0.804000,0.804000,0.788866,0.691431,0.786338,0.334576,0.405275,0.334576,0.567192,0.053415,0.605561,0.665428,0.334309,0.723631,0.810307,0.498490,0.988964,0.665424,0.672231,0.010603,0.034086,0.044819,9.568000,0.805000,83.318935,50.000000
without_reciprocity,low,15,1015,1.514000,1.294000,1.514000,1.294000,0.220000,0.000000,0.858000,0.858000,0.858000,0.841684,0.725890,0.804082,0.313190,0.377559,0.313190,0.584825,0.048979,0.611845,0.683058,0.313190,0.731914,0.811560,0.512199,0.988849,0.686810,0.680293,0.010998,0.034821,0.047139,10.352000,0.858000,90.654572,50.000000
without_reciprocity,low,16,1016,1.512000,1.266000,1.512000,1.266000,0.246000,0.000000,0.838000,0.838000,0.838000,0.822048,0.731333,0.797630,0.306289,0.371031,0.306289,0.576142,0.050592,0.610746,0.684287,0.306289,0.733556,0.812886,0.512830,0.988786,0.693711,0.680255,0.010919,0.034927,0.047064,10.128000,0.838000,88.005325,50.000000
without_reciprocity,low,17,1017,1.484000,1.196000,1.484000,1.196000,0.288000,0.000000,0.808000,0.808000,0.808000,0.792747,0.669140,0.796429,0.323326,0.393265,0.323326,0.564374,0.050893,0.599129,0.657379,0.323326,0.727654,0.812620,0.503204,0.988893,0.676674,0.675053,0.010589,0.034368,0.044981,9.568000,0.808000,85.358198,50.000000
without_reciprocity,low,18,1018,1.492000,1.196000,1.492000,1.196000,0.296000,0.000000,0.803000,0.803000,0.803000,0.787716,0.710587,0.797441,0.308205,0.377409,0.308205,0.569938,0.050640,0.604170,0.667224,0.308205,0.729152,0.811300,0.500931,0.988856,0.691795,0.674185,0.010468,0.034395,0.045974,9.568000,0.803000,84.467839,50.000000
without_reciprocity,low,19,1019,1.484000,1.196000,1.482000,1.196000,0.286000,0.002000,0.808000,0.807000,0.807000,0.791817,0.695940,0.802808,0.317527,0.397589,0.317527,0.561547,0.049298,0.597241,0.652859,0.317094,0.729373,0.811937,0.506126,0.988915,0.682473,0.676786,0.010510,0.034352,0.044937,9.568000,0.808000,85.306392,50.000000
without_reciprocity,low,20,1020,1.500000,1.202000,1.494000,1.202000,0.292000,0.006000,0.795000,0.794000,0.794000,0.778952,0.715711,0.802021,0.309748,0.373283,0.309748,0.571135,0.049495,0.603307,0.661155,0.309194,0.729348,0.809655,0.509645,0.984898,0.686252,0.675989,0.010632,0.034157,0.046151,9.616000,0.795000,84.405285,50.000000
without_reciprocity,low,21,1021,1.492000,1.214000,1.492000,1.214000,0.278000,0.000000,0.826000,0.826000,0.826000,0.810444,0.686905,0.799454,0.327932,0.399005,0.327932,0.581598,0.050136,0.613061,0.683048,0.327932,0.726190,0.811041,0.502484,0.988881,0.672068,0.674477,0.010599,0.034648,0.045869,9.712000,0.826000,88.037032,50.000000
without_reciprocity,low,22,1022,1.500000,1.212000,1.500000,1.212000,0.288000,0.000000,0.807000,0.807000,0.807000,0.791925,0.749798,0.788609,0.328321,0.396978,0.328321,0.578126,0.052848,0.614038,0.685464,0.328321,0.726203,0.813385,0.500550,0.988997,0.671679,0.673497,0.010701,0.033795,0.045302,9.696000,0.807000,84.020284,50.000000
without_reciprocity,low,23,1023,1.458000,1.178000,1.458000,1.178000,0.280000,0.000000,0.806000,0.806000,0.806000,0.790883,0.739168,0.797126,0.315882,0.384838,0.315882,0.573269,0.050718,0.609489,0.683057,0.315882,0.728820,0.812778,0.502612,0.988933,0.684118,0.675090,0.010280,0.033940,0.044126,9.424000,0.806000,83.236806,50.000000
without_reciprocity,low,24,1024,1.504000,1.230000,1.502000,1.230000,0.272000,0.002000,0.820000,0.820000,0.820000,0.804389,0.684281,0.797011,0.326028,0.391973,0.326028,0.575984,0.050747,0.605986,0.671295,0.325379,0.727909,0.812957,0.504355,0.988882,0.673972,0.677196,0.010761,0.034340,0.046416,9.840000,0.820000,85.833100,50.000000
without_reciprocity,low,25,1025,1.482000,1.186000,1.480000,1.186000,0.294000,0.002000,0.802000,0.801000,0.801000,0.785572,0.782387,0.793839,0.331333,0.401387,0.331333,0.571818,0.051540,0.609681,0.687771,0.330957,0.723643,0.809668,0.497352,0.988767,0.668667,0.671842,0.010451,0.034141,0.046297,9.488000,0.802000,84.085500,50.000000
without_reciprocity,low,26,1026,1.510000,1.196000,1.506000,1.196000,0.310000,0.004000,0.788000,0.786000,0.786000,0.771134,0.729437,0.795955,0.324056,0.396608,0.324056,0.568798,0.051011,0.606089,0.684393,0.323383,0.726645,0.808544,0.504560,0.988797,0.675944,0.674811,0.010971,0.035542,0.046093,9.568000,0.788000,84.628019,50.000000
without_reciprocity,low,27,1027,1.488000,1.200000,1.488000,1.200000,0.288000,0.000000,0.813000,0.813000,0.813000,0.797389,0.699772,0.801440,0.324254,0.394928,0.324254,0.574106,0.049640,0.607041,0.661971,0.324254,0.727967,0.812413,0.504595,0.988688,0.675746,0.676555,0.010543,0.035027,0.047124,9.600000,0.813000,85.617687,50.000000
without_reciprocity,low,28,1028,1.472000,1.146000,1.468000,1.146000,0.322000,0.004000,0.775000,0.775000,0.775000,0.760475,0.749954,0.795244,0.324518,0.396976,0.324518,0.557968,0.051189,0.596809,0.670408,0.324518,0.722512,0.806322,0.498099,0.985068,0.671482,0.670516,0.010559,0.032973,0.044871,9.168000,0.775000,83.016746,50.000000
without_reciprocity,low,29,1029,1.536000,1.270000,1.536000,1.270000,0.266000,0.000000,0.828000,0.828000,0.828000,0.812411,0.722760,0.797672,0.315318,0.383080,0.315318,0.575889,0.050582,0.610210,0.675353,0.315318,0.732232,0.814732,0.511741,0.988961,0.684682,0.679542,0.010984,0.035279,0.047207,10.160000,0.828000,87.365595,50.000000
without_reciprocity,low,30,1030,1.466000,1.200000,1.466000,1.200000,0.266000,0.000000,0.810000,0.810000,0.810000,0.794461,0.718779,0.796175,0.319757,0.387133,0.319757,0.582064,0.050956,0.613435,0.682883,0.319757,0.730117,0.812751,0.509687,0.988802,0.680243,0.677490,0.010603,0.033728,0.045636,9.600000,0.810000,84.530565,50.000000
without_reciprocity,low,31,1031,1.456000,1.154000,1.456000,1.154000,0.302000,0.000000,0.792000,0.792000,0.792000,0.776928,0.747480,0.796595,0.316348,0.381319,0.316348,0.569391,0.050851,0.604438,0.666811,0.316348,0.727137,0.810418,0.499938,0.988773,0.683652,0.673117,0.010475,0.033842,0.045217,9.232000,0.792000,83.525962,50.000000
without_reciprocity,low,32,1032,1.480000,1.240000,1.480000,1.240000,0.240000,0.000000,0.844000,0.844000,0.844000,0.828121,0.720084,0.801292,0.317360,0.389029,0.317360,0.582662,0.049677,0.614270,0.690280,0.317360,0.730371,0.811881,0.509621,0.988955,0.682640,0.678003,0.010593,0.033773,0.044687,9.920000,0.844000,88.608504,50.000000
without_reciprocity,low,33,1033,1.494000,1.218000,1.494000,1.218000,0.276000,0.000000,0.816000,0.816000,0.816000,0.800758,0.764639,0.801853,0.313081,0.372453,0.313081,0.578548,0.049537,0.612289,0.694485,0.313081,0.731432,0.812731,0.509684,0.989017,0.686919,0.678523,0.010717,0.034033,0.045490,9.744000,0.816000,85.576041,50.000000
without_reciprocity,low,34,1034,1.516000,1.252000,1.512000,1.252000,0.260000,0.004000,0.824000,0.822000,0.822000,0.806476,0.773752,0.802912,0.316304,0.388085,0.316304,0.580903,0.049272,0.615217,0.698184,0.315906,0.730177,0.810815,0.509646,0.988877,0.683696,0.677601,0.010926,0.035008,0.046391,10.016000,0.824000,87.589597,50.000000
without_reciprocity,low,35,1035,1.532000,1.246000,1.532000,1.246000,0.286000,0.000000,0.815000,0.815000,0.815000,0.799490,0.716217,0.800204,0.323758,0.394397,0.323758,0.576854,0.049949,0.612212,0.694026,0.323758,0.726527,0.811492,0.500562,0.988848,0.676242,0.674168,0.010853,0.035036,0.047947,9.968000,0.815000,86.491902,50.000000
without_reciprocity,low,36,1036,1.492000,1.180000,1.486000,1.180000,0.306000,0.006000,0.800000,0.798000,0.798000,0.782650,0.709199,0.786701,0.317797,0.397166,0.317797,0.563684,0.053325,0.599162,0.655321,0.317041,0.725567,0.808479,0.500080,0.986729,0.680203,0.672231,0.010711,0.035067,0.046434,9.440000,0.800000,85.965253,50.000000
without_reciprocity,low,37,1037,1.484000,1.200000,1.484000,1.200000,0.284000,0.000000,0.813000,0.813000,0.813000,0.797657,0.748309,0.799139,0.325190,0.398963,0.325190,0.572672,0.050215,0.608380,0.677898,0.325190,0.726164,0.813687,0.497871,0.988957,0.674810,0.673245,0.010297,0.034030,0.045744,9.600000,0.813000,83.875725,50.000000
without_reciprocity,low,38,1038,1.484000,1.198000,1.484000,1.198000,0.286000,0.000000,0.808000,0.808000,0.808000,0.792478,0.710999,0.797382,0.314984,0.383974,0.314984,0.569812,0.050654,0.605336,0.669804,0.314984,0.730573,0.811771,0.509000,0.988745,0.685016,0.678058,0.010755,0.034033,0.047026,9.584000,0.808000,86.469008,50.000000
without_reciprocity,low,39,1039,1.502000,1.234000,1.502000,1.234000,0.268000,0.000000,0.819000,0.819000,0.819000,0.803546,0.748705,0.802735,0.323497,0.394496,0.323497,0.579718,0.049316,0.613380,0.699686,0.323497,0.726949,0.810689,0.501913,0.988891,0.676503,0.675936,0.010680,0.035082,0.045437,9.872000,0.819000,85.764562,50.000000
without_reciprocity,low,40,1040,1.498000,1.240000,1.498000,1.240000,0.258000,0.000000,0.828000,0.828000,0.828000,0.812082,0.715515,0.802314,0.311045,0.378251,0.311045,0.576978,0.049421,0.609479,0.693812,0.311045,0.731053,0.810742,0.509073,0.988774,0.688955,0.678587,0.010601,0.035000,0.046368,9.920000,0.828000,87.220107,50.000000
without_reciprocity,low,41,1041,1.488000,1.208000,1.486000,1.208000,0.278000,0.002000,0.815000,0.814000,0.814000,0.798683,0.735800,0.793058,0.320215,0.395473,0.320215,0.575871,0.051736,0.609090,0.666917,0.319728,0.726944,0.810088,0.501791,0.988943,0.679785,0.673734,0.010516,0.034082,0.045978,9.664000,0.815000,86.895036,50.000000
without_reciprocity,low,42,1042,1.498000,1.260000,1.498000,1.260000,0.238000,0.000000,0.839000,0.839000,0.839000,0.823140,0.704110,0.804421,0.324035,0.397320,0.324035,0.578482,0.048895,0.610085,0.682143,0.324035,0.728964,0.812354,0.507743,0.988852,0.675965,0.678052,0.010797,0.034220,0.046091,10.080000,0.839000,86.685062,50.000000
without_reciprocity,low,43,1043,1.532000,1.242000,1.532000,1.242000,0.290000,0.000000,0.816000,0.816000,0.816000,0.800333,0.703709,0.792240,0.322063,0.392881,0.322063,0.572605,0.051940,0.605577,0.666087,0.322063,0.728302,0.811930,0.505636,0.988723,0.677937,0.675754,0.010958,0.035474,0.048165,9.936000,0.816000,88.242445,50.000000
without_reciprocity,low,44,1044,1.532000,1.240000,1.530000,1.240000,0.290000,0.002000,0.807000,0.807000,0.807000,0.791650,0.704959,0.795214,0.314277,0.384830,0.314277,0.578492,0.051196,0.610746,0.676903,0.314277,0.730322,0.813489,0.508504,0.986829,0.683723,0.677556,0.010898,0.035059,0.047956,9.920000,0.807000,85.578598,50.000000
without_reciprocity,low,45,1045,1.482000,1.186000,1.480000,1.186000,0.294000,0.002000,0.796000,0.795000,0.795000,0.779829,0.697853,0.785292,0.329045,0.402055,0.329045,0.567351,0.053677,0.603060,0.650995,0.328769,0.725886,0.812194,0.501147,0.988847,0.670955,0.673662,0.010515,0.034115,0.045855,9.488000,0.796000,83.812527,50.000000
without_reciprocity,low,46,1046,1.508000,1.234000,1.508000,1.234000,0.274000,0.000000,0.815000,0.815000,0.815000,0.799649,0.707383,0.792732,0.319864,0.393153,0.319864,0.576828,0.051817,0.611928,0.679076,0.319864,0.727397,0.811619,0.500501,0.988957,0.680136,0.675254,0.010662,0.034847,0.045797,9.872000,0.815000,84.920987,50.000000
without_reciprocity,low,47,1047,1.538000,1.214000,1.536000,1.214000,0.322000,0.002000,0.780000,0.780000,0.780000,0.765337,0.699143,0.793388,0.311934,0.389226,0.311934,0.558018,0.051653,0.596734,0.653105,0.311934,0.726732,0.808731,0.499499,0.986988,0.686066,0.673456,0.010908,0.035403,0.046259,9.712000,0.780000,82.636235,50.000000
without_reciprocity,low,48,1048,1.490000,1.208000,1.490000,1.208000,0.282000,0.000000,0.814000,0.814000,0.814000,0.798343,0.710631,0.789500,0.318134,0.381192,0.318134,0.575195,0.052625,0.607849,0.670037,0.318134,0.727346,0.810604,0.500901,0.988793,0.681866,0.674542,0.010649,0.034451,0.046607,9.664000,0.814000,85.032614,50.000000
without_reciprocity,low,49,1049,1.524000,1.254000,1.524000,1.254000,0.270000,0.000000,0.830000,0.830000,0.830000,0.814674,0.722497,0.795672,0.320594,0.388249,0.320594,0.583979,0.051082,0.618400,0.695451,0.320594,0.729703,0.814169,0.506167,0.989104,0.679406,0.677874,0.010623,0.034284,0.045901,10.032000,0.830000,86.464181,50.000000
without_reciprocity,medium,0,1000,3.962000,2.952000,3.872000,2.952000,0.920000,0.090000,0.760967,0.742267,0.742267,0.724138,0.821572,0.725264,0.414438,0.481558,0.414438,0.519632,0.068684,0.598953,0.690568,0.403603,0.699683,0.781353,0.494392,0.985458,0.585562,0.665631,0.032557,0.119906,0.157547,23.616000,0.760967,96.402505,50.000000
without_reciprocity,medium,1,1001,4.022000,3.028000,3.920000,3.028000,0.892000,0.102000,0.772533,0.753567,0.753567,0.735255,0.834294,0.727177,0.397454,0.472255,0.397454,0.530241,0.068206,0.607075,0.700941,0.385895,0.703704,0.781535,0.497408,0.985537,0.602546,0.668371,0.033011,0.120842,0.158354,24.224000,0.772533,95.413776,50.000000
without_reciprocity,medium,2,1002,4.042000,3.128000,3.972000,3.128000,0.844000,0.070000,0.788967,0.775800,0.775800,0.756581,0.817168,0.710751,0.392045,0.466321,0.392045,0.542103,0.072312,0.612616,0.686336,0.384736,0.708702,0.784682,0.508512,0.985393,0.607955,0.673042,0.033396,0.120863,0.165803,25.024000,0.788967,96.573946,50.000000
without_reciprocity,medium,3,1003,4.030000,3.100000,3.984000,3.100000,0.884000,0.046000,0.778100,0.769433,0.769433,0.750413,0.798392,0.718623,0.388033,0.463751,0.388033,0.528630,0.070344,0.603947,0.680105,0.383290,0.707999,0.782699,0.505048,0.985344,0.611967,0.672786,0.033959,0.123970,0.163905,24.800000,0.778100,96.253356,50.000000
without_reciprocity,medium,4,1004,4.068000,3.070000,3.998000,3.070000,0.928000,0.070000,0.769500,0.755833,0.755833,0.737128,0.811624,0.722460,0.410399,0.484894,0.410399,0.522032,0.069385,0.598258,0.667246,0.402813,0.698968,0.779652,0.491447,0.985295,0.589601,0.664231,0.033695,0.124143,0.165892,24.560000,0.769500,95.857956,50.000000
without_reciprocity,medium,5,1005,4.000000,3.074000,3.952000,3.074000,0.878000,0.048000,0.778800,0.769800,0.769800,0.750623,0.816595,0.713084,0.393618,0.469983,0.393618,0.539915,0.071729,0.615620,0.714137,0.388265,0.707492,0.785398,0.504569,0.985333,0.606382,0.671484,0.033363,0.123020,0.163345,24.592000,0.778800,96.325338,50.000000
without_reciprocity,medium,6,1006,4.032000,3.066000,3.978000,3.066000,0.912000,0.054000,0.770867,0.760533,0.760533,0.742039,0.820456,0.713343,0.397072,0.476429,0.397072,0.530100,0.071664,0.605683,0.692074,0.390815,0.703887,0.781703,0.497988,0.985614,0.602928,0.667956,0.033246,0.120452,0.161749,24.528000,0.770867,96.020838,50.000000
without_reciprocity,medium,7,1007,4.090000,3.146000,4.000000,3.146000,0.854000,0.090000,0.783367,0.765833,0.765833,0.747032,0.801946,0.725073,0.404735,0.475972,0.404735,0.539591,0.068732,0.611764,0.709841,0.394928,0.705209,0.783864,0.504533,0.985429,0.595265,0.671409,0.033731,0.121949,0.165687,25.168000,0.783367,96.172122,50.000000
without_reciprocity,medium,8,1008,4.000000,3.114000,3.938000,3.114000,0.824000,0.062000,0.792600,0.780267,0.780267,0.761122,0.791521,0.726399,0.396948,0.472833,0.396948,0.532299,0.068400,0.607734,0.711513,0.390026,0.707418,0.784450,0.506772,0.985510,0.603052,0.672834,0.032843,0.120917,0.161399,24.912000,0.792600,96.920168,50.000000
without_reciprocity,medium,9,1009,3.984000,2.966000,3.872000,2.966000,0.906000,0.112000,0.765833,0.743633,0.743633,0.725544,0.816047,0.728210,0.418715,0.490511,0.418715,0.509373,0.067947,0.592165,0.687196,0.404103,0.697780,0.780754,0.490868,0.985452,0.581285,0.664195,0.032652,0.119085,0.158577,23.728000,0.765833,96.042356,50.000000
without_reciprocity,medium,10,1010,3.980000,3.026000,3.938000,3.026000,0.912000,0.042000,0.767833,0.759467,0.759467,0.740740,0.785726,0.722842,0.399250,0.479824,0.399250,0.529413,0.069289,0.604412,0.687964,0.394285,0.703116,0.781030,0.497606,0.985474,0.600750,0.667279,0.033073,0.120746,0.161761,24.208000,0.767833,96.952364,50.000000
without_reciprocity,medium,11,1011,4.036000,3.132000,4.018000,3.132000,0.886000,0.018000,0.777267,0.773333,0.773333,0.754156,0.837556,0.713903,0.413927,0.485661,0.413927,0.522983,0.071524,0.601532,0.700586,0.411811,0.701260,0.782921,0.497455,0.985393,0.586073,0.667953,0.033877,0.124034,0.165792,25.056000,0.777267,95.725184,50.000000
without_reciprocity,medium,12,1012,4.016000,3.058000,3.958000,3.058000,0.900000,0.058000,0.772700,0.762233,0.762233,0.743593,0.812374,0.725293,0.403767,0.481832,0.403767,0.518556,0.068677,0.597984,0.693264,0.398372,0.702306,0.782483,0.495526,0.985537,0.596233,0.667224,0.032862,0.122620,0.159718,24.464000,0.772700,95.839454,50.000000
without_reciprocity,medium,13,1013,3.992000,3.018000,3.916000,3.018000,0.898000,0.076000,0.769967,0.756133,0.756133,0.737617,0.815843,0.717425,0.408042,0.479051,0.408042,0.530805,0.070644,0.601761,0.669681,0.398423,0.701403,0.781904,0.495701,0.985517,0.591958,0.666834,0.032677,0.119822,0.160729,24.144000,0.769967,96.139848,50.000000
