load_level,ablation_variant,metric,mean,std,count,ci95_low,ci95_high
low,without_preference,energy_consumed,0.010680,0.000185,50,0.010629,0.010731
low,without_preference,bandwidth_consumed,0.034523,0.000611,50,0.034354,0.034692
low,without_preference,compute_consumed,0.046130,0.000918,50,0.045875,0.046384
low,without_preference,throughput_mbps,9.768960,0.250349,50,9.699567,9.838353
low,without_preference,packet_delivery_ratio,0.816460,0.017444,50,0.811625,0.821295
low,without_preference,e2e_delay_ms,85.807459,1.748582,50,85.322776,86.292141
low,without_preference,active_nodes,50.000000,0.000000,50,50.000000,50.000000
medium,without_preference,generated_tasks,4.007000,0.040314,50,3.995826,4.018174
medium,without_preference,completed_tasks,3.092480,0.059198,50,3.076071,3.108889
medium,without_preference,attempted_interactions,3.976520,0.043279,50,3.964524,3.988516
medium,without_preference,successful_cooperations,3.092480,0.059198,50,3.076071,3.108889
medium,without_preference,failed_interactions,0.884040,0.046083,50,0.871266,0.896814
medium,without_preference,blocked_privacy_interactions,0.030480,0.014232,50,0.026535,0.034425
medium,without_preference,cooperation_rate,0.777869,0.011657,50,0.774637,0.781100
medium,without_preference,task_completion_ratio,0.771953,0.012697,50,0.768434,0.775473
medium,without_preference,reliability_score,0.771953,0.012697,50,0.768434,0.775473
medium,without_preference,resource_efficiency,0.752846,0.012357,50,0.749421,0.756271
medium,without_preference,fairness_index,0.832862,0.015267,50,0.828630,0.837093
medium,without_preference,trust_stability_index,0.720770,0.005229,50,0.719321,0.722220
medium,without_preference,privacy_exposure_risk,0.392944,0.005728,50,0.391357,0.394532
medium,without_preference,candidate_privacy_risk,0.456439,0.006926,50,0.454519,0.458358
medium,without_preference,accepted_privacy_exposure,0.392944,0.005728,50,0.391357,0.394532
medium,without_preference,avg_trust,0.531400,0.007869,50,0.529218,0.533581
medium,without_preference,trust_variance,0.069807,0.001307,50,0.069445,0.070170
medium,without_preference,avg_preference,0.602556,0.006423,50,0.600776,0.604336
medium,without_preference,avg_reciprocity,0.620102,0.017007,50,0.615388,0.624816
medium,without_preference,avg_privacy_risk,0.389566,0.005382,50,0.388075,0.391058
medium,without_preference,avg_total_utility,0.737729,0.002964,50,0.736907,0.738550
medium,without_preference,avg_system_utility,0.784525,0.001676,50,0.784060,0.784989
medium,without_preference,avg_social_utility,0.539054,0.004826,50,0.537716,0.540391
medium,without_preference,avg_resource_utility,0.985440,0.000104,50,0.985411,0.985469
medium,without_preference,avg_privacy_utility,0.607056,0.005728,50,0.605468,0.608643
medium,without_preference,avg_incentive_utility,0.807596,0.004911,50,0.806235,0.808957
medium,without_preference,energy_consumed,0.033418,0.000444,50,0.033295,0.033541
medium,without_preference,bandwidth_consumed,0.122537,0.001667,50,0.122075,0.122999
medium,without_preference,compute_consumed,0.163180,0.002321,50,0.162537,0.163823
medium,without_preference,throughput_mbps,24.739840,0.473585,50,24.608569,24.871111
medium,without_preference,packet_delivery_ratio,0.777869,0.011657,50,0.774637,0.781100
medium,without_preference,e2e_delay_ms,95.975024,0.666146,50,95.790378,96.159670
medium,without_preference,active_nodes,50.000000,0.000000,50,50.000000,50.000000
extreme,without_privacy_gate,generated_tasks,10.500320,0.050620,50,10.486289,10.514351
extreme,without_privacy_gate,completed_tasks,6.702560,0.077524,50,6.681071,6.724049
extreme,without_privacy_gate,attempted_interactions,10.406400,0.048518,50,10.392952,10.419848
extreme,without_privacy_gate,successful_cooperations,6.702560,0.077524,50,6.681071,6.724049
extreme,without_privacy_gate,failed_interactions,3.703840,0.079005,50,3.681941,3.725739
extreme,without_privacy_gate,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
extreme,without_privacy_gate,cooperation_rate,0.643950,0.007295,50,0.641927,0.645972
extreme,without_privacy_gate,task_completion_ratio,0.638385,0.007448,50,0.636321,0.640450
extreme,without_privacy_gate,reliability_score,0.643950,0.007295,50,0.641927,0.645972
extreme,without_privacy_gate,resource_efficiency,0.614201,0.007154,50,0.612218,0.616184
extreme,without_privacy_gate,fairness_index,0.931160,0.005861,50,0.929536,0.932785
extreme,without_privacy_gate,trust_stability_index,0.700283,0.007074,50,0.698322,0.702244
extreme,without_privacy_gate,privacy_exposure_risk,0.552818,0.005993,50,0.551157,0.554479
extreme,without_privacy_gate,candidate_privacy_risk,0.582739,0.004950,50,0.581367,0.584111
extreme,without_privacy_gate,accepted_privacy_exposure,0.552818,0.005993,50,0.551157,0.554479
extreme,without_privacy_gate,avg_trust,0.434282,0.007489,50,0.432206,0.436358
extreme,without_privacy_gate,trust_variance,0.074929,0.001769,50,0.074439,0.075419
extreme,without_privacy_gate,avg_preference,0.556328,0.006031,50,0.554656,0.557999
extreme,without_privacy_gate,avg_reciprocity,0.539637,0.014660,50,0.535573,0.543700
extreme,without_privacy_gate,avg_privacy_risk,0.547502,0.006372,50,0.545736,0.549268
extreme,without_privacy_gate,avg_total_utility,0.709735,0.002428,50,0.709062,0.710408
extreme,without_privacy_gate,avg_system_utility,0.692649,0.001707,50,0.692176,0.693122
extreme,without_privacy_gate,avg_social_utility,0.692801,0.004108,50,0.691662,0.693940
extreme,without_privacy_gate,avg_resource_utility,0.977783,0.000100,50,0.977755,0.977810
extreme,without_privacy_gate,avg_privacy_utility,0.447182,0.005993,50,0.445521,0.448843
extreme,without_privacy_gate,avg_incentive_utility,0.755294,0.003386,50,0.754355,0.756232
extreme,without_privacy_gate,energy_consumed,0.104992,0.000671,50,0.104807,0.105178
extreme,without_privacy_gate,bandwidth_consumed,0.507994,0.003905,50,0.506911,0.509076
extreme,without_privacy_gate,compute_consumed,0.677345,0.004966,50,0.675969,0.678722
extreme,without_privacy_gate,throughput_mbps,53.620480,0.620192,50,53.448572,53.792388
extreme,without_privacy_gate,packet_delivery_ratio,0.643950,0.007295,50,0.641927,0.645972
extreme,without_privacy_gate,e2e_delay_ms,96.550188,0.506647,50,96.409753,96.690624
extreme,without_privacy_gate,active_nodes,49.144240,0.166006,50,49.098225,49.190255
high,without_privacy_gate,generated_tasks,7.005680,0.034538,50,6.996107,7.015253
high,without_privacy_gate,completed_tasks,5.103960,0.057443,50,5.088038,5.119882
high,without_privacy_gate,attempted_interactions,7.005560,0.034526,50,6.995990,7.015130
high,without_privacy_gate,successful_cooperations,5.103960,0.057443,50,5.088038,5.119882
high,without_privacy_gate,failed_interactions,1.901600,0.058204,50,1.885467,1.917733
high,without_privacy_gate,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
high,without_privacy_gate,cooperation_rate,0.728425,0.007953,50,0.726220,0.730629
high,without_privacy_gate,task_completion_ratio,0.728412,0.007963,50,0.726205,0.730620
high,without_privacy_gate,reliability_score,0.728425,0.007953,50,0.726220,0.730629
high,without_privacy_gate,resource_efficiency,0.705714,0.007728,50,0.703571,0.707856
high,without_privacy_gate,fairness_index,0.875741,0.012193,50,0.872362,0.879121
high,without_privacy_gate,trust_stability_index,0.706847,0.006796,50,0.704963,0.708730
high,without_privacy_gate,privacy_exposure_risk,0.486504,0.006299,50,0.484758,0.488250
high,without_privacy_gate,candidate_privacy_risk,0.539013,0.004480,50,0.537771,0.540255
high,without_privacy_gate,accepted_privacy_exposure,0.486504,0.006299,50,0.484758,0.488250
high,without_privacy_gate,avg_trust,0.473242,0.007918,50,0.471047,0.475437
high,without_privacy_gate,trust_variance,0.073288,0.001699,50,0.072817,0.073759
high,without_privacy_gate,avg_preference,0.576430,0.005659,50,0.574862,0.577999
high,without_privacy_gate,avg_reciprocity,0.586182,0.014434,50,0.582181,0.590183
high,without_privacy_gate,avg_privacy_risk,0.486494,0.006297,50,0.484748,0.488239
high,without_privacy_gate,avg_total_utility,0.754216,0.002703,50,0.753466,0.754965
high,without_privacy_gate,avg_system_utility,0.751607,0.001610,50,0.751161,0.752053
high,without_privacy_gate,avg_social_utility,0.737203,0.004679,50,0.735906,0.738500
high,without_privacy_gate,avg_resource_utility,0.981828,0.000093,50,0.981803,0.981854
high,without_privacy_gate,avg_privacy_utility,0.513496,0.006299,50,0.511750,0.515242
high,without_privacy_gate,avg_incentive_utility,0.794353,0.003566,50,0.793365,0.795342
high,without_privacy_gate,energy_consumed,0.064840,0.000518,50,0.064696,0.064984
high,without_privacy_gate,bandwidth_consumed,0.275088,0.002423,50,0.274416,0.275760
high,without_privacy_gate,compute_consumed,0.366692,0.003391,50,0.365752,0.367632
high,without_privacy_gate,throughput_mbps,40.831680,0.459542,50,40.704301,40.959059
high,without_privacy_gate,packet_delivery_ratio,0.728425,0.007953,50,0.726220,0.730629
high,without_privacy_gate,e2e_delay_ms,96.565250,0.596611,50,96.399878,96.730622
high,without_privacy_gate,active_nodes,49.998560,0.004001,50,49.997451,49.999669
low,without_privacy_gate,generated_tasks,1.497080,0.019721,50,1.491614,1.502546
low,without_privacy_gate,completed_tasks,1.227800,0.031703,50,1.219012,1.236588
low,without_privacy_gate,attempted_interactions,1.497080,0.019721,50,1.491614,1.502546
low,without_privacy_gate,successful_cooperations,1.227800,0.031703,50,1.219012,1.236588
low,without_privacy_gate,failed_interactions,0.269280,0.024033,50,0.262618,0.275942
low,without_privacy_gate,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
low,without_privacy_gate,cooperation_rate,0.820680,0.017968,50,0.815700,0.825660
low,without_privacy_gate,task_completion_ratio,0.820680,0.017968,50,0.815700,0.825660
low,without_privacy_gate,reliability_score,0.820680,0.017968,50,0.815700,0.825660
low,without_privacy_gate,resource_efficiency,0.805121,0.017603,50,0.800242,0.810001
low,without_privacy_gate,fairness_index,0.746891,0.025615,50,0.739791,0.753991
low,without_privacy_gate,trust_stability_index,0.795567,0.005503,50,0.794042,0.797093
low,without_privacy_gate,privacy_exposure_risk,0.320580,0.006151,50,0.318875,0.322285
low,without_privacy_gate,candidate_privacy_risk,0.374334,0.007878,50,0.372151,0.376518
low,without_privacy_gate,accepted_privacy_exposure,0.320580,0.006151,50,0.318875,0.322285
low,without_privacy_gate,avg_trust,0.575307,0.008757,50,0.572879,0.577734
low,without_privacy_gate,trust_variance,0.051108,0.001376,50,0.050727,0.051490
low,without_privacy_gate,avg_preference,0.611548,0.007534,50,0.609460,0.613637
low,without_privacy_gate,avg_reciprocity,0.647794,0.018619,50,0.642633,0.652955
low,without_privacy_gate,avg_privacy_risk,0.320580,0.006151,50,0.318875,0.322285
low,without_privacy_gate,avg_total_utility,0.803379,0.003207,50,0.802491,0.804268
low,without_privacy_gate,avg_system_utility,0.815970,0.001977,50,0.815422,0.816518
low,without_privacy_gate,avg_social_utility,0.746619,0.006585,50,0.744794,0.748445
low,without_privacy_gate,avg_resource_utility,0.988868,0.000098,50,0.988841,0.988895
low,without_privacy_gate,avg_privacy_utility,0.679420,0.006151,50,0.677715,0.681125
low,without_privacy_gate,avg_incentive_utility,0.796547,0.005700,50,0.794967,0.798127
low,without_privacy_gate,energy_consumed,0.010689,0.000183,50,0.010639,0.010740
low,without_privacy_gate,bandwidth_consumed,0.034507,0.000574,50,0.034348,0.034667
low,without_privacy_gate,compute_consumed,0.046136,0.000899,50,0.045887,0.046385
low,without_privacy_gate,throughput_mbps,9.822400,0.253627,50,9.752098,9.892702
low,without_privacy_gate,packet_delivery_ratio,0.820680,0.017968,50,0.815700,0.825660
low,without_privacy_gate,e2e_delay_ms,86.176028,1.860317,50,85.660374,86.691682
low,without_privacy_gate,active_nodes,50.000000,0.000000,50,50.000000,50.000000
medium,without_privacy_gate,generated_tasks,4.007200,0.038585,50,3.996505,4.017895
medium,without_privacy_gate,completed_tasks,3.131680,0.057450,50,3.115756,3.147604
medium,without_privacy_gate,attempted_interactions,4.007200,0.038585,50,3.996505,4.017895
medium,without_privacy_gate,successful_cooperations,3.131680,0.057450,50,3.115756,3.147604
medium,without_privacy_gate,failed_interactions,0.875520,0.039901,50,0.864460,0.886580
medium,without_privacy_gate,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
medium,without_privacy_gate,cooperation_rate,0.781645,0.010750,50,0.778665,0.784624
medium,without_privacy_gate,task_completion_ratio,0.781645,0.010750,50,0.778665,0.784624
medium,without_privacy_gate,reliability_score,0.781645,0.010750,50,0.778665,0.784624
medium,without_privacy_gate,resource_efficiency,0.762230,0.010464,50,0.759330,0.765131
medium,without_privacy_gate,fairness_index,0.831023,0.013670,50,0.827234,0.834813
medium,without_privacy_gate,trust_stability_index,0.722951,0.005520,50,0.721421,0.724481
medium,without_privacy_gate,privacy_exposure_risk,0.399539,0.005866,50,0.397913,0.401165
medium,without_privacy_gate,candidate_privacy_risk,0.458894,0.005690,50,0.457317,0.460471
medium,without_privacy_gate,accepted_privacy_exposure,0.399539,0.005866,50,0.397913,0.401165
medium,without_privacy_gate,avg_trust,0.528293,0.009428,50,0.525680,0.530907
medium,without_privacy_gate,trust_variance,0.069262,0.001380,50,0.068880,0.069645
medium,without_privacy_gate,avg_preference,0.600703,0.007568,50,0.598605,0.602801
medium,without_privacy_gate,avg_reciprocity,0.622429,0.016867,50,0.617754,0.627105
medium,without_privacy_gate,avg_privacy_risk,0.399539,0.005866,50,0.397913,0.401165
medium,without_privacy_gate,avg_total_utility,0.786887,0.002977,50,0.786061,0.787712
medium,without_privacy_gate,avg_system_utility,0.788332,0.001567,50,0.787898,0.788767
medium,without_privacy_gate,avg_social_utility,0.758590,0.005696,50,0.757011,0.760169
medium,without_privacy_gate,avg_resource_utility,0.985474,0.000093,50,0.985448,0.985500
medium,without_privacy_gate,avg_privacy_utility,0.600461,0.005866,50,0.598835,0.602087
medium,without_privacy_gate,avg_incentive_utility,0.810044,0.004209,50,0.808877,0.811210
medium,without_privacy_gate,energy_consumed,0.033641,0.000396,50,0.033531,0.033750
medium,without_privacy_gate,bandwidth_consumed,0.123081,0.001878,50,0.122560,0.123602
medium,without_privacy_gate,compute_consumed,0.164174,0.002215,50,0.163560,0.164788
medium,without_privacy_gate,throughput_mbps,25.053440,0.459598,50,24.926046,25.180834
medium,without_privacy_gate,packet_delivery_ratio,0.781645,0.010750,50,0.778665,0.784624
medium,without_privacy_gate,e2e_delay_ms,96.229476,0.710921,50,96.032419,96.426533
medium,without_privacy_gate,active_nodes,50.000000,0.000000,50,50.000000,50.000000
extreme,without_reciprocity,generated_tasks,10.504920,0.048375,50,10.491511,10.518329
extreme,without_reciprocity,completed_tasks,5.756320,0.117002,50,5.723889,5.788751
extreme,without_reciprocity,attempted_interactions,8.884320,0.179907,50,8.834452,8.934188
extreme,without_reciprocity,successful_cooperations,5.756320,0.117002,50,5.723889,5.788751
extreme,without_reciprocity,failed_interactions,3.128000,0.103500,50,3.099311,3.156689
extreme,without_reciprocity,blocked_privacy_interactions,1.572720,0.174538,50,1.524340,1.621100
extreme,without_reciprocity,cooperation_rate,0.648503,0.007950,50,0.646300,0.650707
extreme,without_reciprocity,task_completion_ratio,0.547919,0.011115,50,0.544838,0.551000
extreme,without_reciprocity,reliability_score,0.550377,0.011172,50,0.547281,0.553474
extreme,without_reciprocity,resource_efficiency,0.529706,0.010538,50,0.526785,0.532627
extreme,without_reciprocity,fairness_index,0.933577,0.007231,50,0.931573,0.935581
extreme,without_reciprocity,trust_stability_index,0.723223,0.009970,50,0.720460,0.725987
extreme,without_reciprocity,privacy_exposure_risk,0.549981,0.007846,50,0.547806,0.552156
extreme,without_reciprocity,candidate_privacy_risk,0.605183,0.003159,50,0.604308,0.606059
extreme,without_reciprocity,accepted_privacy_exposure,0.549981,0.007846,50,0.547806,0.552156
extreme,without_reciprocity,avg_trust,0.408113,0.008629,50,0.405722,0.410505
extreme,without_reciprocity,trust_variance,0.069194,0.002492,50,0.068503,0.069885
extreme,without_reciprocity,avg_preference,0.556230,0.004444,50,0.554998,0.557462
extreme,without_reciprocity,avg_reciprocity,0.700073,0.011321,50,0.696935,0.703211
extreme,without_reciprocity,avg_privacy_risk,0.457269,0.015035,50,0.453102,0.461436
extreme,without_reciprocity,avg_total_utility,0.631880,0.002188,50,0.631273,0.632486
extreme,without_reciprocity,avg_system_utility,0.696696,0.001444,50,0.696296,0.697097
extreme,without_reciprocity,avg_social_utility,0.436108,0.003289,50,0.435196,0.437020
extreme,without_reciprocity,avg_resource_utility,0.977766,0.000085,50,0.977743,0.977790
extreme,without_reciprocity,avg_privacy_utility,0.450019,0.007846,50,0.447844,0.452194
extreme,without_reciprocity,avg_incentive_utility,0.620855,0.001843,50,0.620345,0.621366
extreme,without_reciprocity,energy_consumed,0.089646,0.001741,50,0.089163,0.090128
extreme,without_reciprocity,bandwidth_consumed,0.434077,0.008579,50,0.431699,0.436455
extreme,without_reciprocity,compute_consumed,0.578488,0.012152,50,0.575120,0.581856
extreme,without_reciprocity,throughput_mbps,46.050560,0.936012,50,45.791111,46.310009
extreme,without_reciprocity,packet_delivery_ratio,0.648503,0.007950,50,0.646300,0.650707
extreme,without_reciprocity,e2e_delay_ms,96.275437,0.509886,50,96.134104,96.416770
extreme,without_reciprocity,active_nodes,49.527560,0.192167,50,49.474294,49.580826
high,without_reciprocity,generated_tasks,6.993400,0.033942,50,6.983992,7.002808
high,without_reciprocity,completed_tasks,4.581200,0.093947,50,4.555159,4.607241
high,without_reciprocity,attempted_interactions,6.404920,0.089758,50,6.380040,6.429800
high,without_reciprocity,successful_cooperations,4.581200,0.093947,50,4.555159,4.607241
high,without_reciprocity,failed_interactions,1.823720,0.059018,50,1.807361,1.840079
high,without_reciprocity,blocked_privacy_interactions,0.586160,0.084353,50,0.562779,0.609541
high,without_reciprocity,cooperation_rate,0.715141,0.009019,50,0.712641,0.717641
high,without_reciprocity,task_completion_ratio,0.655045,0.012771,50,0.651506,0.658585
high,without_reciprocity,reliability_score,0.655252,0.012811,50,0.651701,0.658803
high,without_reciprocity,resource_efficiency,0.635977,0.012277,50,0.632574,0.639380
high,without_reciprocity,fairness_index,0.877088,0.014210,50,0.873150,0.881027
high,without_reciprocity,trust_stability_index,0.712139,0.007165,50,0.710153,0.714125
high,without_reciprocity,privacy_exposure_risk,0.494813,0.009482,50,0.492185,0.497441
high,without_reciprocity,candidate_privacy_risk,0.559906,0.003773,50,0.558860,0.560952
high,without_reciprocity,accepted_privacy_exposure,0.494813,0.009482,50,0.492185,0.497441
high,without_reciprocity,avg_trust,0.456617,0.008044,50,0.454387,0.458847
high,without_reciprocity,trust_variance,0.071965,0.001791,50,0.071469,0.072462
high,without_reciprocity,avg_preference,0.575068,0.005373,50,0.573579,0.576558
high,without_reciprocity,avg_reciprocity,0.691371,0.012016,50,0.688040,0.694702
high,without_reciprocity,avg_privacy_risk,0.447439,0.012074,50,0.444092,0.450786
high,without_reciprocity,avg_total_utility,0.665076,0.002831,50,0.664291,0.665860
high,without_reciprocity,avg_system_utility,0.742414,0.001496,50,0.742000,0.742829
high,without_reciprocity,avg_social_utility,0.466225,0.004803,50,0.464893,0.467556
high,without_reciprocity,avg_resource_utility,0.981810,0.000099,50,0.981783,0.981837
high,without_reciprocity,avg_privacy_utility,0.505187,0.009482,50,0.502559,0.507815
high,without_reciprocity,avg_incentive_utility,0.644468,0.002659,50,0.643731,0.645205
high,without_reciprocity,energy_consumed,0.059265,0.000881,50,0.059021,0.059510
high,without_reciprocity,bandwidth_consumed,0.251614,0.003573,50,0.250624,0.252605
high,without_reciprocity,compute_consumed,0.335885,0.004557,50,0.334622,0.337148
high,without_reciprocity,throughput_mbps,36.649600,0.751573,50,36.441275,36.857925
high,without_reciprocity,packet_delivery_ratio,0.715141,0.009019,50,0.712641,0.717641
high,without_reciprocity,e2e_delay_ms,96.409979,0.613336,50,96.239971,96.579988
high,without_reciprocity,active_nodes,49.976400,0.029416,50,49.968246,49.984554
low,without_reciprocity,generated_tasks,1.498240,0.020306,50,1.492611,1.503869
low,without_reciprocity,completed_tasks,1.216920,0.028927,50,1.208902,1.224938
low,without_reciprocity,attempted_interactions,1.497160,0.020187,50,1.491564,1.502756
low,without_reciprocity,successful_cooperations,1.216920,0.028927,50,1.208902,1.224938
low,without_reciprocity,failed_interactions,0.280240,0.020862,50,0.274457,0.286023
low,without_reciprocity,blocked_privacy_interactions,0.001080,0.001676,50,0.000615,0.001545
low,without_reciprocity,cooperation_rate,0.813460,0.016145,50,0.808985,0.817935
low,without_reciprocity,task_completion_ratio,0.813120,0.016318,50,0.808597,0.817643
low,without_reciprocity,reliability_score,0.813120,0.016318,50,0.808597,0.817643
low,without_reciprocity,resource_efficiency,0.797688,0.015988,50,0.793256,0.802119
low,without_reciprocity,fairness_index,0.719962,0.025476,50,0.712901,0.727024
low,without_reciprocity,trust_stability_index,0.796635,0.005659,50,0.795066,0.798204
low,without_reciprocity,privacy_exposure_risk,0.319700,0.006636,50,0.317861,0.321539
low,without_reciprocity,candidate_privacy_risk,0.389722,0.008619,50,0.387333,0.392111
low,without_reciprocity,accepted_privacy_exposure,0.319700,0.006636,50,0.317861,0.321539
low,without_reciprocity,avg_trust,0.574117,0.006511,50,0.572312,0.575922
low,without_reciprocity,trust_variance,0.050841,0.001415,50,0.050449,0.051233
low,without_reciprocity,avg_preference,0.608366,0.005120,50,0.606946,0.609785
low,without_reciprocity,avg_reciprocity,0.676544,0.013525,50,0.672795,0.680293
low,without_reciprocity,avg_privacy_risk,0.319559,0.006613,50,0.317726,0.321392
low,without_reciprocity,avg_total_utility,0.728184,0.002385,50,0.727523,0.728845
low,without_reciprocity,avg_system_utility,0.811333,0.001668,50,0.810871,0.811796
low,without_reciprocity,avg_social_utility,0.504495,0.004227,50,0.503324,0.505667
low,without_reciprocity,avg_resource_utility,0.988544,0.000925,50,0.988288,0.988801
low,without_reciprocity,avg_privacy_utility,0.679980,0.006539,50,0.678167,0.681792
low,without_reciprocity,avg_incentive_utility,0.675696,0.002266,50,0.675068,0.676324
low,without_reciprocity,energy_consumed,0.010693,0.000177,50,0.010644,0.010743
low,without_reciprocity,bandwidth_consumed,0.034550,0.000579,50,0.034390,0.034711
low,without_reciprocity,compute_consumed,0.046149,0.000897,50,0.045900,0.046398
low,without_reciprocity,throughput_mbps,9.735360,0.231416,50,9.671215,9.799505
low,without_reciprocity,packet_delivery_ratio,0.813460,0.016145,50,0.808985,0.817935
low,without_reciprocity,e2e_delay_ms,85.872320,1.850126,50,85.359491,86.385148
low,without_reciprocity,active_nodes,50.000000,0.000000,50,50.000000,50.000000
medium,without_reciprocity,generated_tasks,4.021320,0.037579,50,4.010904,4.031736
medium,without_reciprocity,completed_tasks,3.058000,0.057813,50,3.041975,3.074025
medium,without_reciprocity,attempted_interactions,3.956680,0.046794,50,3.943709,3.969651
medium,without_reciprocity,successful_cooperations,3.058000,0.057813,50,3.041975,3.074025
medium,without_reciprocity,failed_interactions,0.898680,0.035354,50,0.888880,0.908480
medium,without_reciprocity,blocked_privacy_interactions,0.064640,0.020585,50,0.058934,0.070346
medium,without_reciprocity,cooperation_rate,0.772837,0.009828,50,0.770113,0.775561
medium,without_reciprocity,task_completion_ratio,0.760433,0.011671,50,0.757198,0.763668
medium,without_reciprocity,reliability_score,0.760433,0.011671,50,0.757198,0.763668
medium,without_reciprocity,resource_efficiency,0.741756,0.011333,50,0.738615,0.744898
medium,without_reciprocity,fairness_index,0.809837,0.014094,50,0.805930,0.813744
medium,without_reciprocity,trust_stability_index,0.721695,0.005249,50,0.720240,0.723150
medium,without_reciprocity,privacy_exposure_risk,0.402692,0.006996,50,0.400753,0.404631
medium,without_reciprocity,candidate_privacy_risk,0.476442,0.005362,50,0.474956,0.477928
medium,without_reciprocity,accepted_privacy_exposure,0.402692,0.006996,50,0.400753,0.404631
medium,without_reciprocity,avg_trust,0.526535,0.008322,50,0.524228,0.528842
medium,without_reciprocity,trust_variance,0.069576,0.001312,50,0.069212,0.069940
medium,without_reciprocity,avg_preference,0.601711,0.006408,50,0.599935,0.603487
medium,without_reciprocity,avg_reciprocity,0.684926,0.014592,50,0.680881,0.688971
medium,without_reciprocity,avg_privacy_risk,0.395392,0.006565,50,0.393572,0.397211
medium,without_reciprocity,avg_total_utility,0.703402,0.002564,50,0.702692,0.704113
medium,without_reciprocity,avg_system_utility,0.782322,0.001468,50,0.781915,0.782728
medium,without_reciprocity,avg_social_utility,0.498994,0.004315,50,0.497798,0.500190
medium,without_reciprocity,avg_resource_utility,0.985461,0.000069,50,0.985442,0.985480
medium,without_reciprocity,avg_privacy_utility,0.597308,0.006996,50,0.595369,0.599247
medium,without_reciprocity,avg_incentive_utility,0.668450,0.002354,50,0.667797,0.669102
medium,without_reciprocity,energy_consumed,0.033281,0.000507,50,0.033140,0.033421
medium,without_reciprocity,bandwidth_consumed,0.121764,0.001906,50,0.121236,0.122293
medium,without_reciprocity,compute_consumed,0.161985,0.002437,50,0.161309,0.162660
medium,without_reciprocity,throughput_mbps,24.464000,0.462506,50,24.335800,24.592200
medium,without_reciprocity,packet_delivery_ratio,0.772837,0.009828,50,0.770113,0.775561
medium,without_reciprocity,e2e_delay_ms,96.053154,0.612518,50,95.883372,96.222935
medium,without_reciprocity,active_nodes,50.000000,0.000000,50,50.000000,50.000000
extreme,without_resource_awareness,generated_tasks,10.501880,0.050927,50,10.487764,10.515996
extreme,without_resource_awareness,completed_tasks,4.939400,0.128702,50,4.903726,4.975074
extreme,without_resource_awareness,attempted_interactions,9.142040,0.181648,50,9.091690,9.192390
extreme,without_resource_awareness,successful_cooperations,4.939400,0.128702,50,4.903726,4.975074
extreme,without_resource_awareness,failed_interactions,4.202640,0.126834,50,4.167483,4.237797
extreme,without_resource_awareness,blocked_privacy_interactions,1.287560,0.180870,50,1.237425,1.337695
extreme,without_resource_awareness,cooperation_rate,0.539406,0.010015,50,0.536630,0.542182
extreme,without_resource_awareness,task_completion_ratio,0.470242,0.012429,50,0.466797,0.473687
extreme,without_resource_awareness,reliability_score,0.473438,0.012757,50,0.469902,0.476974
extreme,without_resource_awareness,resource_efficiency,0.454253,0.011848,50,0.450969,0.457537
extreme,without_resource_awareness,fairness_index,0.909905,0.006794,50,0.908022,0.911788
extreme,without_resource_awareness,trust_stability_index,0.723276,0.010386,50,0.720398,0.726155
extreme,without_resource_awareness,privacy_exposure_risk,0.538292,0.007571,50,0.536193,0.540390
extreme,without_resource_awareness,candidate_privacy_risk,0.592850,0.003921,50,0.591763,0.593937
extreme,without_resource_awareness,accepted_privacy_exposure,0.538292,0.007571,50,0.536193,0.540390
extreme,without_resource_awareness,avg_trust,0.401785,0.008829,50,0.399338,0.404232
extreme,without_resource_awareness,trust_variance,0.069181,0.002596,50,0.068461,0.069901
extreme,without_resource_awareness,avg_preference,0.528663,0.006243,50,0.526932,0.530393
extreme,without_resource_awareness,avg_reciprocity,0.484504,0.013407,50,0.480788,0.488220
extreme,without_resource_awareness,avg_privacy_risk,0.461830,0.013641,50,0.458049,0.465611
extreme,without_resource_awareness,avg_total_utility,0.583635,0.002746,50,0.582874,0.584397
extreme,without_resource_awareness,avg_system_utility,0.618851,0.001605,50,0.618407,0.619296
extreme,without_resource_awareness,avg_social_utility,0.640580,0.004779,50,0.639255,0.641905
extreme,without_resource_awareness,avg_resource_utility,0.500000,0.000000,50,0.500000,0.500000
extreme,without_resource_awareness,avg_privacy_utility,0.461708,0.007571,50,0.459610,0.463807
extreme,without_resource_awareness,avg_incentive_utility,0.654578,0.003307,50,0.653661,0.655494
extreme,without_resource_awareness,energy_consumed,0.092139,0.001952,50,0.091598,0.092680
extreme,without_resource_awareness,bandwidth_consumed,0.445713,0.009119,50,0.443185,0.448240
extreme,without_resource_awareness,compute_consumed,0.593847,0.012225,50,0.590458,0.597236
extreme,without_resource_awareness,throughput_mbps,39.515200,1.029619,50,39.229804,39.800596
extreme,without_resource_awareness,packet_delivery_ratio,0.539406,0.010015,50,0.536630,0.542182
extreme,without_resource_awareness,e2e_delay_ms,96.100071,0.561331,50,95.944478,96.255663
extreme,without_resource_awareness,active_nodes,49.322280,0.172465,50,49.274475,49.370085
