load_level,baseline_name,metric,mean,std,count,ci95_low,ci95_high
extreme,standard_marl_no_social,cooperation_rate,0.642422,0.006628,100,0.641123,0.643721
extreme,standard_marl_no_social,task_completion_ratio,0.642396,0.006637,100,0.641095,0.643697
extreme,standard_marl_no_social,reliability_score,0.642422,0.006628,100,0.641123,0.643721
extreme,standard_marl_no_social,resource_efficiency,0.617885,0.006399,100,0.616631,0.619139
extreme,standard_marl_no_social,fairness_index,0.961318,0.003406,100,0.960650,0.961985
extreme,standard_marl_no_social,trust_stability_index,0.707928,0.006058,100,0.706741,0.709115
extreme,standard_marl_no_social,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
extreme,standard_marl_no_social,candidate_privacy_risk,0.499981,0.000047,100,0.499971,0.499990
extreme,standard_marl_no_social,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
extreme,standard_marl_no_social,avg_trust,0.594773,0.008308,100,0.593144,0.596401
extreme,standard_marl_no_social,trust_variance,0.073018,0.001515,100,0.072721,0.073315
extreme,standard_marl_no_social,avg_preference,0.654213,0.005803,100,0.653076,0.655351
extreme,standard_marl_no_social,avg_reciprocity,0.697219,0.011909,100,0.694885,0.699553
extreme,standard_marl_no_social,avg_privacy_risk,0.499981,0.000047,100,0.499971,0.499990
extreme,standard_marl_no_social,avg_total_utility,0.800673,0.002227,100,0.800237,0.801110
extreme,standard_marl_no_social,avg_system_utility,0.693182,0.001628,100,0.692863,0.693501
extreme,standard_marl_no_social,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
extreme,standard_marl_no_social,avg_resource_utility,0.977795,0.000096,100,0.977776,0.977814
extreme,standard_marl_no_social,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
extreme,standard_marl_no_social,avg_incentive_utility,0.593092,0.000272,100,0.593039,0.593145
extreme,standard_marl_no_social,energy_consumed,0.105815,0.000617,100,0.105694,0.105935
extreme,standard_marl_no_social,bandwidth_consumed,0.512354,0.003921,100,0.511585,0.513122
extreme,standard_marl_no_social,compute_consumed,0.682413,0.005068,100,0.681420,0.683406
extreme,standard_marl_no_social,throughput_mbps,53.941760,0.600414,100,53.824079,54.059441
extreme,standard_marl_no_social,packet_delivery_ratio,0.642422,0.006628,100,0.641123,0.643721
extreme,standard_marl_no_social,e2e_delay_ms,94.497898,0.547889,100,94.390511,94.605284
extreme,standard_marl_no_social,active_nodes,49.997160,0.004775,100,49.996224,49.998096
high,standard_marl_no_social,generated_tasks,7.000940,0.034654,100,6.994148,7.007732
high,standard_marl_no_social,completed_tasks,4.921260,0.057249,100,4.910039,4.932481
high,standard_marl_no_social,attempted_interactions,7.000940,0.034654,100,6.994148,7.007732
high,standard_marl_no_social,successful_cooperations,4.921260,0.057249,100,4.910039,4.932481
high,standard_marl_no_social,failed_interactions,2.079680,0.057607,100,2.068389,2.090971
high,standard_marl_no_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
high,standard_marl_no_social,cooperation_rate,0.702936,0.008058,100,0.701357,0.704515
high,standard_marl_no_social,task_completion_ratio,0.702936,0.008058,100,0.701357,0.704515
high,standard_marl_no_social,reliability_score,0.702936,0.008058,100,0.701357,0.704515
high,standard_marl_no_social,resource_efficiency,0.681044,0.007810,100,0.679513,0.682575
high,standard_marl_no_social,fairness_index,0.928071,0.008461,100,0.926413,0.929730
high,standard_marl_no_social,trust_stability_index,0.741899,0.007218,100,0.740484,0.743314
high,standard_marl_no_social,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
high,standard_marl_no_social,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
high,standard_marl_no_social,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
high,standard_marl_no_social,avg_trust,0.615735,0.007683,100,0.614229,0.617241
high,standard_marl_no_social,trust_variance,0.064525,0.001805,100,0.064172,0.064879
high,standard_marl_no_social,avg_preference,0.660238,0.005353,100,0.659189,0.661288
high,standard_marl_no_social,avg_reciprocity,0.702795,0.012277,100,0.700389,0.705201
high,standard_marl_no_social,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
high,standard_marl_no_social,avg_total_utility,0.861584,0.001343,100,0.861320,0.861847
high,standard_marl_no_social,avg_system_utility,0.735359,0.001052,100,0.735153,0.735566
high,standard_marl_no_social,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
high,standard_marl_no_social,avg_resource_utility,0.981837,0.000089,100,0.981820,0.981854
high,standard_marl_no_social,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
high,standard_marl_no_social,avg_incentive_utility,0.599559,0.000203,100,0.599519,0.599599
high,standard_marl_no_social,energy_consumed,0.064793,0.000497,100,0.064695,0.064890
high,standard_marl_no_social,bandwidth_consumed,0.274756,0.002326,100,0.274300,0.275212
high,standard_marl_no_social,compute_consumed,0.366342,0.003446,100,0.365666,0.367017
high,standard_marl_no_social,throughput_mbps,39.370080,0.457993,100,39.280313,39.459847
high,standard_marl_no_social,packet_delivery_ratio,0.702936,0.008058,100,0.701357,0.704515
high,standard_marl_no_social,e2e_delay_ms,94.179953,0.633178,100,94.055850,94.304056
high,standard_marl_no_social,active_nodes,50.000000,0.000000,100,50.000000,50.000000
low,standard_marl_no_social,generated_tasks,1.496600,0.019487,100,1.492780,1.500420
low,standard_marl_no_social,completed_tasks,1.157080,0.028299,100,1.151533,1.162627
low,standard_marl_no_social,attempted_interactions,1.496600,0.019487,100,1.492780,1.500420
low,standard_marl_no_social,successful_cooperations,1.157080,0.028299,100,1.151533,1.162627
low,standard_marl_no_social,failed_interactions,0.339520,0.022595,100,0.335091,0.343949
low,standard_marl_no_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
low,standard_marl_no_social,cooperation_rate,0.773600,0.016434,100,0.770379,0.776821
low,standard_marl_no_social,task_completion_ratio,0.773600,0.016434,100,0.770379,0.776821
low,standard_marl_no_social,reliability_score,0.773600,0.016434,100,0.770379,0.776821
low,standard_marl_no_social,resource_efficiency,0.758943,0.016135,100,0.755780,0.762105
low,standard_marl_no_social,fairness_index,0.829897,0.017634,100,0.826441,0.833353
low,standard_marl_no_social,trust_stability_index,0.817568,0.005832,100,0.816425,0.818711
low,standard_marl_no_social,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
low,standard_marl_no_social,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
low,standard_marl_no_social,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
low,standard_marl_no_social,avg_trust,0.605962,0.009037,100,0.604191,0.607733
low,standard_marl_no_social,trust_variance,0.045608,0.001458,100,0.045322,0.045894
low,standard_marl_no_social,avg_preference,0.629821,0.007524,100,0.628347,0.631296
low,standard_marl_no_social,avg_reciprocity,0.682193,0.017542,100,0.678755,0.685631
low,standard_marl_no_social,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
low,standard_marl_no_social,avg_total_utility,0.935068,0.001591,100,0.934756,0.935379
low,standard_marl_no_social,avg_system_utility,0.785894,0.001299,100,0.785640,0.786149
low,standard_marl_no_social,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
low,standard_marl_no_social,avg_resource_utility,0.988874,0.000105,100,0.988853,0.988894
low,standard_marl_no_social,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
low,standard_marl_no_social,avg_incentive_utility,0.607486,0.000264,100,0.607434,0.607538
low,standard_marl_no_social,energy_consumed,0.010686,0.000169,100,0.010652,0.010719
low,standard_marl_no_social,bandwidth_consumed,0.034505,0.000631,100,0.034382,0.034629
low,standard_marl_no_social,compute_consumed,0.046067,0.000913,100,0.045888,0.046246
low,standard_marl_no_social,throughput_mbps,9.256640,0.226393,100,9.212267,9.301013
low,standard_marl_no_social,packet_delivery_ratio,0.773600,0.016434,100,0.770379,0.776821
low,standard_marl_no_social,e2e_delay_ms,81.087645,1.667313,100,80.760851,81.414438
low,standard_marl_no_social,active_nodes,50.000000,0.000000,100,50.000000,50.000000
medium,standard_marl_no_social,generated_tasks,4.004780,0.039396,100,3.997058,4.012502
medium,standard_marl_no_social,completed_tasks,2.964220,0.056962,100,2.953055,2.975385
medium,standard_marl_no_social,attempted_interactions,4.004780,0.039396,100,3.997058,4.012502
medium,standard_marl_no_social,successful_cooperations,2.964220,0.056962,100,2.953055,2.975385
medium,standard_marl_no_social,failed_interactions,1.040560,0.042524,100,1.032225,1.048895
medium,standard_marl_no_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
medium,standard_marl_no_social,cooperation_rate,0.740078,0.011253,100,0.737872,0.742283
medium,standard_marl_no_social,task_completion_ratio,0.740078,0.011253,100,0.737872,0.742283
medium,standard_marl_no_social,reliability_score,0.740078,0.011253,100,0.737872,0.742283
medium,standard_marl_no_social,resource_efficiency,0.721683,0.010954,100,0.719536,0.723830
medium,standard_marl_no_social,fairness_index,0.894286,0.012776,100,0.891782,0.896790
medium,standard_marl_no_social,trust_stability_index,0.770699,0.007030,100,0.769321,0.772077
medium,standard_marl_no_social,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
medium,standard_marl_no_social,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
medium,standard_marl_no_social,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
medium,standard_marl_no_social,avg_trust,0.620545,0.008788,100,0.618822,0.622267
medium,standard_marl_no_social,trust_variance,0.057325,0.001757,100,0.056981,0.057670
medium,standard_marl_no_social,avg_preference,0.655348,0.006333,100,0.654107,0.656590
medium,standard_marl_no_social,avg_reciprocity,0.702873,0.012383,100,0.700446,0.705301
medium,standard_marl_no_social,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
medium,standard_marl_no_social,avg_total_utility,0.899640,0.001302,100,0.899384,0.899895
medium,standard_marl_no_social,avg_system_utility,0.761509,0.001016,100,0.761310,0.761708
medium,standard_marl_no_social,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
medium,standard_marl_no_social,avg_resource_utility,0.985463,0.000088,100,0.985446,0.985481
medium,standard_marl_no_social,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
medium,standard_marl_no_social,avg_incentive_utility,0.603664,0.000198,100,0.603625,0.603703
medium,standard_marl_no_social,energy_consumed,0.033668,0.000384,100,0.033592,0.033743
medium,standard_marl_no_social,bandwidth_consumed,0.123079,0.001712,100,0.122743,0.123414
medium,standard_marl_no_social,compute_consumed,0.164143,0.002110,100,0.163729,0.164556
medium,standard_marl_no_social,throughput_mbps,23.713760,0.455697,100,23.624443,23.803077
medium,standard_marl_no_social,packet_delivery_ratio,0.740078,0.011253,100,0.737872,0.742283
medium,standard_marl_no_social,e2e_delay_ms,93.383576,0.817220,100,93.223401,93.543752
medium,standard_marl_no_social,active_nodes,50.000000,0.000000,100,50.000000,50.000000
extreme,trust_unaware,generated_tasks,10.503400,0.048165,100,10.493960,10.512840
extreme,trust_unaware,completed_tasks,5.937320,0.103433,100,5.917047,5.957593
extreme,trust_unaware,attempted_interactions,9.714600,0.132861,100,9.688559,9.740641
extreme,trust_unaware,successful_cooperations,5.937320,0.103433,100,5.917047,5.957593
extreme,trust_unaware,failed_interactions,3.777280,0.079583,100,3.761682,3.792878
extreme,trust_unaware,blocked_privacy_interactions,0.681140,0.132284,100,0.655212,0.707068
extreme,trust_unaware,cooperation_rate,0.611017,0.006482,100,0.609747,0.612288
extreme,trust_unaware,task_completion_ratio,0.565418,0.009773,100,0.563503,0.567334
extreme,trust_unaware,reliability_score,0.571020,0.009942,100,0.569071,0.572968
extreme,trust_unaware,resource_efficiency,0.545234,0.009268,100,0.543418,0.547051
extreme,trust_unaware,fairness_index,0.923687,0.006420,100,0.922429,0.924946
extreme,trust_unaware,trust_stability_index,0.674603,0.005307,100,0.673563,0.675644
extreme,trust_unaware,privacy_exposure_risk,0.496937,0.005910,100,0.495779,0.498096
extreme,trust_unaware,candidate_privacy_risk,0.558836,0.005633,100,0.557732,0.559941
extreme,trust_unaware,accepted_privacy_exposure,0.496937,0.005910,100,0.495779,0.498096
extreme,trust_unaware,avg_trust,0.482971,0.008069,100,0.481390,0.484553
extreme,trust_unaware,trust_variance,0.081349,0.001327,100,0.081089,0.081609
extreme,trust_unaware,avg_preference,0.577771,0.006500,100,0.576497,0.579045
extreme,trust_unaware,avg_reciprocity,0.520376,0.014623,100,0.517510,0.523243
extreme,trust_unaware,avg_privacy_risk,0.455875,0.009112,100,0.454089,0.457661
extreme,trust_unaware,avg_total_utility,0.710815,0.001492,100,0.710523,0.711108
extreme,trust_unaware,avg_system_utility,0.669773,0.001503,100,0.669479,0.670068
extreme,trust_unaware,avg_social_utility,0.449348,0.003107,100,0.448739,0.449957
extreme,trust_unaware,avg_resource_utility,0.977784,0.000091,100,0.977766,0.977802
extreme,trust_unaware,avg_privacy_utility,0.503063,0.005910,100,0.501904,0.504221
extreme,trust_unaware,avg_incentive_utility,0.698358,0.003260,100,0.697719,0.698997
extreme,trust_unaware,energy_consumed,0.097988,0.001372,100,0.097719,0.098257
extreme,trust_unaware,bandwidth_consumed,0.473977,0.006953,100,0.472614,0.475340
extreme,trust_unaware,compute_consumed,0.632299,0.008460,100,0.630640,0.633957
extreme,trust_unaware,throughput_mbps,47.498560,0.827466,100,47.336377,47.660743
extreme,trust_unaware,packet_delivery_ratio,0.611017,0.006482,100,0.609747,0.612288
extreme,trust_unaware,e2e_delay_ms,95.967687,0.515030,100,95.866741,96.068633
extreme,trust_unaware,active_nodes,49.046540,0.172469,100,49.012736,49.080344
high,trust_unaware,generated_tasks,7.005260,0.036349,100,6.998136,7.012384
high,trust_unaware,completed_tasks,4.579280,0.084702,100,4.562679,4.595881
high,trust_unaware,attempted_interactions,6.787140,0.067994,100,6.773813,6.800467
high,trust_unaware,successful_cooperations,4.579280,0.084702,100,4.562679,4.595881
high,trust_unaware,failed_interactions,2.207860,0.054410,100,2.197196,2.218524
high,trust_unaware,blocked_privacy_interactions,0.217940,0.058966,100,0.206383,0.229497
high,trust_unaware,cooperation_rate,0.674516,0.008368,100,0.672876,0.676156
high,trust_unaware,task_completion_ratio,0.653670,0.011422,100,0.651431,0.655908
high,trust_unaware,reliability_score,0.653684,0.011420,100,0.651446,0.655922
high,trust_unaware,resource_efficiency,0.633834,0.010966,100,0.631685,0.635984
high,trust_unaware,fairness_index,0.865014,0.013148,100,0.862437,0.867591
high,trust_unaware,trust_stability_index,0.696368,0.004959,100,0.695396,0.697340
high,trust_unaware,privacy_exposure_risk,0.446808,0.005069,100,0.445814,0.447801
high,trust_unaware,candidate_privacy_risk,0.520233,0.005097,100,0.519234,0.521232
high,trust_unaware,accepted_privacy_exposure,0.446808,0.005069,100,0.445814,0.447801
high,trust_unaware,avg_trust,0.503705,0.008380,100,0.502063,0.505348
high,trust_unaware,trust_variance,0.075908,0.001240,100,0.075665,0.076151
high,trust_unaware,avg_preference,0.586237,0.006932,100,0.584879,0.587596
high,trust_unaware,avg_reciprocity,0.550056,0.018084,100,0.546512,0.553601
high,trust_unaware,avg_privacy_risk,0.431002,0.006032,100,0.429820,0.432184
high,trust_unaware,avg_total_utility,0.741328,0.001563,100,0.741022,0.741634
high,trust_unaware,avg_system_utility,0.714505,0.001713,100,0.714170,0.714841
high,trust_unaware,avg_social_utility,0.458413,0.003695,100,0.457688,0.459137
high,trust_unaware,avg_resource_utility,0.981844,0.000093,100,0.981826,0.981862
high,trust_unaware,avg_privacy_utility,0.553192,0.005069,100,0.552199,0.554186
high,trust_unaware,avg_incentive_utility,0.716086,0.003485,100,0.715403,0.716769
high,trust_unaware,energy_consumed,0.062750,0.000715,100,0.062609,0.062890
high,trust_unaware,bandwidth_consumed,0.266136,0.003388,100,0.265472,0.266800
high,trust_unaware,compute_consumed,0.355229,0.004392,100,0.354368,0.356090
high,trust_unaware,throughput_mbps,36.634240,0.677612,100,36.501428,36.767052
high,trust_unaware,packet_delivery_ratio,0.674516,0.008368,100,0.672876,0.676156
high,trust_unaware,e2e_delay_ms,95.739271,0.625566,100,95.616660,95.861882
high,trust_unaware,active_nodes,49.995820,0.006740,100,49.994499,49.997141
low,trust_unaware,generated_tasks,1.496900,0.020021,100,1.492976,1.500824
low,trust_unaware,completed_tasks,1.122200,0.027230,100,1.116863,1.127537
low,trust_unaware,attempted_interactions,1.496260,0.020086,100,1.492323,1.500197
low,trust_unaware,successful_cooperations,1.122200,0.027230,100,1.116863,1.127537
low,trust_unaware,failed_interactions,0.374060,0.023200,100,0.369513,0.378607
low,trust_unaware,blocked_privacy_interactions,0.000640,0.001330,100,0.000379,0.000901
low,trust_unaware,cooperation_rate,0.750720,0.017596,100,0.747271,0.754169
low,trust_unaware,task_completion_ratio,0.750530,0.017723,100,0.747056,0.754004
low,trust_unaware,reliability_score,0.750530,0.017723,100,0.747056,0.754004
low,trust_unaware,resource_efficiency,0.736308,0.017399,100,0.732898,0.739719
low,trust_unaware,fairness_index,0.749563,0.024017,100,0.744856,0.754270
low,trust_unaware,trust_stability_index,0.789837,0.005273,100,0.788803,0.790870
low,trust_unaware,privacy_exposure_risk,0.323980,0.005995,100,0.322805,0.325155
low,trust_unaware,candidate_privacy_risk,0.382491,0.008254,100,0.380873,0.384108
low,trust_unaware,accepted_privacy_exposure,0.323980,0.005995,100,0.322805,0.325155
low,trust_unaware,avg_trust,0.556740,0.009375,100,0.554903,0.558578
low,trust_unaware,trust_variance,0.052541,0.001318,100,0.052282,0.052799
low,trust_unaware,avg_preference,0.596371,0.007899,100,0.594823,0.597919
low,trust_unaware,avg_reciprocity,0.603616,0.019648,100,0.599765,0.607467
low,trust_unaware,avg_privacy_risk,0.323897,0.005979,100,0.322725,0.325068
low,trust_unaware,avg_total_utility,0.789425,0.002091,100,0.789015,0.789835
low,trust_unaware,avg_system_utility,0.768567,0.001769,100,0.768220,0.768914
low,trust_unaware,avg_social_utility,0.451925,0.004055,100,0.451130,0.452719
low,trust_unaware,avg_resource_utility,0.988698,0.000642,100,0.988572,0.988823
low,trust_unaware,avg_privacy_utility,0.675840,0.006063,100,0.674651,0.677028
low,trust_unaware,avg_incentive_utility,0.713601,0.004046,100,0.712808,0.714395
low,trust_unaware,energy_consumed,0.010675,0.000176,100,0.010640,0.010709
low,trust_unaware,bandwidth_consumed,0.034504,0.000646,100,0.034378,0.034631
low,trust_unaware,compute_consumed,0.046056,0.000939,100,0.045872,0.046240
low,trust_unaware,throughput_mbps,8.977600,0.217837,100,8.934904,9.020296
low,trust_unaware,packet_delivery_ratio,0.750720,0.017596,100,0.747271,0.754169
low,trust_unaware,e2e_delay_ms,80.668426,1.738393,100,80.327701,81.009151
low,trust_unaware,active_nodes,50.000000,0.000000,100,50.000000,50.000000
medium,trust_unaware,generated_tasks,4.008020,0.036896,100,4.000788,4.015252
medium,trust_unaware,completed_tasks,2.853920,0.047643,100,2.844582,2.863258
medium,trust_unaware,attempted_interactions,3.986220,0.038883,100,3.978599,3.993841
medium,trust_unaware,successful_cooperations,2.853920,0.047643,100,2.844582,2.863258
medium,trust_unaware,failed_interactions,1.132300,0.035245,100,1.125392,1.139208
medium,trust_unaware,blocked_privacy_interactions,0.021800,0.011784,100,0.019490,0.024110
medium,trust_unaware,cooperation_rate,0.715875,0.009033,100,0.714104,0.717645
medium,trust_unaware,task_completion_ratio,0.711955,0.009132,100,0.710165,0.713745
medium,trust_unaware,reliability_score,0.711955,0.009132,100,0.710165,0.713745
medium,trust_unaware,resource_efficiency,0.694350,0.008900,100,0.692605,0.696094
medium,trust_unaware,fairness_index,0.828733,0.016655,100,0.825468,0.831997
medium,trust_unaware,trust_stability_index,0.721667,0.004901,100,0.720706,0.722628
medium,trust_unaware,privacy_exposure_risk,0.385757,0.005432,100,0.384692,0.386822
medium,trust_unaware,candidate_privacy_risk,0.451141,0.007022,100,0.449764,0.452517
medium,trust_unaware,accepted_privacy_exposure,0.385757,0.005432,100,0.384692,0.386822
medium,trust_unaware,avg_trust,0.531143,0.008151,100,0.529545,0.532741
medium,trust_unaware,trust_variance,0.069583,0.001225,100,0.069343,0.069823
medium,trust_unaware,avg_preference,0.596603,0.006333,100,0.595362,0.597845
medium,trust_unaware,avg_reciprocity,0.576300,0.016158,100,0.573134,0.579467
medium,trust_unaware,avg_privacy_risk,0.383427,0.005241,100,0.382400,0.384455
medium,trust_unaware,avg_total_utility,0.767796,0.001571,100,0.767488,0.768104
medium,trust_unaware,avg_system_utility,0.744201,0.001345,100,0.743938,0.744465
medium,trust_unaware,avg_social_utility,0.460774,0.002847,100,0.460216,0.461332
medium,trust_unaware,avg_resource_utility,0.985474,0.000092,100,0.985456,0.985492
medium,trust_unaware,avg_privacy_utility,0.614243,0.005432,100,0.613178,0.615308
medium,trust_unaware,avg_incentive_utility,0.723030,0.003099,100,0.722423,0.723638
medium,trust_unaware,energy_consumed,0.033498,0.000408,100,0.033418,0.033578
medium,trust_unaware,bandwidth_consumed,0.122431,0.001856,100,0.122067,0.122795
medium,trust_unaware,compute_consumed,0.163221,0.002147,100,0.162800,0.163642
medium,trust_unaware,throughput_mbps,22.831360,0.381140,100,22.756656,22.906064
medium,trust_unaware,packet_delivery_ratio,0.715875,0.009033,100,0.714104,0.717645
medium,trust_unaware,e2e_delay_ms,94.707588,0.858358,100,94.539349,94.875826
medium,trust_unaware,active_nodes,50.000000,0.000000,100,50.000000,50.000000
