load_level,baseline_name,metric,mean,std,count,ci95_low,ci95_high
high,nitti_subjective_trust,avg_resource_utility,0.981838,0.000080,100,0.981823,0.981854
high,nitti_subjective_trust,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
high,nitti_subjective_trust,avg_incentive_utility,0.583015,0.003386,100,0.582351,0.583678
high,nitti_subjective_trust,energy_consumed,0.064655,0.000443,100,0.064569,0.064742
high,nitti_subjective_trust,bandwidth_consumed,0.274614,0.002326,100,0.274159,0.275070
high,nitti_subjective_trust,compute_consumed,0.366082,0.003152,100,0.365464,0.366700
high,nitti_subjective_trust,throughput_mbps,36.563840,0.471949,100,36.471338,36.656342
high,nitti_subjective_trust,packet_delivery_ratio,0.653292,0.007945,100,0.651734,0.654849
high,nitti_subjective_trust,e2e_delay_ms,96.759733,0.619282,100,96.638354,96.881112
high,nitti_subjective_trust,active_nodes,49.977240,0.021892,100,49.972949,49.981531
low,nitti_subjective_trust,generated_tasks,1.496600,0.019487,100,1.492780,1.500420
low,nitti_subjective_trust,completed_tasks,1.095560,0.028315,100,1.090010,1.101110
low,nitti_subjective_trust,attempted_interactions,1.496600,0.019487,100,1.492780,1.500420
low,nitti_subjective_trust,successful_cooperations,1.095560,0.028315,100,1.090010,1.101110
low,nitti_subjective_trust,failed_interactions,0.401040,0.024343,100,0.396269,0.405811
low,nitti_subjective_trust,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
low,nitti_subjective_trust,cooperation_rate,0.732640,0.017781,100,0.729155,0.736125
low,nitti_subjective_trust,task_completion_ratio,0.732640,0.017781,100,0.729155,0.736125
low,nitti_subjective_trust,reliability_score,0.732640,0.017781,100,0.729155,0.736125
low,nitti_subjective_trust,resource_efficiency,0.718752,0.017457,100,0.715330,0.722173
low,nitti_subjective_trust,fairness_index,0.699068,0.026333,100,0.693907,0.704229
low,nitti_subjective_trust,trust_stability_index,0.793811,0.005575,100,0.792718,0.794903
low,nitti_subjective_trust,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
low,nitti_subjective_trust,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
low,nitti_subjective_trust,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
low,nitti_subjective_trust,avg_trust,0.560087,0.009120,100,0.558300,0.561875
low,nitti_subjective_trust,trust_variance,0.051547,0.001394,100,0.051274,0.051821
low,nitti_subjective_trust,avg_preference,0.594825,0.007428,100,0.593369,0.596281
low,nitti_subjective_trust,avg_reciprocity,0.636645,0.016727,100,0.633367,0.639924
low,nitti_subjective_trust,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
low,nitti_subjective_trust,avg_total_utility,0.550313,0.010636,100,0.548228,0.552398
low,nitti_subjective_trust,avg_system_utility,0.755918,0.002311,100,0.755465,0.756371
low,nitti_subjective_trust,avg_social_utility,0.479870,0.009803,100,0.477948,0.481791
low,nitti_subjective_trust,avg_resource_utility,0.988874,0.000105,100,0.988853,0.988894
low,nitti_subjective_trust,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
low,nitti_subjective_trust,avg_incentive_utility,0.594258,0.004482,100,0.593380,0.595137
low,nitti_subjective_trust,energy_consumed,0.010686,0.000169,100,0.010652,0.010719
low,nitti_subjective_trust,bandwidth_consumed,0.034505,0.000631,100,0.034382,0.034629
low,nitti_subjective_trust,compute_consumed,0.046067,0.000913,100,0.045888,0.046246
low,nitti_subjective_trust,throughput_mbps,8.764480,0.226521,100,8.720082,8.808878
low,nitti_subjective_trust,packet_delivery_ratio,0.732640,0.017781,100,0.729155,0.736125
low,nitti_subjective_trust,e2e_delay_ms,80.539373,1.847127,100,80.177336,80.901410
low,nitti_subjective_trust,active_nodes,50.000000,0.000000,100,50.000000,50.000000
medium,nitti_subjective_trust,generated_tasks,4.004780,0.039396,100,3.997058,4.012502
medium,nitti_subjective_trust,completed_tasks,2.799480,0.055894,100,2.788525,2.810435
medium,nitti_subjective_trust,attempted_interactions,4.004780,0.039396,100,3.997058,4.012502
medium,nitti_subjective_trust,successful_cooperations,2.799480,0.055894,100,2.788525,2.810435
medium,nitti_subjective_trust,failed_interactions,1.205300,0.043843,100,1.196707,1.213893
medium,nitti_subjective_trust,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
medium,nitti_subjective_trust,cooperation_rate,0.698932,0.011235,100,0.696730,0.701134
medium,nitti_subjective_trust,task_completion_ratio,0.698932,0.011235,100,0.696730,0.701134
medium,nitti_subjective_trust,reliability_score,0.698932,0.011235,100,0.696730,0.701134
medium,nitti_subjective_trust,resource_efficiency,0.681561,0.010939,100,0.679417,0.683705
medium,nitti_subjective_trust,fairness_index,0.776915,0.018764,100,0.773237,0.780592
medium,nitti_subjective_trust,trust_stability_index,0.729318,0.004750,100,0.728387,0.730249
medium,nitti_subjective_trust,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
medium,nitti_subjective_trust,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
medium,nitti_subjective_trust,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
medium,nitti_subjective_trust,avg_trust,0.533206,0.009281,100,0.531387,0.535025
medium,nitti_subjective_trust,trust_variance,0.067670,0.001187,100,0.067438,0.067903
medium,nitti_subjective_trust,avg_preference,0.594181,0.006793,100,0.592849,0.595512
medium,nitti_subjective_trust,avg_reciprocity,0.634977,0.015435,100,0.631952,0.638003
medium,nitti_subjective_trust,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
medium,nitti_subjective_trust,avg_total_utility,0.540538,0.008394,100,0.538893,0.542183
medium,nitti_subjective_trust,avg_system_utility,0.731271,0.001852,100,0.730908,0.731634
medium,nitti_subjective_trust,avg_social_utility,0.480661,0.007755,100,0.479141,0.482181
medium,nitti_subjective_trust,avg_resource_utility,0.985463,0.000088,100,0.985446,0.985481
medium,nitti_subjective_trust,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
medium,nitti_subjective_trust,avg_incentive_utility,0.590736,0.003540,100,0.590043,0.591430
medium,nitti_subjective_trust,energy_consumed,0.033668,0.000384,100,0.033592,0.033743
medium,nitti_subjective_trust,bandwidth_consumed,0.123079,0.001712,100,0.122743,0.123414
medium,nitti_subjective_trust,compute_consumed,0.164143,0.002110,100,0.163729,0.164556
medium,nitti_subjective_trust,throughput_mbps,22.395840,0.447149,100,22.308199,22.483481
medium,nitti_subjective_trust,packet_delivery_ratio,0.698932,0.011235,100,0.696730,0.701134
medium,nitti_subjective_trust,e2e_delay_ms,95.696048,0.800379,100,95.539174,95.852922
medium,nitti_subjective_trust,active_nodes,50.000000,0.000000,100,50.000000,50.000000
extreme,non_agentic_static,generated_tasks,10.497040,0.050738,100,10.487095,10.506985
extreme,non_agentic_static,completed_tasks,4.956380,0.085524,100,4.939617,4.973143
extreme,non_agentic_static,attempted_interactions,9.864740,0.049684,100,9.855002,9.874478
extreme,non_agentic_static,successful_cooperations,4.956380,0.085524,100,4.939617,4.973143
extreme,non_agentic_static,failed_interactions,4.908360,0.078457,100,4.892983,4.923737
extreme,non_agentic_static,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
extreme,non_agentic_static,cooperation_rate,0.502330,0.007924,100,0.500777,0.503883
extreme,non_agentic_static,task_completion_ratio,0.472439,0.007466,100,0.470975,0.473902
extreme,non_agentic_static,reliability_score,0.502330,0.007924,100,0.500777,0.503883
extreme,non_agentic_static,resource_efficiency,0.455374,0.007197,100,0.453964,0.456785
extreme,non_agentic_static,fairness_index,0.882821,0.008323,100,0.881190,0.884453
extreme,non_agentic_static,trust_stability_index,0.678068,0.003178,100,0.677445,0.678691
extreme,non_agentic_static,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
extreme,non_agentic_static,candidate_privacy_risk,0.470211,0.001853,100,0.469847,0.470574
extreme,non_agentic_static,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
extreme,non_agentic_static,avg_trust,0.523537,0.006028,100,0.522355,0.524718
extreme,non_agentic_static,trust_variance,0.080483,0.000795,100,0.080327,0.080639
extreme,non_agentic_static,avg_preference,0.586048,0.004737,100,0.585119,0.586976
extreme,non_agentic_static,avg_reciprocity,0.551650,0.009960,100,0.549697,0.553602
extreme,non_agentic_static,avg_privacy_risk,0.470211,0.001853,100,0.469847,0.470574
extreme,non_agentic_static,avg_total_utility,0.504128,0.001469,100,0.503840,0.504417
extreme,non_agentic_static,avg_system_utility,0.594367,0.001058,100,0.594160,0.594575
extreme,non_agentic_static,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
extreme,non_agentic_static,avg_resource_utility,0.977786,0.000101,100,0.977766,0.977806
extreme,non_agentic_static,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
extreme,non_agentic_static,avg_incentive_utility,0.578684,0.000166,100,0.578651,0.578717
extreme,non_agentic_static,energy_consumed,0.099497,0.000670,100,0.099366,0.099629
extreme,non_agentic_static,bandwidth_consumed,0.481063,0.003929,100,0.480293,0.481833
extreme,non_agentic_static,compute_consumed,0.641837,0.004766,100,0.640903,0.642772
extreme,non_agentic_static,throughput_mbps,39.651040,0.684190,100,39.516939,39.785141
extreme,non_agentic_static,packet_delivery_ratio,0.502330,0.007924,100,0.500777,0.503883
extreme,non_agentic_static,e2e_delay_ms,96.872943,0.395218,100,96.795480,96.950405
extreme,non_agentic_static,active_nodes,44.676700,0.251969,100,44.627314,44.726086
high,non_agentic_static,generated_tasks,6.998520,0.035765,100,6.991510,7.005530
high,non_agentic_static,completed_tasks,3.916560,0.064258,100,3.903965,3.929155
high,non_agentic_static,attempted_interactions,6.950760,0.034497,100,6.943999,6.957521
high,non_agentic_static,successful_cooperations,3.916560,0.064258,100,3.903965,3.929155
high,non_agentic_static,failed_interactions,3.034200,0.062225,100,3.022004,3.046396
high,non_agentic_static,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
high,non_agentic_static,cooperation_rate,0.563452,0.008665,100,0.561754,0.565151
high,non_agentic_static,task_completion_ratio,0.559650,0.008731,100,0.557939,0.561361
high,non_agentic_static,reliability_score,0.563452,0.008665,100,0.561754,0.565151
high,non_agentic_static,resource_efficiency,0.542322,0.008459,100,0.540664,0.543980
high,non_agentic_static,fairness_index,0.767857,0.013898,100,0.765133,0.770581
high,non_agentic_static,trust_stability_index,0.720338,0.004443,100,0.719467,0.721209
high,non_agentic_static,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
high,non_agentic_static,candidate_privacy_risk,0.496623,0.000832,100,0.496460,0.496786
high,non_agentic_static,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
high,non_agentic_static,avg_trust,0.550288,0.008264,100,0.548669,0.551908
high,non_agentic_static,trust_variance,0.069915,0.001111,100,0.069698,0.070133
high,non_agentic_static,avg_preference,0.598142,0.006324,100,0.596903,0.599382
high,non_agentic_static,avg_reciprocity,0.582369,0.012731,100,0.579874,0.584865
high,non_agentic_static,avg_privacy_risk,0.496623,0.000832,100,0.496460,0.496786
high,non_agentic_static,avg_total_utility,0.563930,0.002113,100,0.563516,0.564344
high,non_agentic_static,avg_system_utility,0.636235,0.001526,100,0.635935,0.636534
high,non_agentic_static,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
high,non_agentic_static,avg_resource_utility,0.981839,0.000093,100,0.981821,0.981857
high,non_agentic_static,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
high,non_agentic_static,avg_incentive_utility,0.585071,0.000238,100,0.585025,0.585118
high,non_agentic_static,energy_consumed,0.064225,0.000482,100,0.064131,0.064320
high,non_agentic_static,bandwidth_consumed,0.272511,0.002392,100,0.272043,0.272980
high,non_agentic_static,compute_consumed,0.363913,0.003180,100,0.363289,0.364536
high,non_agentic_static,throughput_mbps,31.332480,0.514067,100,31.231723,31.433237
high,non_agentic_static,packet_delivery_ratio,0.563452,0.008665,100,0.561754,0.565151
high,non_agentic_static,e2e_delay_ms,96.638055,0.544811,100,96.531272,96.744838
high,non_agentic_static,active_nodes,49.378300,0.085209,100,49.361599,49.395001
low,non_agentic_static,generated_tasks,1.496600,0.019487,100,1.492780,1.500420
low,non_agentic_static,completed_tasks,0.982620,0.025433,100,0.977635,0.987605
low,non_agentic_static,attempted_interactions,1.496600,0.019487,100,1.492780,1.500420
low,non_agentic_static,successful_cooperations,0.982620,0.025433,100,0.977635,0.987605
low,non_agentic_static,failed_interactions,0.513980,0.024165,100,0.509244,0.518716
low,non_agentic_static,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
low,non_agentic_static,cooperation_rate,0.656850,0.016407,100,0.653634,0.660066
low,non_agentic_static,task_completion_ratio,0.656850,0.016407,100,0.653634,0.660066
low,non_agentic_static,reliability_score,0.656850,0.016407,100,0.653634,0.660066
low,non_agentic_static,resource_efficiency,0.644404,0.016104,100,0.641247,0.647560
low,non_agentic_static,fairness_index,0.657750,0.028137,100,0.652236,0.663265
low,non_agentic_static,trust_stability_index,0.804420,0.004603,100,0.803518,0.805322
low,non_agentic_static,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
low,non_agentic_static,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
low,non_agentic_static,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
low,non_agentic_static,avg_trust,0.565141,0.008325,100,0.563510,0.566773
low,non_agentic_static,trust_variance,0.048895,0.001151,100,0.048669,0.049121
low,non_agentic_static,avg_preference,0.592271,0.006744,100,0.590949,0.593592
low,non_agentic_static,avg_reciprocity,0.610411,0.015813,100,0.607311,0.613510
low,non_agentic_static,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
low,non_agentic_static,avg_total_utility,0.656566,0.002615,100,0.656054,0.657079
low,non_agentic_static,avg_system_utility,0.701058,0.001937,100,0.700678,0.701438
low,non_agentic_static,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
low,non_agentic_static,avg_resource_utility,0.988874,0.000105,100,0.988853,0.988894
low,non_agentic_static,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
low,non_agentic_static,avg_incentive_utility,0.595031,0.000318,100,0.594969,0.595094
low,non_agentic_static,energy_consumed,0.010686,0.000169,100,0.010652,0.010719
low,non_agentic_static,bandwidth_consumed,0.034505,0.000631,100,0.034382,0.034629
low,non_agentic_static,compute_consumed,0.046067,0.000913,100,0.045888,0.046246
low,non_agentic_static,throughput_mbps,7.860960,0.203465,100,7.821081,7.900839
low,non_agentic_static,packet_delivery_ratio,0.656850,0.016407,100,0.653634,0.660066
low,non_agentic_static,e2e_delay_ms,74.695369,1.778829,100,74.346718,75.044019
low,non_agentic_static,active_nodes,50.000000,0.000000,100,50.000000,50.000000
medium,non_agentic_static,generated_tasks,4.004780,0.039396,100,3.997058,4.012502
medium,non_agentic_static,completed_tasks,2.483560,0.054611,100,2.472856,2.494264
medium,non_agentic_static,attempted_interactions,4.004780,0.039396,100,3.997058,4.012502
medium,non_agentic_static,successful_cooperations,2.483560,0.054611,100,2.472856,2.494264
medium,non_agentic_static,failed_interactions,1.521220,0.047182,100,1.511972,1.530468
medium,non_agentic_static,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
medium,non_agentic_static,cooperation_rate,0.620043,0.011737,100,0.617742,0.622344
medium,non_agentic_static,task_completion_ratio,0.620043,0.011737,100,0.617742,0.622344
medium,non_agentic_static,reliability_score,0.620043,0.011737,100,0.617742,0.622344
medium,non_agentic_static,resource_efficiency,0.604632,0.011439,100,0.602390,0.606874
medium,non_agentic_static,fairness_index,0.706218,0.018922,100,0.702509,0.709927
medium,non_agentic_static,trust_stability_index,0.754776,0.004649,100,0.753865,0.755688
medium,non_agentic_static,privacy_exposure_risk,0.500000,0.000000,100,0.500000,0.500000
medium,non_agentic_static,candidate_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
medium,non_agentic_static,accepted_privacy_exposure,0.500000,0.000000,100,0.500000,0.500000
medium,non_agentic_static,avg_trust,0.567963,0.008686,100,0.566261,0.569666
medium,non_agentic_static,trust_variance,0.061306,0.001162,100,0.061078,0.061534
medium,non_agentic_static,avg_preference,0.604914,0.006633,100,0.603614,0.606214
medium,non_agentic_static,avg_reciprocity,0.607437,0.013336,100,0.604824,0.610051
medium,non_agentic_static,avg_privacy_risk,0.500000,0.000000,100,0.500000,0.500000
medium,non_agentic_static,avg_total_utility,0.620032,0.002305,100,0.619580,0.620483
medium,non_agentic_static,avg_system_utility,0.675491,0.001697,100,0.675158,0.675823
medium,non_agentic_static,avg_social_utility,0.500000,0.000000,100,0.500000,0.500000
medium,non_agentic_static,avg_resource_utility,0.985463,0.000088,100,0.985446,0.985481
medium,non_agentic_static,avg_privacy_utility,0.500000,0.000000,100,0.500000,0.500000
medium,non_agentic_static,avg_incentive_utility,0.591039,0.000273,100,0.590986,0.591092
medium,non_agentic_static,energy_consumed,0.033668,0.000384,100,0.033592,0.033743
medium,non_agentic_static,bandwidth_consumed,0.123079,0.001712,100,0.122743,0.123414
medium,non_agentic_static,compute_consumed,0.164143,0.002110,100,0.163729,0.164556
medium,non_agentic_static,throughput_mbps,19.868480,0.436887,100,19.782850,19.954110
medium,non_agentic_static,packet_delivery_ratio,0.620043,0.011737,100,0.617742,0.622344
medium,non_agentic_static,e2e_delay_ms,94.277976,0.845774,100,94.112204,94.443748
medium,non_agentic_static,active_nodes,50.000000,0.000000,100,50.000000,50.000000
extreme,proposed,generated_tasks,10.500540,0.050384,100,10.490665,10.510415
extreme,proposed,completed_tasks,6.092120,0.133235,100,6.066006,6.118234
extreme,proposed,attempted_interactions,9.380780,0.147734,100,9.351824,9.409736
extreme,proposed,successful_cooperations,6.092120,0.133235,100,6.066006,6.118234
extreme,proposed,failed_interactions,3.288660,0.077283,100,3.273513,3.303807
extreme,proposed,blocked_privacy_interactions,1.034780,0.152991,100,1.004794,1.064766
extreme,proposed,cooperation_rate,0.649388,0.007749,100,0.647869,0.650906
extreme,proposed,task_completion_ratio,0.580326,0.012530,100,0.577871,0.582782
extreme,proposed,reliability_score,0.584870,0.012948,100,0.582332,0.587408
extreme,proposed,resource_efficiency,0.560183,0.011913,100,0.557848,0.562518
extreme,proposed,fairness_index,0.923838,0.006253,100,0.922612,0.925063
extreme,proposed,trust_stability_index,0.690948,0.006932,100,0.689589,0.692307
extreme,proposed,privacy_exposure_risk,0.522974,0.006137,100,0.521771,0.524177
extreme,proposed,candidate_privacy_risk,0.582661,0.004123,100,0.581853,0.583469
extreme,proposed,accepted_privacy_exposure,0.522974,0.006137,100,0.521771,0.524177
extreme,proposed,avg_trust,0.446448,0.008250,100,0.444831,0.448065
extreme,proposed,trust_variance,0.077263,0.001733,100,0.076923,0.077603
extreme,proposed,avg_preference,0.564831,0.006091,100,0.563637,0.566025
extreme,proposed,avg_reciprocity,0.559505,0.015447,100,0.556477,0.562532
extreme,proposed,avg_privacy_risk,0.461545,0.010791,100,0.459430,0.463660
extreme,proposed,avg_total_utility,0.713969,0.002345,100,0.713510,0.714429
extreme,proposed,avg_system_utility,0.696639,0.001616,100,0.696322,0.696955
extreme,proposed,avg_social_utility,0.689207,0.004627,100,0.688300,0.690114
extreme,proposed,avg_resource_utility,0.977792,0.000103,100,0.977771,0.977812
extreme,proposed,avg_privacy_utility,0.477026,0.006137,100,0.475823,0.478229
extreme,proposed,avg_incentive_utility,0.748990,0.004061,100,0.748194,0.749786
extreme,proposed,energy_consumed,0.094565,0.001504,100,0.094270,0.094860
extreme,proposed,bandwidth_consumed,0.457745,0.007413,100,0.456292,0.459198
extreme,proposed,compute_consumed,0.610285,0.010056,100,0.608314,0.612256
extreme,proposed,throughput_mbps,48.736960,1.065880,100,48.528047,48.945873
extreme,proposed,packet_delivery_ratio,0.649388,0.007749,100,0.647869,0.650906
extreme,proposed,e2e_delay_ms,96.507695,0.491119,100,96.411435,96.603954
extreme,proposed,active_nodes,49.239500,0.176883,100,49.204831,49.274169
high,proposed,generated_tasks,6.997880,0.038434,100,6.990347,7.005413
high,proposed,completed_tasks,4.850680,0.085798,100,4.833864,4.867496
high,proposed,attempted_interactions,6.665340,0.070733,100,6.651476,6.679204
high,proposed,successful_cooperations,4.850680,0.085798,100,4.833864,4.867496
high,proposed,failed_interactions,1.814660,0.059765,100,1.802946,1.826374
high,proposed,blocked_privacy_interactions,0.332260,0.068358,100,0.318862,0.345658
high,proposed,cooperation_rate,0.727692,0.009410,100,0.725848,0.729537
high,proposed,task_completion_ratio,0.693173,0.012457,100,0.690731,0.695615
high,proposed,reliability_score,0.693201,0.012459,100,0.690759,0.695643
high,proposed,resource_efficiency,0.672418,0.011968,100,0.670072,0.674764
high,proposed,fairness_index,0.869820,0.011882,100,0.867491,0.872149
high,proposed,trust_stability_index,0.701818,0.005644,100,0.700712,0.702924
high,proposed,privacy_exposure_risk,0.467691,0.006325,100,0.466451,0.468931
high,proposed,candidate_privacy_risk,0.537675,0.004889,100,0.536717,0.538634
high,proposed,accepted_privacy_exposure,0.467691,0.006325,100,0.466451,0.468931
high,proposed,avg_trust,0.480158,0.007736,100,0.478642,0.481674
high,proposed,trust_variance,0.074546,0.001411,100,0.074269,0.074822
high,proposed,avg_preference,0.581012,0.005784,100,0.579878,0.582145
high,proposed,avg_reciprocity,0.596163,0.015826,100,0.593061,0.599264
high,proposed,avg_privacy_risk,0.442311,0.007900,100,0.440763,0.443860
high,proposed,avg_total_utility,0.755121,0.002759,100,0.754580,0.755661
high,proposed,avg_system_utility,0.750739,0.001800,100,0.750386,0.751092
high,proposed,avg_social_utility,0.732864,0.005280,100,0.731829,0.733899
high,proposed,avg_resource_utility,0.981839,0.000094,100,0.981820,0.981857
high,proposed,avg_privacy_utility,0.532309,0.006325,100,0.531069,0.533549
high,proposed,avg_incentive_utility,0.788193,0.004011,100,0.787407,0.788979
high,proposed,energy_consumed,0.061616,0.000705,100,0.061478,0.061755
high,proposed,bandwidth_consumed,0.261400,0.003402,100,0.260733,0.262067
high,proposed,compute_consumed,0.348908,0.004541,100,0.348018,0.349798
high,proposed,throughput_mbps,38.805440,0.686381,100,38.670909,38.939971
high,proposed,packet_delivery_ratio,0.727692,0.009410,100,0.725848,0.729537
high,proposed,e2e_delay_ms,96.557073,0.622220,100,96.435118,96.679028
high,proposed,active_nodes,49.997300,0.006053,100,49.996114,49.998486
low,proposed,generated_tasks,1.495860,0.019456,100,1.492047,1.499673
low,proposed,completed_tasks,1.224920,0.029326,100,1.219172,1.230668
low,proposed,attempted_interactions,1.495460,0.019430,100,1.491652,1.499268
low,proposed,successful_cooperations,1.224920,0.029326,100,1.219172,1.230668
low,proposed,failed_interactions,0.270540,0.023388,100,0.265956,0.275124
low,proposed,blocked_privacy_interactions,0.000400,0.000853,100,0.000233,0.000567
low,proposed,cooperation_rate,0.819210,0.016534,100,0.815969,0.822451
low,proposed,task_completion_ratio,0.819110,0.016586,100,0.815859,0.822361
low,proposed,reliability_score,0.819110,0.016586,100,0.815859,0.822361
low,proposed,resource_efficiency,0.803580,0.016281,100,0.800389,0.806771
low,proposed,fairness_index,0.745292,0.023608,100,0.740665,0.749919
low,proposed,trust_stability_index,0.795876,0.006171,100,0.794666,0.797085
low,proposed,privacy_exposure_risk,0.319404,0.005992,100,0.318230,0.320578
low,proposed,candidate_privacy_risk,0.374224,0.007693,100,0.372717,0.375732
low,proposed,accepted_privacy_exposure,0.319404,0.005992,100,0.318230,0.320578
low,proposed,avg_trust,0.574454,0.008784,100,0.572733,0.576176
low,proposed,trust_variance,0.051031,0.001543,100,0.050729,0.051333
low,proposed,avg_preference,0.610487,0.007558,100,0.609005,0.611968
low,proposed,avg_reciprocity,0.645878,0.019594,100,0.642038,0.649719
low,proposed,avg_privacy_risk,0.319361,0.005992,100,0.318187,0.320536
low,proposed,avg_total_utility,0.803611,0.003216,100,0.802981,0.804241
low,proposed,avg_system_utility,0.815889,0.001971,100,0.815503,0.816276
low,proposed,avg_social_utility,0.747024,0.006657,100,0.745720,0.748329
low,proposed,avg_resource_utility,0.988753,0.000495,100,0.988656,0.988850
low,proposed,avg_privacy_utility,0.680476,0.006000,100,0.679300,0.681652
low,proposed,avg_incentive_utility,0.796589,0.005595,100,0.795492,0.797685
low,proposed,energy_consumed,0.010672,0.000173,100,0.010638,0.010706
low,proposed,bandwidth_consumed,0.034472,0.000633,100,0.034348,0.034596
low,proposed,compute_consumed,0.046045,0.000938,100,0.045861,0.046228
low,proposed,throughput_mbps,9.799360,0.234605,100,9.753377,9.845343
low,proposed,packet_delivery_ratio,0.819210,0.016534,100,0.815969,0.822451
low,proposed,e2e_delay_ms,86.062787,1.600576,100,85.749074,86.376500
low,proposed,active_nodes,50.000000,0.000000,100,50.000000,50.000000
medium,proposed,generated_tasks,3.998220,0.040412,100,3.990299,4.006141
medium,proposed,completed_tasks,3.096820,0.053089,100,3.086415,3.107225
medium,proposed,attempted_interactions,3.966640,0.042654,100,3.958280,3.975000
medium,proposed,successful_cooperations,3.096820,0.053089,100,3.086415,3.107225
medium,proposed,failed_interactions,0.869820,0.038350,100,0.862303,0.877337
medium,proposed,blocked_privacy_interactions,0.031580,0.014401,100,0.028757,0.034403
medium,proposed,cooperation_rate,0.780684,0.009735,100,0.778776,0.782592
medium,proposed,task_completion_ratio,0.774565,0.010498,100,0.772507,0.776622
medium,proposed,reliability_score,0.774565,0.010498,100,0.772507,0.776622
medium,proposed,resource_efficiency,0.755428,0.010221,100,0.753425,0.757431
medium,proposed,fairness_index,0.831050,0.014397,100,0.828228,0.833871
medium,proposed,trust_stability_index,0.721868,0.005458,100,0.720798,0.722937
medium,proposed,privacy_exposure_risk,0.394460,0.006291,100,0.393227,0.395693
medium,proposed,candidate_privacy_risk,0.458596,0.006770,100,0.457269,0.459923
medium,proposed,accepted_privacy_exposure,0.394460,0.006291,100,0.393227,0.395693
medium,proposed,avg_trust,0.530139,0.008210,100,0.528530,0.531748
medium,proposed,trust_variance,0.069533,0.001364,100,0.069266,0.069800
medium,proposed,avg_preference,0.602093,0.006662,100,0.600787,0.603398
medium,proposed,avg_reciprocity,0.625989,0.016186,100,0.622817,0.629162
medium,proposed,avg_privacy_risk,0.390950,0.006128,100,0.389749,0.392151
medium,proposed,avg_total_utility,0.786965,0.002987,100,0.786380,0.787550
medium,proposed,avg_system_utility,0.788192,0.001658,100,0.787867,0.788517
medium,proposed,avg_social_utility,0.756930,0.005618,100,0.755829,0.758031
medium,proposed,avg_resource_utility,0.985466,0.000091,100,0.985448,0.985484
medium,proposed,avg_privacy_utility,0.605540,0.006291,100,0.604307,0.606773
medium,proposed,avg_incentive_utility,0.807891,0.004360,100,0.807036,0.808745
medium,proposed,energy_consumed,0.033306,0.000402,100,0.033228,0.033385
medium,proposed,bandwidth_consumed,0.121974,0.001636,100,0.121654,0.122295
medium,proposed,compute_consumed,0.162526,0.002525,100,0.162032,0.163021
medium,proposed,throughput_mbps,24.774560,0.424711,100,24.691317,24.857803
medium,proposed,packet_delivery_ratio,0.780684,0.009735,100,0.778776,0.782592
medium,proposed,e2e_delay_ms,96.105253,0.708173,100,95.966451,96.244055
medium,proposed,active_nodes,50.000000,0.000000,100,50.000000,50.000000
extreme,standard_marl_no_social,generated_tasks,10.495360,0.046490,100,10.486248,10.504472
extreme,standard_marl_no_social,completed_tasks,6.742720,0.075052,100,6.728010,6.757430
extreme,standard_marl_no_social,attempted_interactions,10.494960,0.046414,100,10.485863,10.504057
extreme,standard_marl_no_social,successful_cooperations,6.742720,0.075052,100,6.728010,6.757430
extreme,standard_marl_no_social,failed_interactions,3.752240,0.069273,100,3.738662,3.765818
extreme,standard_marl_no_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
