family,load_level,attack,attacker_fraction,focal,comparator,n_pairs,mean_focal,mean_comparator,mean_difference,median_difference,ci95_low,ci95_high,t_statistic,p_raw,cohens_dz,common_language_probability,p_holm,q_bh,holm_significant_0_05,bh_significant_0_05,relative_difference_pct
attacks,high,bad_mouthing,0.1,proposed,greedy_utility,50,0.7257019000000001,0.72556714,0.00013476000000000487,0.0002014999999999656,-0.0032081895640292874,0.0034777095640292975,0.0810094061452532,0.9357644560778332,0.011456460085040742,0.52,0.9357644560778332,0.9357644560778332,False,False,0.0185730572087381
attacks,high,bad_mouthing,0.1,proposed,nitti_subjective_trust,50,0.7257019000000001,0.6525883399999999,0.07311356000000002,0.07183450000000002,0.07003295793804058,0.07619416206195946,47.694313228144914,9.936787047451594e-43,6.744994461531305,1.0,4.968393523725796e-41,4.23969580691268e-42,True,True,11.203626469942757
attacks,high,bad_mouthing,0.2,proposed,greedy_utility,50,0.72310244,0.72556714,-0.002464700000000002,-0.001271499999999981,-0.005862916297652387,0.0009335162976523833,-1.4575293780958432,0.1513498295578929,-0.2061257814060364,0.38,0.45404948867367867,0.15623208212427653,False,False,-0.3396928918252833
attacks,high,bad_mouthing,0.2,proposed,nitti_subjective_trust,50,0.72310244,0.6525883399999999,0.07051410000000001,0.06995200000000001,0.0669971619627049,0.07403103803729512,40.29169343496294,3.152580697204486e-39,5.698105930670358,1.0,1.3556096997979291e-37,8.996088887038714e-39,True,True,10.805295724407214
attacks,high,bad_mouthing,0.3,proposed,greedy_utility,50,0.71957222,0.72556714,-0.005994919999999999,-0.005729999999999957,-0.008969662689829643,-0.0030201773101703557,-4.049843645892188,0.00018211457747316113,-0.5727343809511234,0.24,0.001456916619785289,0.00020447952558390022,True,True,-0.8262391816696659
attacks,high,bad_mouthing,0.3,proposed,nitti_subjective_trust,50,0.71957222,0.6525883399999999,0.06698388000000001,0.067857,0.06436010373532473,0.06960765626467529,51.303591829502395,2.9838231666284924e-44,7.255423536373579,1.0,1.6112645099793857e-42,1.7360425696747592e-43,True,True,10.264339077832746
attacks,high,bad_mouthing,0.4,proposed,greedy_utility,50,0.71951714,0.72556714,-0.006050000000000007,-0.0072884999999999756,-0.009305808089861348,-0.002794191910138666,-3.734228139088412,0.0004910814519256347,-0.5280996079294077,0.36,0.003297769526585854,0.0005326985241227224,True,True,-0.8338304846605934
attacks,high,bad_mouthing,0.4,proposed,nitti_subjective_trust,50,0.71951714,0.6525883399999999,0.06692880000000001,0.0662295,0.06358891461882779,0.07026868538117223,40.27038169901796,3.232969443779538e-39,5.695091996069248,1.0,1.357847166387406e-37,8.996088887038714e-39,True,True,10.255898841220487
attacks,high,ballot_stuffing,0.1,proposed,greedy_utility,50,0.7275404400000001,0.72556714,0.0019733,0.001562999999999981,-0.0012522282931002704,0.005198828293100271,1.2294094036966658,0.22478925770008656,0.17386474524168444,0.54,0.45404948867367867,0.2283573411556435,False,False,0.2719665612199582
attacks,high,ballot_stuffing,0.1,proposed,nitti_subjective_trust,50,0.7275404400000001,0.6525883399999999,0.07495210000000001,0.076652,0.07206969883801168,0.07783450116198834,52.25569782484151,1.2312646885599303e-44,7.390071657516111,1.0,6.771955787079617e-43,7.880094006783554e-44,True,True,11.485356909686745
