model,attack,fraction,defense,load,run_id,adaptive_mu,generated_tasks,completed_tasks,attempted_interactions,successful_cooperations,failed_interactions,blocked_privacy_interactions,cooperation_rate,task_completion_ratio,reliability_score,resource_efficiency,fairness_index,trust_stability_index,privacy_exposure_risk,candidate_privacy_risk,accepted_privacy_exposure,avg_trust,trust_variance,avg_preference,avg_reciprocity,avg_privacy_risk,avg_total_utility,avg_system_utility,avg_social_utility,avg_resource_utility,avg_privacy_utility,avg_incentive_utility,energy_consumed,bandwidth_consumed,compute_consumed,throughput_mbps,packet_delivery_ratio,e2e_delay_ms,active_nodes,reputation_honest,reputation_attacker,reputation_separation,attacker_defection_rate,whitewash_events,decision_distortion,decision_distortion_evidenced,decision_distortion_counterfactual,decision_distortion_counterfactual_evidenced
greedy_utility,none,0.0,True,high,16,True,6.970000,5.048000,6.970000,5.048000,1.922000,0.000000,0.725536,0.725536,0.725536,0.702880,0.910592,0.754212,0.500000,0.500000,0.500000,0.632086,0.061447,0.668881,0.701925,0.500000,0.804334,0.748099,0.622725,0.981781,0.500000,0.600880,0.065144,0.276919,0.361596,40.384000,0.725536,98.583384,50.000000,0.793484,nan,nan,0.000000,0.000000,0.085813,0.062051,0.095685,0.080085
greedy_utility,none,0.0,True,high,17,True,7.000000,5.120000,7.000000,5.120000,1.880000,0.000000,0.730679,0.730679,0.730679,0.707884,0.936238,0.745232,0.500000,0.500000,0.500000,0.628966,0.063692,0.671092,0.730950,0.500000,0.807202,0.751815,0.625430,0.981812,0.500000,0.601569,0.064910,0.274287,0.368088,40.960000,0.730679,97.044314,50.000000,0.787030,nan,nan,0.000000,0.000000,0.084556,0.062565,0.095056,0.080797
greedy_utility,none,0.0,True,high,18,True,7.042000,5.072000,7.042000,5.072000,1.970000,0.000000,0.721131,0.721131,0.721131,0.698802,0.937390,0.753496,0.500000,0.500000,0.500000,0.626579,0.061626,0.660943,0.693860,0.500000,0.806687,0.751289,0.623855,0.981914,0.500000,0.601514,0.065330,0.276602,0.364588,40.576000,0.721131,97.015644,50.000000,0.804854,nan,nan,0.000000,0.000000,0.079536,0.059699,0.089826,0.076069
greedy_utility,none,0.0,True,high,19,True,7.052000,5.120000,7.052000,5.120000,1.932000,0.000000,0.725071,0.725071,0.725071,0.702643,0.938861,0.751086,0.500000,0.500000,0.500000,0.622459,0.062228,0.662761,0.706495,0.500000,0.804119,0.748044,0.622041,0.981950,0.500000,0.600936,0.065233,0.275218,0.367232,40.960000,0.725071,98.192501,50.000000,0.796529,nan,nan,0.000000,0.000000,0.084860,0.063452,0.096616,0.083912
greedy_utility,none,0.0,True,high,2,True,7.018000,5.028000,7.018000,5.028000,1.990000,0.000000,0.716500,0.716500,0.716500,0.694031,0.928424,0.739967,0.500000,0.500000,0.500000,0.622338,0.065008,0.664714,0.707670,0.500000,0.804815,0.749393,0.622693,0.981715,0.500000,0.601222,0.064933,0.279034,0.368892,40.224000,0.716500,96.973789,50.000000,0.780029,nan,nan,0.000000,0.000000,0.076829,0.052985,0.083791,0.065251
greedy_utility,none,0.0,True,high,20,True,6.950000,5.022000,6.950000,5.022000,1.928000,0.000000,0.721845,0.721845,0.721845,0.699335,0.920755,0.749817,0.500000,0.500000,0.500000,0.628552,0.062546,0.666683,0.703072,0.500000,0.804213,0.748228,0.623114,0.981800,0.500000,0.600956,0.064376,0.274601,0.363312,40.176000,0.721845,98.020959,50.000000,0.836800,nan,nan,0.000000,0.000000,0.074311,0.047373,0.082765,0.061319
greedy_utility,none,0.0,True,high,21,True,6.992000,5.142000,6.992000,5.142000,1.850000,0.000000,0.735464,0.735464,0.735464,0.712532,0.919052,0.756769,0.500000,0.500000,0.500000,0.621917,0.060808,0.658609,0.693136,0.500000,0.802807,0.747147,0.621346,0.981868,0.500000,0.600895,0.065170,0.272557,0.365244,41.136000,0.735464,97.541353,50.000000,0.838849,nan,nan,0.000000,0.000000,0.082666,0.054134,0.091208,0.069612
greedy_utility,none,0.0,True,high,22,True,6.954000,5.064000,6.954000,5.064000,1.890000,0.000000,0.727464,0.727464,0.727464,0.704926,0.926484,0.759788,0.500000,0.500000,0.500000,0.630324,0.060053,0.670736,0.717915,0.500000,0.805582,0.749886,0.623713,0.981961,0.500000,0.601268,0.064045,0.269758,0.362876,40.512000,0.727464,97.608186,50.000000,0.802198,nan,nan,0.000000,0.000000,0.079622,0.059427,0.090476,0.077173
greedy_utility,none,0.0,True,high,23,True,7.062000,5.138000,7.062000,5.138000,1.924000,0.000000,0.727155,0.727155,0.727155,0.704552,0.930049,0.761230,0.500000,0.500000,0.500000,0.623035,0.059693,0.663748,0.726404,0.500000,0.807785,0.752643,0.626178,0.981852,0.500000,0.601740,0.064962,0.279013,0.367405,41.104000,0.727155,96.654399,50.000000,0.760169,nan,nan,0.000000,0.000000,0.074562,0.048126,0.081621,0.060832
greedy_utility,none,0.0,True,high,24,True,7.044000,5.068000,7.044000,5.068000,1.976000,0.000000,0.720155,0.720155,0.720155,0.697823,0.931538,0.741338,0.500000,0.500000,0.500000,0.620849,0.064665,0.663835,0.709282,0.500000,0.804966,0.749578,0.623480,0.981895,0.500000,0.601284,0.065544,0.275104,0.367697,40.544000,0.720155,96.997165,50.000000,0.779970,nan,nan,0.000000,0.000000,0.085146,0.069129,0.100008,0.094955
greedy_utility,none,0.0,True,high,25,True,7.010000,5.064000,7.010000,5.064000,1.946000,0.000000,0.722012,0.722012,0.722012,0.699743,0.924999,0.754511,0.500000,0.500000,0.500000,0.633297,0.061372,0.670523,0.697722,0.500000,0.805960,0.750528,0.622669,0.982011,0.500000,0.601421,0.064724,0.272993,0.362157,40.512000,0.722012,97.410593,50.000000,0.792087,nan,nan,0.000000,0.000000,0.081869,0.055735,0.090037,0.070721
greedy_utility,none,0.0,True,high,26,True,6.972000,5.078000,6.972000,5.078000,1.894000,0.000000,0.727964,0.727964,0.727964,0.705428,0.924122,0.745371,0.500000,0.500000,0.500000,0.619162,0.063657,0.661860,0.713774,0.500000,0.803577,0.748096,0.621223,0.981948,0.500000,0.601075,0.064230,0.273717,0.359995,40.624000,0.727964,96.954633,50.000000,0.741733,nan,nan,0.000000,0.000000,0.080149,0.064366,0.090647,0.081629
greedy_utility,none,0.0,True,high,27,True,7.018000,5.034000,7.018000,5.034000,1.984000,0.000000,0.716202,0.716202,0.716202,0.693819,0.922567,0.739695,0.500000,0.500000,0.500000,0.616254,0.065076,0.661541,0.703279,0.500000,0.806638,0.751450,0.625370,0.981793,0.500000,0.601561,0.065153,0.274084,0.370802,40.272000,0.716202,97.071975,50.000000,0.802175,nan,nan,0.000000,0.000000,0.081123,0.055266,0.089202,0.070466
greedy_utility,none,0.0,True,high,28,True,7.028000,5.038000,7.028000,5.038000,1.990000,0.000000,0.716512,0.716512,0.716512,0.694230,0.929876,0.741436,0.500000,0.500000,0.500000,0.611742,0.064641,0.656576,0.696441,0.500000,0.803364,0.748465,0.621458,0.981857,0.500000,0.601238,0.064452,0.274616,0.369324,40.304000,0.716512,95.910417,50.000000,0.797144,nan,nan,0.000000,0.000000,0.084256,0.061737,0.095617,0.081975
greedy_utility,none,0.0,True,high,29,True,7.024000,5.134000,7.024000,5.134000,1.890000,0.000000,0.732452,0.732452,0.732452,0.709593,0.913258,0.742381,0.500000,0.500000,0.500000,0.618613,0.064405,0.661459,0.693610,0.500000,0.803043,0.747851,0.621020,0.981792,0.500000,0.601080,0.064986,0.275073,0.370629,41.072000,0.732452,96.741183,50.000000,0.807532,nan,nan,0.000000,0.000000,0.083075,0.053175,0.092422,0.070855
greedy_utility,none,0.0,True,high,3,True,6.940000,5.048000,6.940000,5.048000,1.892000,0.000000,0.727869,0.727869,0.727869,0.705164,0.931491,0.760803,0.500000,0.500000,0.500000,0.635029,0.059799,0.672993,0.720486,0.500000,0.805257,0.750339,0.623092,0.981812,0.500000,0.601477,0.063955,0.274983,0.361195,40.384000,0.727869,96.240617,50.000000,0.796376,nan,nan,0.000000,0.000000,0.081255,0.059417,0.089388,0.073550
greedy_utility,none,0.0,True,high,30,True,6.996000,5.184000,6.996000,5.184000,1.812000,0.000000,0.742345,0.742345,0.742345,0.719148,0.925235,0.748897,0.500000,0.500000,0.500000,0.625234,0.062776,0.664692,0.705544,0.500000,0.806274,0.750874,0.624407,0.981767,0.500000,0.601433,0.065170,0.274956,0.368432,41.472000,0.742345,97.168547,50.000000,0.784105,nan,nan,0.000000,0.000000,0.079395,0.055810,0.088001,0.071188
greedy_utility,none,0.0,True,high,31,True,6.994000,5.108000,6.994000,5.108000,1.886000,0.000000,0.730048,0.730048,0.730048,0.707319,0.917165,0.756353,0.500000,0.500000,0.500000,0.641940,0.060912,0.677621,0.725077,0.500000,0.805341,0.750142,0.622810,0.981872,0.500000,0.601398,0.065054,0.273385,0.365670,40.864000,0.730048,96.767386,50.000000,0.807214,nan,nan,0.000000,0.000000,0.077026,0.053474,0.084476,0.065835
greedy_utility,none,0.0,True,high,32,True,7.038000,5.100000,7.038000,5.100000,1.938000,0.000000,0.723774,0.723774,0.723774,0.701162,0.931690,0.747382,0.500000,0.500000,0.500000,0.618903,0.063154,0.659078,0.698793,0.500000,0.806761,0.750987,0.625179,0.981758,0.500000,0.601363,0.065382,0.280025,0.366384,40.800000,0.723774,97.967001,50.000000,0.754295,nan,nan,0.000000,0.000000,0.081439,0.062301,0.092392,0.080397
greedy_utility,none,0.0,True,high,33,True,7.024000,5.060000,7.024000,5.060000,1.964000,0.000000,0.720905,0.720905,0.720905,0.698457,0.934438,0.733616,0.500000,0.500000,0.500000,0.620707,0.066596,0.663077,0.696268,0.500000,0.803975,0.748706,0.622151,0.981806,0.500000,0.601180,0.065228,0.276240,0.367363,40.480000,0.720905,96.676391,50.000000,0.770397,nan,nan,0.000000,0.000000,0.079717,0.063432,0.092195,0.082105
greedy_utility,none,0.0,True,high,34,True,7.034000,5.092000,7.034000,5.092000,1.942000,0.000000,0.723774,0.723774,0.723774,0.701276,0.933410,0.754988,0.500000,0.500000,0.500000,0.632554,0.061253,0.670272,0.706391,0.500000,0.803715,0.748832,0.621635,0.981863,0.500000,0.601292,0.064963,0.276004,0.366585,40.736000,0.723774,95.544909,50.000000,0.802785,nan,nan,0.000000,0.000000,0.077601,0.052662,0.085930,0.067090
greedy_utility,none,0.0,True,high,35,True,6.968000,5.074000,6.968000,5.074000,1.894000,0.000000,0.727607,0.727607,0.727607,0.704669,0.926678,0.748354,0.500000,0.500000,0.500000,0.636292,0.062911,0.671077,0.706962,0.500000,0.803637,0.747773,0.623006,0.981633,0.500000,0.600894,0.065162,0.275056,0.369739,40.592000,0.727607,98.306689,50.000000,0.809643,nan,nan,0.000000,0.000000,0.073529,0.054039,0.082494,0.067605
greedy_utility,none,0.0,True,high,36,True,7.024000,5.090000,7.024000,5.090000,1.934000,0.000000,0.726119,0.726119,0.726119,0.703284,0.930655,0.742572,0.500000,0.500000,0.500000,0.622792,0.064357,0.664070,0.703447,0.500000,0.804372,0.749168,0.623121,0.981677,0.500000,0.601234,0.065148,0.279006,0.369757,40.720000,0.726119,96.732497,50.000000,0.783899,nan,nan,0.000000,0.000000,0.077242,0.060177,0.086919,0.075599
greedy_utility,none,0.0,True,high,37,True,6.998000,5.078000,6.998000,5.078000,1.920000,0.000000,0.725024,0.725024,0.725024,0.702443,0.929993,0.749203,0.500000,0.500000,0.500000,0.621324,0.062699,0.662487,0.706877,0.500000,0.804125,0.748320,0.622257,0.981807,0.500000,0.601009,0.065170,0.276231,0.364311,40.624000,0.725024,97.790292,50.000000,0.792130,nan,nan,0.000000,0.000000,0.084741,0.063652,0.094840,0.082167
greedy_utility,none,0.0,True,high,38,True,6.982000,5.090000,6.982000,5.090000,1.892000,0.000000,0.728607,0.728607,0.728607,0.705942,0.926475,0.758538,0.500000,0.500000,0.500000,0.626147,0.060366,0.664380,0.699659,0.500000,0.807163,0.751917,0.626609,0.981836,0.500000,0.601618,0.064667,0.273335,0.365567,40.720000,0.728607,96.752014,50.000000,0.781081,nan,nan,0.000000,0.000000,0.084283,0.068771,0.093778,0.084426
greedy_utility,none,0.0,True,high,39,True,7.004000,5.140000,7.004000,5.140000,1.864000,0.000000,0.735202,0.735202,0.735202,0.712208,0.931798,0.758469,0.500000,0.500000,0.500000,0.637218,0.060383,0.674859,0.724498,0.500000,0.802216,0.746685,0.620237,0.981776,0.500000,0.600847,0.064847,0.275726,0.367145,41.120000,0.735202,97.109706,50.000000,0.802907,nan,nan,0.000000,0.000000,0.076753,0.054684,0.086475,0.070864
greedy_utility,none,0.0,True,high,4,True,6.990000,5.036000,6.990000,5.036000,1.954000,0.000000,0.720810,0.720810,0.720810,0.698309,0.919975,0.737775,0.500000,0.500000,0.500000,0.607623,0.065556,0.652572,0.681092,0.500000,0.806273,0.750647,0.623773,0.981770,0.500000,0.601353,0.064811,0.275037,0.368330,40.288000,0.720810,97.989907,50.000000,0.767057,nan,nan,0.000000,0.000000,0.079029,0.062581,0.091252,0.082952
greedy_utility,none,0.0,True,high,40,True,6.990000,4.986000,6.990000,4.986000,2.004000,0.000000,0.713226,0.713226,0.713226,0.691023,0.917218,0.742025,0.500000,0.500000,0.500000,0.614661,0.064494,0.659648,0.695063,0.500000,0.802609,0.746711,0.619771,0.981870,0.500000,0.600785,0.064516,0.272727,0.367133,39.888000,0.713226,97.846339,50.000000,0.756224,nan,nan,0.000000,0.000000,0.080417,0.067006,0.093067,0.086194
greedy_utility,none,0.0,True,high,41,True,7.028000,4.980000,7.028000,4.980000,2.048000,0.000000,0.707964,0.707964,0.707964,0.685741,0.922427,0.735459,0.500000,0.500000,0.500000,0.619236,0.066135,0.665347,0.713941,0.500000,0.802495,0.746869,0.621488,0.981698,0.500000,0.600838,0.065547,0.279210,0.368825,39.840000,0.707964,97.412867,50.000000,0.747019,nan,nan,0.000000,0.000000,0.081785,0.068799,0.092493,0.087203
greedy_utility,none,0.0,True,high,42,True,7.066000,5.154000,7.066000,5.154000,1.912000,0.000000,0.730452,0.730452,0.730452,0.707503,0.923002,0.742154,0.500000,0.500000,0.500000,0.618856,0.064462,0.661849,0.699743,0.500000,0.806592,0.751143,0.625538,0.981693,0.500000,0.601446,0.065628,0.279061,0.373900,41.232000,0.730452,97.551154,50.000000,0.802703,nan,nan,0.000000,0.000000,0.081543,0.058642,0.092789,0.078434
greedy_utility,none,0.0,True,high,43,True,6.990000,4.956000,6.990000,4.956000,2.034000,0.000000,0.709298,0.709298,0.709298,0.687087,0.923714,0.729457,0.500000,0.500000,0.500000,0.605444,0.067636,0.650255,0.689465,0.500000,0.805203,0.749291,0.623478,0.981742,0.500000,0.601104,0.064660,0.278400,0.364359,39.648000,0.709298,98.072783,50.000000,0.793719,nan,nan,0.000000,0.000000,0.083257,0.058349,0.089744,0.070133
greedy_utility,none,0.0,True,high,44,True,7.022000,5.108000,7.022000,5.108000,1.914000,0.000000,0.726345,0.726345,0.726345,0.703587,0.940963,0.743304,0.500000,0.500000,0.500000,0.623752,0.064174,0.663408,0.707599,0.500000,0.804908,0.749883,0.624249,0.981760,0.500000,0.601383,0.064920,0.274214,0.372805,40.864000,0.726345,96.516363,50.000000,0.805927,nan,nan,0.000000,0.000000,0.076554,0.058257,0.087098,0.074005
greedy_utility,none,0.0,True,high,45,True,6.968000,5.072000,6.968000,5.072000,1.896000,0.000000,0.728869,0.728869,0.728869,0.705955,0.920983,0.762456,0.500000,0.500000,0.500000,0.643412,0.059386,0.675404,0.715152,0.500000,0.805678,0.750536,0.623958,0.981693,0.500000,0.601433,0.064469,0.275170,0.368612,40.576000,0.728869,96.639518,50.000000,0.805382,nan,nan,0.000000,0.000000,0.082244,0.064722,0.094220,0.084087
greedy_utility,none,0.0,True,high,46,True,7.034000,5.064000,7.034000,5.064000,1.970000,0.000000,0.721393,0.721393,0.721393,0.699194,0.943242,0.745433,0.500000,0.500000,0.500000,0.629599,0.063642,0.670695,0.707631,0.500000,0.806458,0.751672,0.624953,0.982062,0.500000,0.601725,0.064356,0.272262,0.363987,40.512000,0.721393,96.051995,50.000000,0.765585,nan,nan,0.000000,0.000000,0.080295,0.055601,0.086654,0.067650
greedy_utility,none,0.0,True,high,47,True,7.018000,5.112000,7.018000,5.112000,1.906000,0.000000,0.728155,0.728155,0.728155,0.705403,0.929805,0.743406,0.500000,0.500000,0.500000,0.623038,0.064149,0.664431,0.705617,0.500000,0.805105,0.749705,0.623482,0.981798,0.500000,0.601283,0.065039,0.274662,0.369930,40.896000,0.728155,96.987950,50.000000,0.750347,nan,nan,0.000000,0.000000,0.082214,0.060148,0.091134,0.077251
greedy_utility,none,0.0,True,high,48,True,6.946000,5.116000,6.946000,5.116000,1.830000,0.000000,0.737750,0.737750,0.737750,0.714952,0.937704,0.752590,0.500000,0.500000,0.500000,0.641570,0.061853,0.680080,0.733216,0.500000,0.807144,0.752292,0.625902,0.981957,0.500000,0.601776,0.064748,0.272053,0.358756,40.928000,0.737750,96.124577,50.000000,0.793426,nan,nan,0.000000,0.000000,0.077308,0.052613,0.085811,0.067510
greedy_utility,none,0.0,True,high,49,True,7.102000,5.074000,7.102000,5.074000,2.028000,0.000000,0.713512,0.713512,0.713512,0.691215,0.924573,0.743552,0.500000,0.500000,0.500000,0.622684,0.064112,0.662696,0.698338,0.500000,0.802753,0.747427,0.621559,0.981787,0.500000,0.600994,0.065792,0.278348,0.373681,40.592000,0.713512,96.547024,50.000000,0.790700,nan,nan,0.000000,0.000000,0.080931,0.059961,0.093340,0.080946
greedy_utility,none,0.0,True,high,5,True,6.980000,5.032000,6.980000,5.032000,1.948000,0.000000,0.722036,0.722036,0.722036,0.699626,0.913884,0.744762,0.500000,0.500000,0.500000,0.632329,0.063810,0.674259,0.716029,0.500000,0.804785,0.749656,0.622604,0.981968,0.500000,0.601364,0.063680,0.268768,0.366925,40.256000,0.722036,96.393135,50.000000,0.787402,nan,nan,0.000000,0.000000,0.075371,0.051039,0.084568,0.066195
greedy_utility,none,0.0,True,high,6,True,7.018000,5.050000,7.018000,5.050000,1.968000,0.000000,0.722095,0.722095,0.722095,0.699474,0.928905,0.739852,0.500000,0.500000,0.500000,0.617174,0.065037,0.659944,0.705698,0.500000,0.805543,0.749944,0.624474,0.981755,0.500000,0.601263,0.065059,0.278080,0.367753,40.400000,0.722095,97.501993,50.000000,0.788290,nan,nan,0.000000,0.000000,0.079207,0.061021,0.090538,0.080058
greedy_utility,none,0.0,True,high,7,True,6.980000,4.948000,6.980000,4.948000,2.032000,0.000000,0.709036,0.709036,0.709036,0.686825,0.912519,0.737128,0.500000,0.500000,0.500000,0.611878,0.065718,0.656481,0.692914,0.500000,0.806307,0.750955,0.624903,0.981729,0.500000,0.601449,0.064901,0.276180,0.366848,39.584000,0.709036,97.112918,50.000000,0.791199,nan,nan,0.000000,0.000000,0.081252,0.052915,0.088862,0.068007
greedy_utility,none,0.0,True,high,8,True,7.046000,5.142000,7.046000,5.142000,1.904000,0.000000,0.730000,0.730000,0.730000,0.707510,0.911777,0.749127,0.500000,0.500000,0.500000,0.626553,0.062718,0.667182,0.705317,0.500000,0.809229,0.754258,0.627099,0.982023,0.500000,0.602023,0.064531,0.273847,0.364154,41.136000,0.730000,96.467703,50.000000,0.816898,nan,nan,0.000000,0.000000,0.083772,0.059324,0.094685,0.078287
greedy_utility,none,0.0,True,high,9,True,6.994000,5.146000,6.994000,5.146000,1.848000,0.000000,0.735464,0.735464,0.735464,0.712461,0.926320,0.757361,0.500000,0.500000,0.500000,0.633663,0.060660,0.673621,0.726447,0.500000,0.807132,0.752176,0.624976,0.981783,0.500000,0.601708,0.064393,0.274305,0.369300,41.168000,0.735464,96.459993,50.000000,0.769084,nan,nan,0.000000,0.000000,0.081140,0.061115,0.090938,0.078799
greedy_utility,on_off,0.1,True,high,0,True,6.982000,5.018000,6.982000,5.018000,1.964000,0.000000,0.719238,0.719238,0.719238,0.696709,0.932396,0.752050,0.500000,0.500000,0.500000,0.625892,0.061988,0.667000,0.714082,0.500000,0.805774,0.749711,0.624596,0.981729,0.500000,0.601125,0.064873,0.274481,0.368865,40.144000,0.719238,98.553196,50.000000,0.810052,0.774917,0.035134,0.429907,0.000000,0.081119,0.061569,0.094203,0.082679
greedy_utility,on_off,0.1,True,high,1,True,7.086000,5.026000,7.086000,5.026000,2.060000,0.000000,0.709369,0.709369,0.709369,0.687300,0.924241,0.745831,0.500000,0.500000,0.500000,0.611708,0.063542,0.656872,0.710240,0.500000,0.802895,0.747247,0.621280,0.981849,0.500000,0.600908,0.065609,0.275691,0.373922,40.208000,0.709369,97.135566,50.000000,0.771154,0.668692,0.102462,0.385269,0.000000,0.079560,0.064372,0.090558,0.081503
greedy_utility,on_off,0.1,True,high,10,True,6.992000,4.946000,6.992000,4.946000,2.046000,0.000000,0.707202,0.707202,0.707202,0.685142,0.928113,0.737659,0.500000,0.500000,0.500000,0.597981,0.065585,0.644069,0.680857,0.500000,0.807606,0.752390,0.625354,0.981807,0.500000,0.601683,0.064559,0.273781,0.367767,39.568000,0.707202,96.900496,50.000000,0.757654,0.690236,0.067417,0.453202,0.000000,0.077657,0.058168,0.086871,0.073184
greedy_utility,on_off,0.1,True,high,11,True,6.968000,5.000000,6.968000,5.000000,1.968000,0.000000,0.716524,0.716524,0.716524,0.694287,0.935275,0.748573,0.500000,0.500000,0.500000,0.620560,0.062857,0.661159,0.712287,0.500000,0.807702,0.752646,0.625185,0.981952,0.500000,0.601777,0.064181,0.269614,0.365147,40.000000,0.716524,96.439716,50.000000,0.733383,0.698945,0.034438,0.425532,0.000000,0.073238,0.053729,0.082103,0.067604
greedy_utility,on_off,0.1,True,high,12,True,6.952000,4.950000,6.952000,4.950000,2.002000,0.000000,0.712440,0.712440,0.712440,0.690060,0.920730,0.736011,0.500000,0.500000,0.500000,0.598746,0.065997,0.645417,0.676926,0.500000,0.807045,0.751484,0.624925,0.981759,0.500000,0.601477,0.064315,0.272640,0.366906,39.600000,0.712440,97.603431,50.000000,0.764309,0.618043,0.146265,0.417614,0.000000,0.078019,0.051167,0.083485,0.061738
greedy_utility,on_off,0.1,True,high,13,True,7.028000,4.956000,7.028000,4.956000,2.072000,0.000000,0.705131,0.705131,0.705131,0.683106,0.919192,0.735026,0.500000,0.500000,0.500000,0.608159,0.066244,0.653513,0.675959,0.500000,0.805654,0.749882,0.624348,0.981781,0.500000,0.601221,0.065071,0.275758,0.370202,39.648000,0.705131,97.893207,50.000000,0.785805,0.718076,0.067728,0.417143,0.000000,0.083726,0.050712,0.090655,0.064569
greedy_utility,on_off,0.1,True,high,14,True,7.078000,4.946000,7.078000,4.946000,2.132000,0.000000,0.698762,0.698762,0.698762,0.677095,0.932700,0.737300,0.500000,0.500000,0.500000,0.624126,0.065675,0.663584,0.694690,0.500000,0.803839,0.748422,0.620718,0.981895,0.500000,0.601124,0.065232,0.277754,0.368433,39.568000,0.698762,96.767027,50.000000,0.757063,0.696950,0.060113,0.380711,0.000000,0.092135,0.075667,0.103442,0.097330
greedy_utility,on_off,0.1,True,high,15,True,7.028000,5.060000,7.028000,5.060000,1.968000,0.000000,0.719036,0.719036,0.719036,0.696671,0.926908,0.760496,0.500000,0.500000,0.500000,0.626707,0.059876,0.662305,0.691577,0.500000,0.805559,0.750411,0.622841,0.981846,0.500000,0.601441,0.064921,0.276339,0.366793,40.480000,0.719036,96.520044,50.000000,0.795307,0.647026,0.148280,0.404192,0.000000,0.085961,0.066448,0.095575,0.083087
greedy_utility,on_off,0.1,True,high,16,True,6.956000,4.950000,6.956000,4.950000,2.006000,0.000000,0.711345,0.711345,0.711345,0.689122,0.929541,0.746071,0.500000,0.500000,0.500000,0.623657,0.063482,0.664323,0.700890,0.500000,0.805209,0.750101,0.623975,0.981792,0.500000,0.601399,0.064636,0.273519,0.364613,39.600000,0.711345,96.399676,50.000000,0.796549,0.702640,0.093909,0.411950,0.000000,0.081213,0.059002,0.091020,0.076212
greedy_utility,on_off,0.1,True,high,17,True,6.982000,4.852000,6.982000,4.852000,2.130000,0.000000,0.695643,0.695643,0.695643,0.674032,0.926068,0.737560,0.500000,0.500000,0.500000,0.615150,0.065610,0.659059,0.696436,0.500000,0.804020,0.749068,0.621923,0.981902,0.500000,0.601314,0.064454,0.273382,0.363469,38.816000,0.695643,96.298954,50.000000,0.783545,0.634705,0.148840,0.404826,0.000000,0.080499,0.066558,0.092715,0.085786
greedy_utility,on_off,0.1,True,high,18,True,7.046000,5.010000,7.046000,5.010000,2.036000,0.000000,0.711262,0.711262,0.711262,0.689147,0.924730,0.745609,0.500000,0.500000,0.500000,0.611178,0.063598,0.657167,0.709944,0.500000,0.807368,0.751996,0.625122,0.981896,0.500000,0.601610,0.064888,0.275251,0.367849,40.080000,0.711262,97.140759,50.000000,0.742520,0.481285,0.261235,0.436170,0.000000,0.086049,0.069054,0.096639,0.087382
greedy_utility,on_off,0.1,True,high,19,True,7.004000,4.956000,7.004000,4.956000,2.048000,0.000000,0.708262,0.708262,0.708262,0.686266,0.923663,0.750358,0.500000,0.500000,0.500000,0.619479,0.062410,0.659176,0.711580,0.500000,0.805250,0.749577,0.623950,0.981861,0.500000,0.601215,0.064743,0.274893,0.364898,39.648000,0.708262,97.610869,50.000000,0.728277,0.819317,-0.091040,0.453488,0.000000,0.075480,0.059689,0.086247,0.077570
greedy_utility,on_off,0.1,True,high,2,True,6.974000,4.974000,6.974000,4.974000,2.000000,0.000000,0.712381,0.712381,0.712381,0.690267,0.927526,0.734982,0.500000,0.500000,0.500000,0.617358,0.066255,0.665068,0.717803,0.500000,0.806154,0.750446,0.623676,0.981860,0.500000,0.601323,0.064548,0.274989,0.361845,39.792000,0.712381,97.992843,50.000000,0.815449,0.718092,0.097357,0.411609,0.000000,0.083471,0.060584,0.092299,0.076012
greedy_utility,on_off,0.1,True,high,20,True,7.056000,5.060000,7.056000,5.060000,1.996000,0.000000,0.715131,0.715131,0.715131,0.693015,0.936900,0.745470,0.500000,0.500000,0.500000,0.636248,0.063632,0.676492,0.735414,0.500000,0.802881,0.747121,0.621874,0.981934,0.500000,0.600881,0.065498,0.274074,0.367865,40.480000,0.715131,97.360424,50.000000,0.781519,0.623000,0.158519,0.387179,0.000000,0.076551,0.056237,0.087474,0.075759
greedy_utility,on_off,0.1,True,high,21,True,7.034000,5.010000,7.034000,5.010000,2.024000,0.000000,0.711560,0.711560,0.711560,0.689517,0.937441,0.740210,0.500000,0.500000,0.500000,0.622154,0.064947,0.665203,0.708721,0.500000,0.804733,0.749844,0.622545,0.981932,0.500000,0.601437,0.064696,0.273335,0.367684,40.080000,0.711560,96.068712,50.000000,0.787791,0.612479,0.175312,0.381356,0.000000,0.076058,0.056381,0.085267,0.073496
greedy_utility,on_off,0.1,True,high,22,True,6.980000,5.006000,6.980000,5.006000,1.974000,0.000000,0.718083,0.718083,0.718083,0.695723,0.932350,0.740547,0.500000,0.500000,0.500000,0.604698,0.064863,0.653188,0.702633,0.500000,0.806615,0.751930,0.624339,0.981850,0.500000,0.601747,0.064262,0.275410,0.362890,40.048000,0.718083,95.875102,50.000000,0.789168,0.468456,0.320712,0.426621,0.000000,0.086060,0.067311,0.098933,0.089557
greedy_utility,on_off,0.1,True,high,23,True,7.008000,5.018000,7.008000,5.018000,1.990000,0.000000,0.715345,0.715345,0.715345,0.693124,0.927880,0.743203,0.500000,0.500000,0.500000,0.623356,0.064199,0.666152,0.723255,0.500000,0.807758,0.752529,0.625648,0.981896,0.500000,0.601713,0.064484,0.274037,0.365726,40.144000,0.715345,96.992573,50.000000,0.812276,0.713595,0.098681,0.371257,0.000000,0.081187,0.060424,0.092458,0.079137
