model,attack,fraction,defense,load,adaptive_mu,metric,mean,std,count,ci95_low,ci95_high
nitti_subjective_trust,collusion,0.1,True,high,True,candidate_privacy_risk,0.499838,0.000146,50,0.499798,0.499879
nitti_subjective_trust,collusion,0.1,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.1,True,high,True,avg_trust,0.474355,0.009376,50,0.471756,0.476953
nitti_subjective_trust,collusion,0.1,True,high,True,trust_variance,0.073058,0.001377,50,0.072677,0.073440
nitti_subjective_trust,collusion,0.1,True,high,True,avg_preference,0.562591,0.006554,50,0.560774,0.564408
nitti_subjective_trust,collusion,0.1,True,high,True,avg_reciprocity,0.593079,0.014827,50,0.588969,0.597189
nitti_subjective_trust,collusion,0.1,True,high,True,avg_privacy_risk,0.499838,0.000146,50,0.499798,0.499879
nitti_subjective_trust,collusion,0.1,True,high,True,avg_total_utility,0.516843,0.006866,50,0.514940,0.518746
nitti_subjective_trust,collusion,0.1,True,high,True,avg_system_utility,0.697440,0.001711,50,0.696966,0.697915
nitti_subjective_trust,collusion,0.1,True,high,True,avg_social_utility,0.471484,0.006469,50,0.469691,0.473277
nitti_subjective_trust,collusion,0.1,True,high,True,avg_resource_utility,0.981823,0.000086,50,0.981799,0.981847
nitti_subjective_trust,collusion,0.1,True,high,True,avg_privacy_utility,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.1,True,high,True,avg_incentive_utility,0.581615,0.002912,50,0.580808,0.582422
nitti_subjective_trust,collusion,0.1,True,high,True,energy_consumed,0.064679,0.000466,50,0.064550,0.064808
nitti_subjective_trust,collusion,0.1,True,high,True,bandwidth_consumed,0.274647,0.001968,50,0.274101,0.275192
nitti_subjective_trust,collusion,0.1,True,high,True,compute_consumed,0.366491,0.002724,50,0.365735,0.367246
nitti_subjective_trust,collusion,0.1,True,high,True,throughput_mbps,35.415680,0.571897,50,35.257158,35.574202
nitti_subjective_trust,collusion,0.1,True,high,True,packet_delivery_ratio,0.632808,0.009267,50,0.630239,0.635376
nitti_subjective_trust,collusion,0.1,True,high,True,e2e_delay_ms,96.725885,0.658050,50,96.543483,96.908287
nitti_subjective_trust,collusion,0.1,True,high,True,active_nodes,49.971200,0.020599,50,49.965490,49.976910
nitti_subjective_trust,collusion,0.1,True,high,True,reputation_honest,0.482214,0.036576,50,0.472076,0.492352
nitti_subjective_trust,collusion,0.1,True,high,True,reputation_attacker,0.237010,0.046522,50,0.224115,0.249905
nitti_subjective_trust,collusion,0.1,True,high,True,reputation_separation,0.245204,0.057862,50,0.229166,0.261242
nitti_subjective_trust,collusion,0.1,True,high,True,attacker_defection_rate,0.835076,0.106376,50,0.805590,0.864562
nitti_subjective_trust,collusion,0.1,True,high,True,decision_distortion,0.073864,0.004305,50,0.072671,0.075057
nitti_subjective_trust,collusion,0.1,True,high,True,decision_distortion_evidenced,0.071280,0.005962,50,0.069628,0.072933
nitti_subjective_trust,collusion,0.1,True,high,True,decision_distortion_counterfactual,0.085734,0.005567,50,0.084191,0.087277
nitti_subjective_trust,collusion,0.1,True,high,True,decision_distortion_counterfactual_evidenced,0.089194,0.008087,50,0.086952,0.091435
nitti_subjective_trust,collusion,0.2,True,high,True,generated_tasks,6.994960,0.030354,50,6.986546,7.003374
nitti_subjective_trust,collusion,0.2,True,high,True,completed_tasks,4.313480,0.087430,50,4.289246,4.337714
nitti_subjective_trust,collusion,0.2,True,high,True,attempted_interactions,6.992720,0.030497,50,6.984267,7.001173
nitti_subjective_trust,collusion,0.2,True,high,True,successful_cooperations,4.313480,0.087430,50,4.289246,4.337714
nitti_subjective_trust,collusion,0.2,True,high,True,failed_interactions,2.679240,0.079497,50,2.657204,2.701276
nitti_subjective_trust,collusion,0.2,True,high,True,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,collusion,0.2,True,high,True,cooperation_rate,0.616808,0.011723,50,0.613559,0.620058
nitti_subjective_trust,collusion,0.2,True,high,True,task_completion_ratio,0.616631,0.011715,50,0.613384,0.619879
nitti_subjective_trust,collusion,0.2,True,high,True,reliability_score,0.616808,0.011723,50,0.613559,0.620058
nitti_subjective_trust,collusion,0.2,True,high,True,resource_efficiency,0.597440,0.011352,50,0.594293,0.600586
nitti_subjective_trust,collusion,0.2,True,high,True,fairness_index,0.799908,0.017466,50,0.795067,0.804750
nitti_subjective_trust,collusion,0.2,True,high,True,trust_stability_index,0.708855,0.005833,50,0.707238,0.710472
nitti_subjective_trust,collusion,0.2,True,high,True,privacy_exposure_risk,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.2,True,high,True,candidate_privacy_risk,0.499847,0.000173,50,0.499799,0.499895
nitti_subjective_trust,collusion,0.2,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.2,True,high,True,avg_trust,0.460279,0.010435,50,0.457387,0.463171
nitti_subjective_trust,collusion,0.2,True,high,True,trust_variance,0.072786,0.001458,50,0.072382,0.073191
nitti_subjective_trust,collusion,0.2,True,high,True,avg_preference,0.552367,0.007374,50,0.550323,0.554411
nitti_subjective_trust,collusion,0.2,True,high,True,avg_reciprocity,0.577844,0.016729,50,0.573207,0.582482
nitti_subjective_trust,collusion,0.2,True,high,True,avg_privacy_risk,0.499847,0.000173,50,0.499799,0.499895
nitti_subjective_trust,collusion,0.2,True,high,True,avg_total_utility,0.514037,0.007617,50,0.511926,0.516148
nitti_subjective_trust,collusion,0.2,True,high,True,avg_system_utility,0.696996,0.001777,50,0.696503,0.697488
nitti_subjective_trust,collusion,0.2,True,high,True,avg_social_utility,0.468877,0.007297,50,0.466854,0.470900
nitti_subjective_trust,collusion,0.2,True,high,True,avg_resource_utility,0.981843,0.000090,50,0.981818,0.981868
nitti_subjective_trust,collusion,0.2,True,high,True,avg_privacy_utility,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.2,True,high,True,avg_incentive_utility,0.580440,0.003232,50,0.579544,0.581336
nitti_subjective_trust,collusion,0.2,True,high,True,energy_consumed,0.064550,0.000490,50,0.064414,0.064686
nitti_subjective_trust,collusion,0.2,True,high,True,bandwidth_consumed,0.274431,0.002009,50,0.273874,0.274988
nitti_subjective_trust,collusion,0.2,True,high,True,compute_consumed,0.365760,0.003389,50,0.364821,0.366700
nitti_subjective_trust,collusion,0.2,True,high,True,throughput_mbps,34.507840,0.699442,50,34.313965,34.701715
nitti_subjective_trust,collusion,0.2,True,high,True,packet_delivery_ratio,0.616808,0.011723,50,0.613559,0.620058
nitti_subjective_trust,collusion,0.2,True,high,True,e2e_delay_ms,96.750007,0.598395,50,96.584140,96.915874
nitti_subjective_trust,collusion,0.2,True,high,True,active_nodes,49.968680,0.019818,50,49.963187,49.974173
nitti_subjective_trust,collusion,0.2,True,high,True,reputation_honest,0.491123,0.036900,50,0.480895,0.501351
nitti_subjective_trust,collusion,0.2,True,high,True,reputation_attacker,0.236239,0.038672,50,0.225519,0.246958
nitti_subjective_trust,collusion,0.2,True,high,True,reputation_separation,0.254884,0.051479,50,0.240615,0.269153
nitti_subjective_trust,collusion,0.2,True,high,True,attacker_defection_rate,0.805189,0.073886,50,0.784709,0.825669
nitti_subjective_trust,collusion,0.2,True,high,True,decision_distortion,0.074566,0.004485,50,0.073323,0.075809
nitti_subjective_trust,collusion,0.2,True,high,True,decision_distortion_evidenced,0.072537,0.005676,50,0.070964,0.074111
nitti_subjective_trust,collusion,0.2,True,high,True,decision_distortion_counterfactual,0.087970,0.005632,50,0.086409,0.089531
nitti_subjective_trust,collusion,0.2,True,high,True,decision_distortion_counterfactual_evidenced,0.091635,0.007447,50,0.089571,0.093699
nitti_subjective_trust,collusion,0.3,True,high,True,generated_tasks,6.999280,0.029892,50,6.990994,7.007566
nitti_subjective_trust,collusion,0.3,True,high,True,completed_tasks,4.146640,0.102748,50,4.118160,4.175120
nitti_subjective_trust,collusion,0.3,True,high,True,attempted_interactions,6.995920,0.029565,50,6.987725,7.004115
nitti_subjective_trust,collusion,0.3,True,high,True,successful_cooperations,4.146640,0.102748,50,4.118160,4.175120
nitti_subjective_trust,collusion,0.3,True,high,True,failed_interactions,2.849280,0.098950,50,2.821852,2.876708
nitti_subjective_trust,collusion,0.3,True,high,True,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,collusion,0.3,True,high,True,cooperation_rate,0.592829,0.014097,50,0.588922,0.596736
nitti_subjective_trust,collusion,0.3,True,high,True,task_completion_ratio,0.592540,0.014129,50,0.588623,0.596456
nitti_subjective_trust,collusion,0.3,True,high,True,reliability_score,0.592829,0.014097,50,0.588922,0.596736
nitti_subjective_trust,collusion,0.3,True,high,True,resource_efficiency,0.574094,0.013712,50,0.570293,0.577895
nitti_subjective_trust,collusion,0.3,True,high,True,fairness_index,0.785738,0.016962,50,0.781036,0.790440
nitti_subjective_trust,collusion,0.3,True,high,True,trust_stability_index,0.716832,0.007568,50,0.714734,0.718930
nitti_subjective_trust,collusion,0.3,True,high,True,privacy_exposure_risk,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.3,True,high,True,candidate_privacy_risk,0.499762,0.000227,50,0.499699,0.499825
nitti_subjective_trust,collusion,0.3,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.3,True,high,True,avg_trust,0.440201,0.012744,50,0.436669,0.443734
nitti_subjective_trust,collusion,0.3,True,high,True,trust_variance,0.070792,0.001892,50,0.070268,0.071316
nitti_subjective_trust,collusion,0.3,True,high,True,avg_preference,0.538427,0.009711,50,0.535736,0.541119
nitti_subjective_trust,collusion,0.3,True,high,True,avg_reciprocity,0.557589,0.020943,50,0.551784,0.563394
nitti_subjective_trust,collusion,0.3,True,high,True,avg_privacy_risk,0.499762,0.000227,50,0.499699,0.499825
nitti_subjective_trust,collusion,0.3,True,high,True,avg_total_utility,0.508327,0.007532,50,0.506240,0.510415
nitti_subjective_trust,collusion,0.3,True,high,True,avg_system_utility,0.695672,0.002189,50,0.695065,0.696279
nitti_subjective_trust,collusion,0.3,True,high,True,avg_social_utility,0.463716,0.006916,50,0.461799,0.465633
nitti_subjective_trust,collusion,0.3,True,high,True,avg_resource_utility,0.981834,0.000091,50,0.981808,0.981859
nitti_subjective_trust,collusion,0.3,True,high,True,avg_privacy_utility,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.3,True,high,True,avg_incentive_utility,0.578030,0.003160,50,0.577154,0.578906
nitti_subjective_trust,collusion,0.3,True,high,True,energy_consumed,0.064695,0.000372,50,0.064592,0.064798
nitti_subjective_trust,collusion,0.3,True,high,True,bandwidth_consumed,0.274447,0.002142,50,0.273853,0.275041
nitti_subjective_trust,collusion,0.3,True,high,True,compute_consumed,0.366279,0.003141,50,0.365408,0.367149
nitti_subjective_trust,collusion,0.3,True,high,True,throughput_mbps,33.173120,0.821983,50,32.945278,33.400962
nitti_subjective_trust,collusion,0.3,True,high,True,packet_delivery_ratio,0.592829,0.014097,50,0.588922,0.596736
nitti_subjective_trust,collusion,0.3,True,high,True,e2e_delay_ms,96.771379,0.558275,50,96.616633,96.926125
nitti_subjective_trust,collusion,0.3,True,high,True,active_nodes,49.960640,0.032354,50,49.951672,49.969608
nitti_subjective_trust,collusion,0.3,True,high,True,reputation_honest,0.490813,0.041603,50,0.479281,0.502344
nitti_subjective_trust,collusion,0.3,True,high,True,reputation_attacker,0.233306,0.036479,50,0.223195,0.243417
nitti_subjective_trust,collusion,0.3,True,high,True,reputation_separation,0.257507,0.054848,50,0.242303,0.272710
nitti_subjective_trust,collusion,0.3,True,high,True,attacker_defection_rate,0.802645,0.059990,50,0.786017,0.819274
nitti_subjective_trust,collusion,0.3,True,high,True,decision_distortion,0.074050,0.005641,50,0.072486,0.075614
nitti_subjective_trust,collusion,0.3,True,high,True,decision_distortion_evidenced,0.071539,0.007709,50,0.069403,0.073676
nitti_subjective_trust,collusion,0.3,True,high,True,decision_distortion_counterfactual,0.087559,0.007248,50,0.085550,0.089568
nitti_subjective_trust,collusion,0.3,True,high,True,decision_distortion_counterfactual_evidenced,0.090339,0.010065,50,0.087549,0.093129
nitti_subjective_trust,collusion,0.4,True,high,True,generated_tasks,7.006160,0.042654,50,6.994337,7.017983
nitti_subjective_trust,collusion,0.4,True,high,True,completed_tasks,3.915160,0.097423,50,3.888156,3.942164
nitti_subjective_trust,collusion,0.4,True,high,True,attempted_interactions,7.001760,0.042462,50,6.989990,7.013530
nitti_subjective_trust,collusion,0.4,True,high,True,successful_cooperations,3.915160,0.097423,50,3.888156,3.942164
nitti_subjective_trust,collusion,0.4,True,high,True,failed_interactions,3.086600,0.090426,50,3.061535,3.111665
nitti_subjective_trust,collusion,0.4,True,high,True,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,collusion,0.4,True,high,True,cooperation_rate,0.559126,0.013234,50,0.555457,0.562794
nitti_subjective_trust,collusion,0.4,True,high,True,task_completion_ratio,0.558773,0.013244,50,0.555102,0.562444
nitti_subjective_trust,collusion,0.4,True,high,True,reliability_score,0.559126,0.013234,50,0.555457,0.562794
nitti_subjective_trust,collusion,0.4,True,high,True,resource_efficiency,0.541379,0.012849,50,0.537817,0.544941
nitti_subjective_trust,collusion,0.4,True,high,True,fairness_index,0.767166,0.018606,50,0.762009,0.772324
nitti_subjective_trust,collusion,0.4,True,high,True,trust_stability_index,0.727207,0.007196,50,0.725213,0.729202
nitti_subjective_trust,collusion,0.4,True,high,True,privacy_exposure_risk,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.4,True,high,True,candidate_privacy_risk,0.499689,0.000265,50,0.499616,0.499763
nitti_subjective_trust,collusion,0.4,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.4,True,high,True,avg_trust,0.417857,0.008097,50,0.415613,0.420101
nitti_subjective_trust,collusion,0.4,True,high,True,trust_variance,0.068198,0.001799,50,0.067699,0.068697
nitti_subjective_trust,collusion,0.4,True,high,True,avg_preference,0.523112,0.006242,50,0.521382,0.524842
nitti_subjective_trust,collusion,0.4,True,high,True,avg_reciprocity,0.533572,0.016787,50,0.528919,0.538225
nitti_subjective_trust,collusion,0.4,True,high,True,avg_privacy_risk,0.499689,0.000265,50,0.499616,0.499763
nitti_subjective_trust,collusion,0.4,True,high,True,avg_total_utility,0.502080,0.006688,50,0.500226,0.503934
nitti_subjective_trust,collusion,0.4,True,high,True,avg_system_utility,0.694322,0.001670,50,0.693859,0.694785
nitti_subjective_trust,collusion,0.4,True,high,True,avg_social_utility,0.458057,0.006399,50,0.456283,0.459831
nitti_subjective_trust,collusion,0.4,True,high,True,avg_resource_utility,0.981838,0.000091,50,0.981812,0.981863
nitti_subjective_trust,collusion,0.4,True,high,True,avg_privacy_utility,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,collusion,0.4,True,high,True,avg_incentive_utility,0.575416,0.002834,50,0.574631,0.576202
nitti_subjective_trust,collusion,0.4,True,high,True,energy_consumed,0.064674,0.000555,50,0.064521,0.064828
nitti_subjective_trust,collusion,0.4,True,high,True,bandwidth_consumed,0.274781,0.002453,50,0.274102,0.275461
nitti_subjective_trust,collusion,0.4,True,high,True,compute_consumed,0.366381,0.003481,50,0.365416,0.367346
nitti_subjective_trust,collusion,0.4,True,high,True,throughput_mbps,31.321280,0.779386,50,31.105245,31.537315
nitti_subjective_trust,collusion,0.4,True,high,True,packet_delivery_ratio,0.559126,0.013234,50,0.555457,0.562794
nitti_subjective_trust,collusion,0.4,True,high,True,e2e_delay_ms,96.521283,0.770640,50,96.307673,96.734894
nitti_subjective_trust,collusion,0.4,True,high,True,active_nodes,49.947560,0.028308,50,49.939713,49.955407
nitti_subjective_trust,collusion,0.4,True,high,True,reputation_honest,0.500255,0.045712,50,0.487584,0.512925
nitti_subjective_trust,collusion,0.4,True,high,True,reputation_attacker,0.235934,0.036373,50,0.225852,0.246016
nitti_subjective_trust,collusion,0.4,True,high,True,reputation_separation,0.264321,0.057616,50,0.248351,0.280291
nitti_subjective_trust,collusion,0.4,True,high,True,attacker_defection_rate,0.808961,0.053024,50,0.794264,0.823659
nitti_subjective_trust,collusion,0.4,True,high,True,decision_distortion,0.074862,0.006704,50,0.073004,0.076720
nitti_subjective_trust,collusion,0.4,True,high,True,decision_distortion_evidenced,0.072656,0.007876,50,0.070473,0.074839
nitti_subjective_trust,collusion,0.4,True,high,True,decision_distortion_counterfactual,0.089721,0.008456,50,0.087377,0.092065
nitti_subjective_trust,collusion,0.4,True,high,True,decision_distortion_counterfactual_evidenced,0.092528,0.010575,50,0.089597,0.095459
nitti_subjective_trust,none,0.0,True,high,True,generated_tasks,6.998040,0.031211,50,6.989389,7.006691
nitti_subjective_trust,none,0.0,True,high,True,completed_tasks,4.565240,0.055111,50,4.549964,4.580516
nitti_subjective_trust,none,0.0,True,high,True,attempted_interactions,6.996240,0.031565,50,6.987491,7.004989
nitti_subjective_trust,none,0.0,True,high,True,successful_cooperations,4.565240,0.055111,50,4.549964,4.580516
nitti_subjective_trust,none,0.0,True,high,True,failed_interactions,2.431000,0.051035,50,2.416854,2.445146
nitti_subjective_trust,none,0.0,True,high,True,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,none,0.0,True,high,True,cooperation_rate,0.652588,0.007214,50,0.650589,0.654588
nitti_subjective_trust,none,0.0,True,high,True,task_completion_ratio,0.652443,0.007247,50,0.650434,0.654452
nitti_subjective_trust,none,0.0,True,high,True,reliability_score,0.652588,0.007214,50,0.650589,0.654588
nitti_subjective_trust,none,0.0,True,high,True,resource_efficiency,0.632112,0.007044,50,0.630159,0.634064
nitti_subjective_trust,none,0.0,True,high,True,fairness_index,0.829709,0.017601,50,0.824830,0.834588
nitti_subjective_trust,none,0.0,True,high,True,trust_stability_index,0.706275,0.005503,50,0.704749,0.707800
nitti_subjective_trust,none,0.0,True,high,True,privacy_exposure_risk,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,none,0.0,True,high,True,candidate_privacy_risk,0.499876,0.000157,50,0.499832,0.499919
nitti_subjective_trust,none,0.0,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,none,0.0,True,high,True,avg_trust,0.492907,0.009815,50,0.490187,0.495628
nitti_subjective_trust,none,0.0,True,high,True,trust_variance,0.073431,0.001376,50,0.073050,0.073813
nitti_subjective_trust,none,0.0,True,high,True,avg_preference,0.576843,0.006822,50,0.574952,0.578734
nitti_subjective_trust,none,0.0,True,high,True,avg_reciprocity,0.618588,0.013079,50,0.614962,0.622213
nitti_subjective_trust,none,0.0,True,high,True,avg_privacy_risk,0.499876,0.000157,50,0.499832,0.499919
nitti_subjective_trust,none,0.0,True,high,True,avg_total_utility,0.519662,0.007465,50,0.517593,0.521732
nitti_subjective_trust,none,0.0,True,high,True,avg_system_utility,0.698239,0.002080,50,0.697662,0.698815
nitti_subjective_trust,none,0.0,True,high,True,avg_social_utility,0.473943,0.006940,50,0.472019,0.475867
nitti_subjective_trust,none,0.0,True,high,True,avg_resource_utility,0.981825,0.000079,50,0.981803,0.981847
nitti_subjective_trust,none,0.0,True,high,True,avg_privacy_utility,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,none,0.0,True,high,True,avg_incentive_utility,0.582775,0.003197,50,0.581889,0.583661
nitti_subjective_trust,none,0.0,True,high,True,energy_consumed,0.064686,0.000449,50,0.064562,0.064811
nitti_subjective_trust,none,0.0,True,high,True,bandwidth_consumed,0.274875,0.002304,50,0.274236,0.275513
nitti_subjective_trust,none,0.0,True,high,True,compute_consumed,0.366263,0.002855,50,0.365472,0.367055
nitti_subjective_trust,none,0.0,True,high,True,throughput_mbps,36.521920,0.440887,50,36.399712,36.644128
nitti_subjective_trust,none,0.0,True,high,True,packet_delivery_ratio,0.652588,0.007214,50,0.650589,0.654588
nitti_subjective_trust,none,0.0,True,high,True,e2e_delay_ms,96.896336,0.581123,50,96.735257,97.057415
nitti_subjective_trust,none,0.0,True,high,True,active_nodes,49.980400,0.019294,50,49.975052,49.985748
nitti_subjective_trust,none,0.0,True,high,True,reputation_honest,0.471602,0.032612,50,0.462562,0.480641
nitti_subjective_trust,none,0.0,True,high,True,attacker_defection_rate,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,none,0.0,True,high,True,decision_distortion,0.074209,0.004229,50,0.073037,0.075381
nitti_subjective_trust,none,0.0,True,high,True,decision_distortion_evidenced,0.071542,0.005062,50,0.070139,0.072945
nitti_subjective_trust,none,0.0,True,high,True,decision_distortion_counterfactual,0.085455,0.004944,50,0.084085,0.086826
nitti_subjective_trust,none,0.0,True,high,True,decision_distortion_counterfactual_evidenced,0.089164,0.006390,50,0.087392,0.090935
nitti_subjective_trust,on_off,0.1,True,high,True,generated_tasks,7.004800,0.033066,50,6.995634,7.013966
nitti_subjective_trust,on_off,0.1,True,high,True,completed_tasks,4.515720,0.060722,50,4.498889,4.532551
nitti_subjective_trust,on_off,0.1,True,high,True,attempted_interactions,7.002280,0.032950,50,6.993147,7.011413
nitti_subjective_trust,on_off,0.1,True,high,True,successful_cooperations,4.515720,0.060722,50,4.498889,4.532551
nitti_subjective_trust,on_off,0.1,True,high,True,failed_interactions,2.486560,0.062952,50,2.469111,2.504009
nitti_subjective_trust,on_off,0.1,True,high,True,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,on_off,0.1,True,high,True,cooperation_rate,0.644876,0.008480,50,0.642526,0.647227
nitti_subjective_trust,on_off,0.1,True,high,True,task_completion_ratio,0.644644,0.008514,50,0.642284,0.647004
nitti_subjective_trust,on_off,0.1,True,high,True,reliability_score,0.644876,0.008480,50,0.642526,0.647227
nitti_subjective_trust,on_off,0.1,True,high,True,resource_efficiency,0.624554,0.008265,50,0.622263,0.626845
nitti_subjective_trust,on_off,0.1,True,high,True,fairness_index,0.829058,0.015360,50,0.824801,0.833316
nitti_subjective_trust,on_off,0.1,True,high,True,trust_stability_index,0.707504,0.005095,50,0.706092,0.708917
nitti_subjective_trust,on_off,0.1,True,high,True,privacy_exposure_risk,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,on_off,0.1,True,high,True,candidate_privacy_risk,0.499822,0.000238,50,0.499756,0.499888
nitti_subjective_trust,on_off,0.1,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,on_off,0.1,True,high,True,avg_trust,0.487594,0.010397,50,0.484712,0.490476
nitti_subjective_trust,on_off,0.1,True,high,True,trust_variance,0.073124,0.001274,50,0.072771,0.073477
nitti_subjective_trust,on_off,0.1,True,high,True,avg_preference,0.573426,0.007210,50,0.571428,0.575425
nitti_subjective_trust,on_off,0.1,True,high,True,avg_reciprocity,0.612827,0.013380,50,0.609118,0.616535
nitti_subjective_trust,on_off,0.1,True,high,True,avg_privacy_risk,0.499822,0.000238,50,0.499756,0.499888
nitti_subjective_trust,on_off,0.1,True,high,True,avg_total_utility,0.519140,0.007524,50,0.517055,0.521226
nitti_subjective_trust,on_off,0.1,True,high,True,avg_system_utility,0.698081,0.001991,50,0.697529,0.698632
nitti_subjective_trust,on_off,0.1,True,high,True,avg_social_utility,0.473520,0.006948,50,0.471594,0.475446
nitti_subjective_trust,on_off,0.1,True,high,True,avg_resource_utility,0.981826,0.000101,50,0.981798,0.981854
nitti_subjective_trust,on_off,0.1,True,high,True,avg_privacy_utility,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,on_off,0.1,True,high,True,avg_incentive_utility,0.582586,0.003165,50,0.581708,0.583463
nitti_subjective_trust,on_off,0.1,True,high,True,energy_consumed,0.064727,0.000470,50,0.064597,0.064858
nitti_subjective_trust,on_off,0.1,True,high,True,bandwidth_consumed,0.274973,0.002330,50,0.274328,0.275619
nitti_subjective_trust,on_off,0.1,True,high,True,compute_consumed,0.366580,0.003788,50,0.365530,0.367630
nitti_subjective_trust,on_off,0.1,True,high,True,throughput_mbps,36.125760,0.485778,50,35.991109,36.260411
nitti_subjective_trust,on_off,0.1,True,high,True,packet_delivery_ratio,0.644876,0.008480,50,0.642526,0.647227
nitti_subjective_trust,on_off,0.1,True,high,True,e2e_delay_ms,96.785302,0.615545,50,96.614682,96.955922
nitti_subjective_trust,on_off,0.1,True,high,True,active_nodes,49.975480,0.018913,50,49.970238,49.980722
nitti_subjective_trust,on_off,0.1,True,high,True,reputation_honest,0.465871,0.031763,50,0.457067,0.474676
nitti_subjective_trust,on_off,0.1,True,high,True,reputation_attacker,0.382273,0.082029,50,0.359536,0.405010
nitti_subjective_trust,on_off,0.1,True,high,True,reputation_separation,0.083598,0.090356,50,0.058553,0.108644
nitti_subjective_trust,on_off,0.1,True,high,True,attacker_defection_rate,0.417267,0.031921,50,0.408419,0.426115
nitti_subjective_trust,on_off,0.1,True,high,True,decision_distortion,0.073437,0.004723,50,0.072128,0.074746
nitti_subjective_trust,on_off,0.1,True,high,True,decision_distortion_evidenced,0.070768,0.007153,50,0.068785,0.072750
nitti_subjective_trust,on_off,0.1,True,high,True,decision_distortion_counterfactual,0.084819,0.005979,50,0.083161,0.086476
nitti_subjective_trust,on_off,0.1,True,high,True,decision_distortion_counterfactual_evidenced,0.088409,0.009243,50,0.085847,0.090971
nitti_subjective_trust,on_off,0.2,True,high,True,generated_tasks,6.996120,0.036015,50,6.986137,7.006103
nitti_subjective_trust,on_off,0.2,True,high,True,completed_tasks,4.473920,0.064300,50,4.456097,4.491743
nitti_subjective_trust,on_off,0.2,True,high,True,attempted_interactions,6.994240,0.036042,50,6.984250,7.004230
nitti_subjective_trust,on_off,0.2,True,high,True,successful_cooperations,4.473920,0.064300,50,4.456097,4.491743
nitti_subjective_trust,on_off,0.2,True,high,True,failed_interactions,2.520320,0.062902,50,2.502885,2.537755
nitti_subjective_trust,on_off,0.2,True,high,True,blocked_privacy_interactions,0.000000,0.000000,50,0.000000,0.000000
nitti_subjective_trust,on_off,0.2,True,high,True,cooperation_rate,0.639642,0.008688,50,0.637234,0.642050
nitti_subjective_trust,on_off,0.2,True,high,True,task_completion_ratio,0.639484,0.008685,50,0.637077,0.641891
nitti_subjective_trust,on_off,0.2,True,high,True,reliability_score,0.639642,0.008688,50,0.637234,0.642050
nitti_subjective_trust,on_off,0.2,True,high,True,resource_efficiency,0.619550,0.008429,50,0.617213,0.621886
nitti_subjective_trust,on_off,0.2,True,high,True,fairness_index,0.828552,0.017126,50,0.823805,0.833299
nitti_subjective_trust,on_off,0.2,True,high,True,trust_stability_index,0.708560,0.006231,50,0.706833,0.710287
nitti_subjective_trust,on_off,0.2,True,high,True,privacy_exposure_risk,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,on_off,0.2,True,high,True,candidate_privacy_risk,0.499867,0.000171,50,0.499819,0.499914
nitti_subjective_trust,on_off,0.2,True,high,True,accepted_privacy_exposure,0.500000,0.000000,50,0.500000,0.500000
nitti_subjective_trust,on_off,0.2,True,high,True,avg_trust,0.484039,0.008330,50,0.481731,0.486348
nitti_subjective_trust,on_off,0.2,True,high,True,trust_variance,0.072860,0.001558,50,0.072428,0.073292
nitti_subjective_trust,on_off,0.2,True,high,True,avg_preference,0.570585,0.006083,50,0.568899,0.572271
nitti_subjective_trust,on_off,0.2,True,high,True,avg_reciprocity,0.608582,0.014285,50,0.604622,0.612542
nitti_subjective_trust,on_off,0.2,True,high,True,avg_privacy_risk,0.499867,0.000171,50,0.499819,0.499914
